,x1,x2
2441,1.7,0.0
3840,2.8,4.7
2251,2.4,-0.0
3402,2.1,-0.0
3880,1.6,0.0
3630,2.3,-0.0
2263,1.9,2.9
3223,0.8,2.6
2365,1.7,-0.0
2633,2.5,-0.0
3227,1.1,-0.0
3231,1.6,4.2
3617,2.0,0.0
2956,0.9,0.0
3876,1.5,0.0
2389,2.4,-0.0
3512,2.3,-0.0
3731,1.8,0.0
2817,1.1,-0.0
2003,2.7,4.2
3768,2.3,0.0
2533,0.5,2.1
2586,1.3,0.0
3370,2.1,0.0
2934,1.6,-0.0
3161,2.1,4.1
2578,1.4,2.6
2133,3.2,-0.0
2982,1.3,0.0
3346,1.4,3.8
3381,2.4,-0.0
3924,2.4,0.0
3152,1.3,0.0
2302,3.0,0.0
2067,2.5,0.0
3019,2.2,-0.0
3847,1.8,0.0
2883,2.8,-0.0
2709,1.8,1.7
2605,2.2,0.0
2705,1.0,-0.0
2696,3.3,-0.0
2912,3.2,-0.0
2431,3.4,-0.0
2290,2.1,0.0
2964,1.7,0.0
2656,2.3,0.0
3609,1.7,0.0
3143,1.9,0.0
3524,2.1,0.0
2570,1.9,0.7
3566,0.3,2.7
2896,1.4,4.1
2049,3.2,0.0
2299,0.8,2.1
2272,1.3,0.0
2706,2.0,0.0
3211,1.8,0.0
2382,2.0,0.0
2499,1.1,5.7
3304,1.2,0.0
2947,2.3,-0.0
2333,2.1,3.6
2081,0.4,4.2
3068,2.2,0.0
3460,1.9,2.1
3702,2.1,-0.0
3781,1.5,-0.0
2902,2.0,2.1
3864,2.7,0.0
3239,0.2,4.1
3575,2.1,-0.0
2388,-0.0,1.8
3786,1.3,-0.0
2811,1.5,-0.0
3003,2.0,-0.0
3667,1.3,-0.0
3929,1.1,0.0
3791,1.7,-0.0
3199,1.8,-0.0
3602,1.0,4.2
2312,0.5,4.2
2631,0.9,2.6
3224,2.1,0.0
2420,2.3,0.0
2358,1.3,1.8
2466,1.8,2.6
2372,1.0,0.0
2074,0.0,3.1
2649,1.9,0.0
3970,1.0,-0.0
3474,1.3,-0.0
2380,1.7,-0.0
2137,1.9,0.0
3844,2.0,-0.0
3684,2.7,4.2
3184,2.8,-0.0
2297,2.1,4.7
3350,3.0,-0.0
3841,1.8,-0.0
2501,2.1,2.7
3095,2.3,-0.0
2014,1.7,0.0
3009,1.5,0.0
2305,1.3,0.0
3262,1.5,-0.0
3326,2.2,-0.0
3905,2.1,2.5
2959,2.0,-0.0
3457,1.5,-0.0
3365,1.6,0.0
3129,2.3,0.0
3853,1.7,0.0
3325,1.9,0.0
3078,1.9,0.0
3854,1.5,-0.0
3374,2.4,0.0
3775,1.0,-0.0
2199,1.6,0.0
3267,0.4,4.2
3696,1.1,0.0
2864,2.2,0.0
3978,1.3,0.0
3639,1.4,-0.0
2128,2.1,3.1
3028,0.9,2.3
2335,2.3,2.8
3198,1.9,4.2
3960,2.3,0.0
3141,2.5,-0.0
2781,1.3,-0.0
2471,2.3,0.0
2729,3.3,3.6
2572,1.8,-0.0
3535,2.1,-0.0
2192,2.0,0.0
2289,1.9,0.0
2543,3.2,4.7
3614,0.3,3.1
3700,4.6,3.8
2359,2.7,3.8
2755,1.3,0.0
3256,1.3,3.3
2575,1.3,3.8
3433,1.5,0.0
2551,1.9,-0.0
2348,1.7,-0.0
2753,1.9,0.0
3047,2.9,0.0
2860,1.0,2.3
2830,1.8,-0.0
2985,2.7,0.0
2717,3.6,3.9
3033,1.6,0.0
3026,0.2,2.6
2408,1.8,2.8
3027,2.4,-0.0
2872,1.5,-0.0
3358,0.7,1.8
3196,1.5,0.0
3755,0.9,3.0
2892,2.1,3.1
3354,0.0,2.8
2084,0.4,1.8
2376,1.2,0.0
3376,1.7,0.0
2018,1.4,4.2
2019,2.7,5.2
3833,2.3,-0.0
3281,2.5,0.0
3946,2.2,0.0
2772,1.5,2.8
3511,1.5,0.0
2345,1.1,0.0
3343,2.5,-0.0
2999,1.1,2.8
3034,1.7,-0.0
3866,2.0,0.0
3274,2.3,-0.0
2120,1.1,2.6
3803,1.8,-0.0
3713,4.1,0.0
2058,2.1,0.0
3035,1.3,1.9
3427,2.4,-0.0
3478,2.1,2.5
2881,1.8,0.0
3707,1.8,0.0
3822,1.9,-0.0
2981,1.7,0.0
2156,2.2,-0.0
3793,2.8,3.8
2218,1.2,2.6
3690,1.3,1.8
2329,2.5,-0.0
3889,0.4,2.3
2855,2.1,2.1
2216,1.3,0.0
2552,1.7,0.0
2157,1.7,-0.0
