,senior-level_skill
3567,0.0
2992,0.0
3162,0.0
3712,0.0
2255,0.0
3049,0.0
2494,0.0
2484,0.0
2465,0.0
2414,0.0
2714,0.0
2395,0.0
3390,0.0
3552,0.0
3376,0.0
3812,0.0
3222,0.0
2964,0.0
2160,0.0
3316,0.0
3149,0.0
2380,0.0
3971,0.0
3005,0.0
2149,0.0
2188,0.0
2134,0.0
3771,0.0
3244,0.0
3117,0.0
3718,0.0
2114,0.0
3098,0.0
3575,0.0
3678,0.0
2562,0.0
3205,0.0
3052,0.0
2573,0.0
3742,0.0
3877,0.0
3148,0.0
3494,0.0
3760,0.0
3273,0.0
2078,0.0
2364,0.0
3432,0.0
2542,0.0
2844,0.0
2189,0.0
2539,0.0
3516,0.0
2352,0.0
2023,0.0
2006,0.0
2589,0.0
2041,0.0
2511,0.0
3185,0.0
2846,0.0
3594,0.0
2925,0.0
2157,0.0
2916,0.0
3384,0.0
3955,0.0
2037,0.0
2652,0.0
2071,0.0
2305,0.0
2716,0.0
3888,0.0
3655,0.0
2138,0.0
3412,0.0
2799,0.0
2311,0.0
3013,0.0
3889,0.0
2377,0.0
3917,0.0
3765,0.0
3183,0.0
2641,0.0
3922,0.0
3541,0.0
2774,0.0
3656,0.0
3963,0.0
2148,0.0
2620,0.0
3633,0.0
3977,0.0
2762,0.0
2439,0.0
2407,0.0
2176,0.0
3979,0.0
3051,0.0
3270,0.0
3332,0.0
2175,0.0
3650,0.0
2740,0.0
3564,0.0
2837,0.0
3203,0.0
2942,0.0
2478,0.0
2608,0.0
3679,0.0
3471,0.0
3442,0.0
2372,0.0
2334,0.0
2648,0.0
3607,0.0
2390,0.0
2987,0.0
2738,0.0
3490,0.0
3890,0.0
3497,0.0
2201,0.0
2096,0.0
3277,0.0
3038,0.0
3360,0.0
2756,0.0
3525,0.0
3791,0.0
3086,0.0
3021,0.0
3586,0.0
3171,0.0
2235,0.0
2266,0.0
2077,0.0
2843,0.0
2245,0.0
3788,0.0
2335,0.0
2368,0.0
3235,0.0
3304,0.0
2619,0.0
2742,0.0
2443,0.0
3034,0.0
3440,0.0
3997,0.0
2626,0.0
3624,0.0
2027,0.0
3465,0.0
2220,0.0
2830,0.0
3329,0.0
2890,0.0
3725,0.0
3644,0.0
2660,0.0
2326,0.0
2555,0.0
2349,0.0
2880,0.0
3530,0.0
3895,0.0
2759,0.0
3377,0.0
2943,0.0
3627,0.0
3666,0.0
2551,0.0
3801,0.0
2970,0.0
3241,0.0
2064,0.0
2889,0.0
2973,0.0
2262,0.0
3796,0.0
2704,0.0
2682,0.0
2074,0.0
2771,0.0
2446,0.0
3961,0.0
3305,0.0
2553,0.0
3778,0.0
3028,0.0
3484,0.0
3114,0.0
2930,0.0
3518,0.0
3965,0.0
2267,0.0
3461,0.0
