,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,7.0,0.0,0.041124582,9.0,1.0,12.0
2001,3.0,0.0,0.30191052,5.0,4.0,4.0
2002,5.0,0.0,0.9730978,3.0,1.0,11.0
2003,2.0,3.0,0.54525506,5.0,2.0,7.0
2004,5.0,1.0,0.0012159348,1.0,5.0,1.0
2005,7.0,1.0,0.110562205,7.0,5.0,2.0
2006,3.0,0.0,0.22789359,4.0,3.0,1.0
2007,4.0,0.0,0.33426607,4.0,1.0,6.0
2008,3.0,2.0,0.72853184,3.0,0.0,5.0
2009,3.0,0.0,0.61726475,5.0,4.0,7.0
2010,2.0,2.0,0.7541219,3.0,5.0,8.0
2011,2.0,0.0,0.8818103,7.0,1.0,5.0
2012,4.0,2.0,0.72602665,1.0,7.0,2.0
2013,1.0,2.0,0.10635102,5.0,4.0,5.0
2014,6.0,1.0,0.0471797,3.0,0.0,8.0
2015,3.0,2.0,0.36251926,6.0,6.0,6.0
2016,3.0,0.0,0.434448,2.0,1.0,6.0
2017,7.0,1.0,0.68030393,7.0,2.0,0.0
2018,2.0,0.0,0.16203225,3.0,0.0,4.0
2019,1.0,2.0,0.79815006,4.0,7.0,1.0
2020,0.0,1.0,0.10615516,2.0,3.0,6.0
2021,3.0,2.0,0.7218139,2.0,1.0,1.0
2022,2.0,0.0,0.11343646,7.0,2.0,7.0
2023,4.0,1.0,0.58454883,4.0,0.0,4.0
2024,1.0,1.0,0.022560596,5.0,4.0,6.0
2025,1.0,2.0,0.47584438,9.0,1.0,2.0
2026,5.0,3.0,0.8677938,6.0,0.0,2.0
2027,6.0,1.0,0.76251376,3.0,3.0,6.0
2028,3.0,0.0,0.24370766,5.0,6.0,1.0
2029,2.0,3.0,0.9438088,2.0,1.0,3.0
2030,6.0,0.0,0.23816097,3.0,3.0,4.0
2031,5.0,2.0,0.166695,3.0,4.0,2.0
2032,1.0,3.0,0.94221556,5.0,8.0,2.0
2033,4.0,2.0,0.47942173,3.0,2.0,3.0
2034,0.0,3.0,0.7538675,1.0,0.0,3.0
2035,3.0,2.0,0.985065,3.0,3.0,3.0
2036,6.0,1.0,0.9631648,4.0,4.0,0.0
2037,4.0,0.0,0.4584819,8.0,2.0,2.0
2038,5.0,3.0,0.08206701,4.0,0.0,4.0
2039,6.0,1.0,0.97556067,4.0,10.0,2.0
2040,2.0,0.0,0.17888391,4.0,6.0,7.0
2041,6.0,0.0,0.27925718,3.0,5.0,5.0
2042,6.0,2.0,0.24172199,5.0,0.0,11.0
2043,1.0,0.0,0.037566066,1.0,3.0,1.0
2044,2.0,1.0,0.78229094,6.0,0.0,4.0
2045,3.0,1.0,0.5449747,3.0,3.0,5.0
2046,1.0,1.0,0.24223244,3.0,3.0,8.0
2047,2.0,2.0,0.63578546,8.0,3.0,1.0
2048,2.0,0.0,0.9767264,2.0,3.0,3.0
2049,1.0,2.0,0.3922584,2.0,6.0,3.0
2050,3.0,0.0,0.88810766,5.0,6.0,3.0
2051,4.0,2.0,0.099758506,2.0,2.0,2.0
2052,0.0,0.0,0.5080966,5.0,6.0,1.0
2053,3.0,1.0,0.40719438,3.0,2.0,0.0
2054,4.0,0.0,0.993623,3.0,1.0,6.0
2055,1.0,3.0,0.5242382,2.0,2.0,2.0
2056,4.0,2.0,0.83987343,8.0,10.0,3.0
2057,3.0,0.0,0.12906635,1.0,13.0,10.0
2058,1.0,0.0,0.93509173,7.0,1.0,4.0
2059,2.0,1.0,0.86952543,3.0,1.0,5.0
2060,1.0,2.0,0.48366368,2.0,2.0,5.0
2061,3.0,1.0,0.81071794,5.0,3.0,1.0
2062,5.0,1.0,0.35521543,4.0,6.0,1.0
2063,3.0,2.0,0.4711541,4.0,4.0,3.0
2064,0.0,0.0,0.053941727,5.0,5.0,1.0
2065,3.0,2.0,0.44122207,2.0,3.0,3.0
2066,5.0,1.0,0.80256796,1.0,2.0,3.0
2067,4.0,0.0,0.25983953,5.0,2.0,5.0
2068,4.0,2.0,0.31352866,1.0,5.0,1.0
2069,5.0,2.0,0.20798838,1.0,3.0,5.0
2070,3.0,0.0,0.43434227,5.0,1.0,3.0
2071,7.0,1.0,0.26780546,1.0,4.0,5.0
2072,3.0,2.0,0.22377801,3.0,3.0,3.0
2073,1.0,1.0,0.39092422,3.0,6.0,1.0
2074,5.0,3.0,0.6311108,2.0,6.0,2.0
2075,1.0,2.0,0.6510781,1.0,4.0,4.0
2076,2.0,3.0,0.12485778,2.0,0.0,5.0
2077,2.0,1.0,0.43999398,4.0,2.0,21.0
2078,5.0,1.0,0.5674155,6.0,10.0,2.0
2079,1.0,0.0,0.5137094,4.0,10.0,2.0
2080,2.0,0.0,0.4628985,5.0,5.0,3.0
2081,3.0,2.0,0.46609128,8.0,5.0,4.0
2082,2.0,0.0,0.6311586,3.0,2.0,6.0
2083,4.0,0.0,0.097007155,1.0,1.0,6.0
2084,2.0,2.0,0.44549024,3.0,3.0,4.0
2085,2.0,0.0,0.08815348,5.0,8.0,2.0
2086,1.0,0.0,0.6529739,0.0,8.0,6.0
2087,3.0,3.0,0.20003486,5.0,3.0,4.0
2088,2.0,1.0,0.018600821,4.0,4.0,3.0
2089,7.0,2.0,0.024796605,6.0,6.0,3.0
2090,4.0,3.0,0.58907247,3.0,0.0,8.0
2091,2.0,1.0,0.15492988,4.0,0.0,3.0
2092,3.0,0.0,0.8405936,2.0,3.0,2.0
2093,3.0,2.0,0.91785526,5.0,1.0,3.0
2094,3.0,2.0,0.5551486,5.0,4.0,3.0
2095,0.0,0.0,0.93100977,3.0,2.0,3.0
2096,6.0,0.0,0.46031237,4.0,6.0,9.0
2097,4.0,3.0,0.7771636,3.0,7.0,4.0
2098,2.0,0.0,0.25541115,5.0,3.0,10.0
2099,1.0,0.0,0.72022676,6.0,1.0,4.0
