,senior-level_skill
3183,1.0
2916,1.0
2498,1.0
2577,1.0
3114,1.0
2402,1.0
3013,1.0
3539,1.0
3467,1.0
2041,1.0
3026,1.0
3355,1.0
2390,0.0
2012,1.0
3387,1.0
3000,1.0
2281,1.0
3840,1.0
3332,1.0
3903,1.0
3718,0.0
2648,1.0
3178,1.0
2605,1.0
2299,1.0
2964,1.0
3141,1.0
3556,1.0
3566,1.0
2706,1.0
2137,1.0
2234,0.0
2149,1.0
2518,1.0
3185,1.0
3865,1.0
2246,1.0
2496,1.0
2199,1.0
2166,1.0
3004,1.0
3917,1.0
2486,1.0
3446,1.0
3575,1.0
3679,1.0
2173,1.0
2343,1.0
2629,1.0
3586,1.0
2380,1.0
2217,1.0
2182,1.0
2918,1.0
2155,1.0
3924,1.0
3003,1.0
2465,1.0
3651,1.0
2481,1.0
2327,1.0
2251,1.0
2469,1.0
3329,1.0
3510,1.0
2767,1.0
3680,1.0
2228,1.0
2892,1.0
2311,1.0
3888,1.0
2756,1.0
2521,1.0
3671,1.0
2494,1.0
3854,1.0
3541,1.0
2312,1.0
2172,1.0
3934,1.0
3875,1.0
3672,1.0
3813,1.0
2696,1.0
3505,1.0
3381,1.0
2704,1.0
2975,1.0
2785,1.0
2422,1.0
2991,1.0
2544,1.0
3244,1.0
3365,1.0
2042,1.0
2451,1.0
3251,1.0
3191,1.0
3308,1.0
3986,1.0
3241,1.0
3130,1.0
2511,1.0
2178,1.0
3224,1.0
3016,1.0
3484,1.0
3855,1.0
2930,1.0
3989,1.0
3674,1.0
2738,1.0
3624,1.0
2733,1.0
2939,1.0
2559,1.0
2787,1.0
3555,1.0
2322,1.0
2919,1.0
3742,1.0
3205,1.0
2275,1.0
2392,1.0
3507,1.0
2880,1.0
3935,1.0
3921,1.0
2931,1.0
2830,1.0
3419,1.0
2906,1.0
2915,1.0
3051,1.0
2927,1.0
3668,1.0
3716,1.0
2303,1.0
3012,0.0
3065,1.0
2620,1.0
2700,1.0
2124,1.0
2947,0.0
2989,1.0
3390,1.0
3392,1.0
2188,1.0
2691,1.0
3278,1.0
3342,1.0
3905,1.0
2631,1.0
2040,1.0
2799,1.0
3705,1.0
3222,1.0
2499,1.0
2434,1.0
2461,1.0
2161,1.0
3412,1.0
2540,1.0
2509,1.0
3307,1.0
3703,1.0
2619,1.0
2984,1.0
2170,1.0
2095,1.0
2183,1.0
2973,1.0
3689,1.0
3094,1.0
2694,0.0
3880,1.0
3408,1.0
2740,1.0
2759,0.0
2154,1.0
2245,0.0
2090,1.0
3798,1.0
2203,1.0
2475,1.0
2075,1.0
2658,0.0
2972,1.0
2191,1.0
3513,1.0
3977,1.0
3550,1.0
2702,1.0
2334,1.0
3247,1.0
3294,1.0
3277,1.0
3978,1.0
3024,1.0
3804,1.0
