,y_hat
2077,False
3696,False
3868,False
2370,False
3140,False
2787,False
2105,False
3690,False
2516,False
3574,False
3660,False
3320,False
3672,False
2979,False
2233,False
3494,False
3412,False
3156,False
2084,False
2663,False
3779,False
3611,False
3998,False
2155,False
2054,False
3164,False
3332,False
2403,False
3303,False
2861,False
2367,False
2779,False
2980,False
2800,False
2626,False
3341,False
2673,False
2908,False
2179,False
2232,False
2011,False
2118,False
3098,False
3777,False
2517,False
3772,False
2712,False
3175,False
2659,False
2546,False
3832,False
3163,False
2706,False
2655,False
3931,False
2025,False
2083,False
3472,False
3191,False
3935,False
3973,False
3869,False
2512,False
2193,False
3045,False
2093,False
2900,False
2583,False
3294,False
3024,False
3396,False
2553,False
2300,False
3665,False
2048,False
3561,False
3469,False
2810,False
3262,False
3111,False
2846,False
2680,False
2086,False
3150,False
2981,False
3470,False
2615,False
2427,False
3768,False
2656,False
3170,False
3223,False
2658,False
3034,False
3179,False
3698,False
2521,False
3451,False
2753,False
2269,False
2190,False
2325,False
2561,False
2597,False
2461,False
2442,False
3448,False
2129,False
3152,False
2563,False
3214,False
2264,False
2559,False
2572,False
2910,False
2228,False
3589,False
3234,False
2993,False
2853,False
3128,False
2037,False
3976,False
3635,False
3617,False
3486,False
2852,False
3556,False
2110,False
3629,False
2291,False
3872,False
2839,False
2435,False
3792,False
3272,False
3937,False
2363,False
2730,False
3784,False
3210,False
3248,False
3239,False
2368,False
3842,False
3195,False
3121,False
2922,False
3241,False
3276,False
3113,False
3445,False
3550,False
3200,False
3675,False
3724,False
3132,False
3703,False
2085,False
2308,False
2354,False
3781,False
2777,False
3300,False
2949,False
2437,False
2890,False
2551,False
3238,False
3504,False
2816,False
3648,False
2317,False
2119,False
2606,False
2236,False
3416,False
3246,False
3936,False
2590,False
3557,False
2294,False
3399,False
3631,False
3522,False
2329,False
2261,False
3361,False
3906,False
2130,False
3390,False
3859,False
2707,False
3641,False
2823,False
2998,False
3880,False
2292,False
3497,False
2470,False
