,x1,x2
2949,1.2,-0.0
2028,2.2,-0.0
3870,2.1,5.1
2200,1.4,0.0
3054,3.0,-0.0
2714,2.1,0.0
3399,2.4,0.0
3738,1.4,0.0
3375,2.0,0.0
3675,1.0,0.0
3876,1.4,0.0
2136,0.9,3.1
3256,1.7,-0.0
3858,1.3,0.0
2131,1.0,-0.0
3198,2.5,3.1
3634,2.3,-0.0
2678,2.4,4.2
2890,1.2,0.0
3774,1.1,2.6
2920,1.0,1.3
2926,1.9,0.0
3619,1.7,-0.0
3274,3.2,4.1
2108,2.7,-0.0
3058,3.4,-0.0
2210,1.4,0.0
3863,1.4,-0.0
3355,1.3,-0.0
3542,1.2,0.0
3561,2.1,2.3
3479,1.8,3.8
2546,2.5,-0.0
2231,1.8,-0.0
2355,1.8,0.0
3354,2.8,-0.0
3643,1.9,3.1
3292,2.2,-0.0
2487,0.1,3.8
2457,0.5,4.2
3586,1.9,0.0
2777,1.8,0.0
2337,1.9,0.0
3794,1.2,3.1
2808,2.5,0.0
2015,1.6,-0.0
2669,2.5,4.7
3396,2.6,2.6
2797,1.4,-0.0
2638,1.9,0.0
3034,1.3,-0.0
3574,1.1,0.0
3192,1.7,2.1
3664,1.8,1.7
2786,2.8,-0.0
2428,1.5,0.0
2760,1.3,2.3
2592,2.1,3.7
2550,2.1,4.1
2148,1.7,0.0
3211,1.2,0.0
2614,2.2,0.0
2043,1.7,-0.0
3242,2.4,4.7
2078,1.4,-0.0
2014,2.5,0.0
3351,1.3,-0.0
2656,1.3,-0.0
3440,1.5,0.0
3715,1.3,0.0
3743,1.5,0.0
3882,0.9,0.0
2801,1.4,-0.0
3123,1.4,3.8
3334,1.0,2.8
3486,2.3,0.0
3629,0.7,5.1
2445,1.1,0.0
2327,1.5,0.0
3588,2.0,-0.0
3898,1.6,0.0
3215,1.7,0.0
3164,1.1,4.7
3534,2.7,-0.0
2622,1.6,-0.0
3155,1.9,-0.0
3402,1.5,0.0
2815,2.0,0.0
2739,1.9,4.1
2247,0.6,2.1
2708,1.9,3.6
3592,0.2,2.6
3969,1.1,0.0
3610,2.1,0.0
2189,1.4,0.0
2149,2.1,0.0
3032,3.2,3.6
2932,1.3,-0.0
3702,2.9,0.0
3704,2.4,0.0
3548,1.5,0.0
3097,1.2,0.0
3015,1.0,3.1
3258,2.3,2.8
2688,1.8,2.3
3722,1.8,0.0
3937,1.7,2.6
3685,2.3,-0.0
3416,1.4,2.6
3949,1.8,-0.0
2170,2.8,4.7
3896,0.1,2.1
3099,1.4,-0.0
2573,1.9,-0.0
3658,1.4,1.5
3059,1.6,-0.0
3496,0.6,3.8
2295,1.3,-0.0
2266,1.8,3.3
3432,1.5,3.6
3371,1.4,0.0
3573,2.7,0.0
3671,1.3,3.3
2203,1.5,0.0
3558,1.8,2.6
2554,2.2,-0.0
2516,1.3,3.1
3888,0.7,1.8
3945,2.3,0.0
2916,1.0,-0.0
3010,2.0,0.0
2113,2.3,-0.0
2412,2.3,3.6
2112,1.4,0.0
3657,1.5,-0.0
3089,1.6,0.0
3447,2.1,4.2
3260,1.7,-0.0
2795,1.5,0.0
2305,0.5,4.2
2879,1.5,-0.0
3648,1.5,-0.0
2286,2.4,0.0
2948,1.6,-0.0
2288,1.4,3.6
2767,1.5,4.1
2830,1.5,-0.0
2334,0.8,2.6
2626,3.2,3.3
2181,1.9,0.0
3731,0.1,4.1
3434,1.3,2.0
2662,1.3,1.4
3329,2.0,-0.0
2676,0.4,4.2
2420,0.7,4.1
3376,2.1,0.0
2335,2.1,0.0
2122,1.7,-0.0
3457,1.0,5.0
3828,1.4,0.0
2009,1.4,3.3
2063,1.3,-0.0
3947,1.9,0.0
2329,2.8,0.0
3240,0.6,3.6
3838,1.4,0.0
2506,1.4,2.6
2076,2.1,0.0
2695,1.3,0.0
2979,2.3,0.0
3008,1.1,0.0
3953,1.4,0.0
3751,0.8,2.6
2578,2.0,-0.0
3319,1.4,0.0
3816,3.5,0.0
3119,1.8,0.0
3461,2.3,0.0
3250,3.6,3.1
3221,1.9,4.2
3772,1.3,0.0
2308,1.1,-0.0
2822,1.4,3.1
2373,1.0,2.8
2826,0.4,4.2
2508,3.0,-0.0
3944,1.6,-0.0
3975,2.0,0.0
3526,1.4,0.0
3112,3.4,0.0
2488,1.1,-0.0
3326,3.4,0.0
3973,2.0,0.0
2547,3.4,3.1
2580,1.7,-0.0
2277,2.6,-0.0
3452,2.3,-0.0
2802,1.5,-0.0
3171,0.7,1.8
