,x1,x2
3572,0.6,1.2
3890,2.2,3.5
3424,1.4,2.1
3690,0.3,2.5
2326,2.6,3.8
2796,1.3,1.0
3680,1.7,1.5
3145,1.5,1.8
3084,0.7,1.9
3806,0.5,3.0
3516,1.5,2.3
2577,0.2,1.3
2970,1.3,1.3
3274,2.5,0.2
3788,2.0,3.6
3836,0.1,1.5
3744,2.4,1.2
2675,2.6,2.2
3786,1.1,2.2
3298,1.9,1.0
2570,0.8,0.8
3010,0.4,2.5
2207,0.2,2.5
3263,0.2,2.7
3239,2.5,2.1
3040,0.9,4.1
2015,0.8,3.3
3632,1.5,2.5
2754,1.4,1.7
3613,1.7,4.7
2731,1.1,0.9
2139,3.7,4.5
2695,0.0,2.3
3793,1.7,2.1
2399,1.8,1.8
3218,0.3,1.5
2017,1.5,1.5
3405,0.9,1.1
2007,2.7,0.6
2066,1.0,0.1
3113,1.0,1.0
3687,0.7,3.8
3532,0.8,1.1
3402,0.2,2.6
2863,2.9,4.2
3884,2.0,3.0
3648,-0.1,2.5
3872,-0.0,2.5
3207,1.4,0.3
2088,1.2,0.9
2878,0.9,2.5
3674,1.4,1.3
2060,2.0,1.0
3166,1.3,1.1
2987,0.1,1.8
2956,0.0,2.0
3382,1.4,2.6
3105,1.5,1.8
2435,1.4,4.4
3573,1.7,2.6
3737,2.0,3.3
2321,0.2,2.8
2409,3.0,0.4
2223,1.1,2.3
3994,0.3,2.6
2981,1.3,1.1
2662,1.7,2.2
3038,0.3,2.1
3789,2.8,4.2
3117,3.0,4.1
2937,2.3,1.0
2698,1.8,1.4
3293,1.9,1.3
2315,1.0,2.1
2096,1.9,1.0
3388,0.7,2.9
2418,0.5,0.7
2394,1.3,1.2
2222,0.0,0.9
2016,1.9,2.3
2306,1.0,1.0
2404,0.7,2.1
2342,0.4,1.3
2346,1.9,0.7
2637,2.5,-0.0
3391,2.6,3.8
3490,1.7,2.5
2455,0.1,3.4
3177,0.1,1.5
2073,2.8,2.9
2387,0.4,1.1
3020,0.1,1.5
2120,0.9,3.1
2913,2.8,0.1
2969,1.4,2.6
2828,0.1,1.8
3246,1.4,2.3
2788,1.1,1.9
3538,2.4,2.0
3099,3.0,2.6
2178,2.1,0.6
2631,3.0,3.9
2746,0.7,2.1
2753,0.6,2.0
2821,0.7,2.6
3833,1.3,1.7
3045,2.1,3.7
3501,1.5,4.0
3496,0.3,2.1
2539,1.3,1.2
3771,2.0,3.3
3444,2.3,2.4
3442,0.6,2.7
3429,0.9,2.0
3628,1.2,3.8
3630,1.3,1.3
2208,1.9,1.7
3118,0.1,2.1
2347,0.0,2.1
2765,2.1,1.3
3186,2.1,1.7
2984,0.3,2.0
3349,1.3,1.8
2733,2.1,0.2
3195,1.8,2.8
2107,2.6,2.2
2784,1.3,0.5
3844,1.4,0.2
3375,0.4,0.1
2826,0.6,0.9
3998,1.2,3.1
2362,2.1,3.3
3155,0.5,1.2
2198,2.6,2.1
3742,0.3,1.7
2581,1.7,3.8
3411,0.4,2.6
3493,1.5,1.3
2006,2.0,2.6
2230,1.5,1.4
3617,-0.0,2.1
3758,1.1,0.8
3558,2.2,1.3
3371,0.7,2.5
2559,2.3,1.4
2343,0.8,2.1
3965,1.4,0.4
2273,2.2,2.1
2039,2.7,1.5
3615,2.1,0.4
3910,1.1,0.7
3576,1.6,2.1
3697,1.0,1.3
2557,0.8,2.4
3033,0.8,3.4
2687,1.1,1.5
2272,0.5,1.1
2630,1.5,0.9
3952,0.3,1.8
3978,3.3,3.6
2199,0.9,0.5
3710,2.2,1.7
2819,1.6,5.0
3367,2.6,2.3
2168,0.2,1.0
3603,0.7,2.0
2849,2.1,3.3
2735,1.1,4.2
2791,0.7,3.5
3408,0.7,1.1
3433,0.5,1.5
2030,2.6,2.7
2211,0.9,1.4
3346,0.7,1.1
3244,1.5,2.0
3426,1.1,0.7
3430,1.6,4.5
3115,3.5,2.9
2161,1.2,1.8
2181,1.8,0.1
3286,0.1,4.2
2022,2.8,5.0
2304,1.3,1.3
2432,-0.0,3.1
3985,0.3,1.5
2505,-0.0,2.5
2385,1.7,2.4
2968,2.1,2.4
3330,0.6,2.5
2545,0.3,1.6
3534,1.1,1.9
2293,0.9,1.9
3150,1.0,1.3
3485,1.5,3.5
2693,3.8,1.4
3036,2.3,2.0
3536,1.4,1.3
3542,1.4,3.6
3462,1.0,3.5
3719,0.5,0.3
