,y_hat
3572,False
3890,False
3424,False
3690,False
2326,False
2796,False
3680,False
3145,False
3084,False
3806,False
3516,False
2577,False
2970,False
3274,False
3788,False
3836,False
3744,False
2675,False
3786,False
3298,False
2570,False
3010,False
2207,False
3263,False
3239,False
3040,False
2015,False
3632,False
2754,False
3613,False
2731,False
2139,False
2695,False
3793,False
2399,False
3218,False
2017,False
3405,False
2007,False
2066,False
3113,False
3687,False
3532,False
3402,False
2863,False
3884,False
3648,False
3872,False
3207,False
2088,False
2878,False
3674,False
2060,False
3166,False
2987,False
2956,False
3382,False
3105,False
2435,False
3573,False
3737,False
2321,False
2409,False
2223,False
3994,False
2981,False
2662,False
3038,False
3789,False
3117,False
2937,False
2698,False
3293,False
2315,False
2096,False
3388,False
2418,False
2394,False
2222,False
2016,False
2306,False
2404,False
2342,False
2346,False
2637,False
3391,False
3490,False
2455,False
3177,False
2073,False
2387,False
3020,False
2120,False
2913,False
2969,False
2828,False
3246,False
2788,False
3538,False
3099,False
2178,False
2631,False
2746,False
2753,False
2821,False
3833,False
3045,False
3501,False
3496,False
2539,False
3771,False
3444,False
3442,False
3429,False
3628,False
3630,False
2208,False
3118,False
2347,False
2765,False
3186,False
2984,False
3349,False
2733,False
3195,False
2107,False
2784,False
3844,False
3375,False
2826,False
3998,False
2362,False
3155,False
2198,False
3742,False
2581,False
3411,False
3493,False
2006,False
2230,False
3617,False
3758,False
3558,False
3371,False
2559,False
2343,False
3965,False
2273,False
2039,False
3615,False
3910,False
3576,False
3697,False
2557,False
3033,False
2687,False
2272,False
2630,False
3952,False
3978,False
2199,False
3710,False
2819,False
3367,False
2168,False
3603,False
2849,False
2735,False
2791,False
3408,False
3433,False
2030,False
2211,False
3346,False
3244,False
3426,False
3430,False
3115,False
2161,False
2181,False
3286,False
2022,False
2304,False
2432,False
3985,False
2505,False
2385,False
2968,False
3330,False
2545,False
3534,False
2293,False
3150,False
3485,False
2693,False
3036,False
3536,False
3542,False
3462,False
3719,False
