,x1,x2
2337,2.3,0.0
3674,2.5,-0.0
2802,1.8,0.0
3382,3.2,3.1
3208,0.8,2.6
3003,2.0,4.2
2110,0.1,5.6
3131,2.1,4.8
3558,1.1,3.6
3616,3.6,2.8
2912,1.3,2.1
3429,1.5,0.0
2612,2.3,-0.0
3705,1.9,0.0
3753,1.6,0.0
2168,0.7,4.1
3473,3.1,1.9
3231,1.6,-0.0
3370,3.1,4.4
3222,2.7,-0.0
2205,2.0,-0.0
3228,2.3,3.6
3129,1.9,-0.0
2169,1.8,2.6
2302,1.4,4.6
3016,1.5,3.3
3500,1.6,0.0
2165,1.7,0.0
3707,3.7,-0.0
3159,3.0,0.0
2737,2.7,0.0
3503,2.3,0.0
2705,1.8,-0.0
3971,2.1,-0.0
2119,2.6,3.4
2091,1.6,0.0
2247,2.5,-0.0
2381,2.4,-0.0
3675,2.6,-0.0
2594,2.6,-0.0
2518,1.6,0.0
3738,2.3,-0.0
2151,2.5,-0.0
2958,1.9,2.6
2390,1.8,0.0
2086,1.9,-0.0
2850,2.2,0.0
3620,1.9,0.0
3018,2.3,-0.0
2762,0.9,5.7
2576,0.5,3.3
3614,0.7,2.9
3635,2.2,-0.0
3597,2.2,0.0
2703,4.2,2.7
3768,3.3,-0.0
2592,1.9,0.0
3632,1.8,0.0
2878,2.0,-0.0
2780,1.3,2.8
2275,2.4,-0.0
3917,1.7,-0.0
3608,2.8,4.2
3431,2.0,-0.0
2037,1.7,0.0
3323,2.5,-0.0
2753,2.1,-0.0
3967,2.7,0.0
2291,2.5,-0.0
2118,2.0,-0.0
2112,2.4,0.0
2728,3.2,0.0
2464,2.7,3.8
2729,1.8,0.0
2204,2.8,-0.0
2233,1.4,2.6
2039,2.1,2.6
3962,1.6,0.0
2795,2.5,-0.0
2755,2.6,2.8
2911,2.5,-0.0
3044,3.3,0.0
3539,2.1,-0.0
3436,4.0,-0.0
3536,2.8,0.0
2326,0.7,4.2
3178,1.8,4.2
2885,0.9,3.1
2001,1.6,-0.0
3197,2.0,-0.0
3091,1.9,3.0
3973,2.1,-0.0
2393,1.9,0.0
3872,2.2,0.0
3725,2.5,0.0
3759,3.3,4.2
3941,1.0,4.7
2684,3.1,3.6
2472,1.3,4.7
2508,1.0,4.1
2654,2.8,0.0
2657,1.8,2.6
2658,1.3,3.7
2068,3.1,-0.0
3010,2.1,-0.0
3420,1.3,2.1
2327,1.3,2.0
3114,2.5,-0.0
3170,3.1,0.0
3916,3.4,0.0
3540,0.6,2.1
2599,2.1,5.1
2536,2.7,-0.0
3123,1.4,4.0
2077,1.9,-0.0
2287,2.5,-0.0
2324,2.5,0.0
2750,2.4,0.0
3221,2.1,0.0
2784,0.7,2.9
2584,1.4,3.1
2395,3.1,1.8
3369,2.6,4.2
3210,2.9,-0.0
2816,1.9,-0.0
2606,2.3,-0.0
2751,2.1,-0.0
3867,2.2,3.8
3842,2.6,1.9
3704,2.1,3.6
2154,1.3,3.7
3306,3.1,4.7
2239,3.0,-0.0
3634,2.6,3.1
2545,1.7,0.0
3176,2.3,0.0
2125,4.1,4.2
3456,1.4,3.1
3148,3.6,4.5
2007,0.7,2.6
2321,1.7,0.0
3940,2.5,0.0
3264,2.3,-0.0
2470,1.7,3.1
3394,2.7,0.0
3935,2.8,-0.0
3332,2.8,0.0
2607,2.7,-0.0
3679,1.8,3.6
3733,2.5,-0.0
3246,2.2,0.0
3770,3.3,-0.0
3778,2.6,4.4
2228,0.1,4.2
2431,2.1,-0.0
3981,2.7,0.0
2848,2.1,0.0
3288,1.9,0.0
3545,3.6,0.0
2466,2.6,3.6
3510,3.9,6.0
2622,4.0,5.0
3103,0.7,3.1
2290,3.0,-0.0
3652,2.4,0.0
3876,1.8,3.7
2777,2.5,0.0
3516,2.1,-0.0
2934,1.9,0.0
3852,2.7,-0.0
3447,2.5,0.0
3214,3.0,0.0
2853,1.8,-0.0
3262,1.7,-0.0
2144,2.6,-0.0
3223,2.5,-0.0
3538,1.9,0.0
3271,1.8,0.0
2220,1.9,-0.0
3956,1.4,4.1
3524,2.0,-0.0
3514,3.9,4.2
2253,1.4,-0.0
3268,2.4,4.2
2289,2.2,-0.0
3285,1.9,-0.0
3835,3.9,-0.0
2847,1.4,-0.0
2074,2.0,5.0
2373,2.4,-0.0
2349,1.5,2.0
3904,1.6,-0.0
3782,1.8,0.0
3179,1.4,3.8
2348,2.2,3.3
3837,2.8,0.0
3216,2.5,0.0
2079,1.9,-0.0
3793,-0.0,4.2
3906,2.6,4.4
