,senior-level_skill
2525,0.0
2838,0.0
2568,0.0
2374,0.0
2958,0.0
3393,0.0
2445,0.0
2166,0.0
3942,0.0
3057,0.0
2567,0.0
2910,0.0
2333,0.0
2922,0.0
2615,0.0
2672,0.0
3187,0.0
3055,0.0
2863,0.0
3551,0.0
2968,0.0
3147,0.0
3615,0.0
3419,0.0
2744,0.0
2637,0.0
3350,0.0
3230,0.0
2580,0.0
3367,0.0
3024,0.0
3926,0.0
3185,0.0
2865,0.0
3761,0.0
3572,0.0
2151,0.0
2566,0.0
2790,0.0
2954,0.0
3789,0.0
2952,0.0
3423,0.0
2153,0.0
2244,0.0
2953,0.0
2304,0.0
2473,0.0
3163,0.0
2742,0.0
3963,0.0
2256,0.0
3442,0.0
3339,0.0
2695,0.0
3196,0.0
3149,0.0
2943,0.0
3183,0.0
3372,0.0
2280,0.0
2949,0.0
2182,0.0
2783,0.0
3221,0.0
2208,0.0
2743,0.0
3262,0.0
2359,0.0
2559,0.0
3976,0.0
2425,0.0
2019,0.0
3498,0.0
2854,0.0
2723,0.0
3343,0.0
3831,0.0
3689,0.0
3934,0.0
3300,0.0
3928,0.0
2299,0.0
2172,0.0
2623,0.0
3150,0.0
2352,0.0
3299,0.0
2610,0.0
2535,0.0
2351,0.0
2808,0.0
3634,0.0
2562,0.0
3654,0.0
2604,0.0
2243,0.0
2117,0.0
2712,0.0
3577,0.0
3755,0.0
2683,0.0
2821,0.0
2726,0.0
2284,0.0
3225,0.0
2413,0.0
3042,0.0
2282,0.0
3036,0.0
3137,0.0
2699,0.0
3777,0.0
3575,0.0
2676,0.0
2443,0.0
3337,0.0
3656,0.0
2366,0.0
3966,0.0
2088,0.0
3124,0.0
2442,0.0
2326,0.0
2213,0.0
2104,0.0
2181,0.0
3304,0.0
2881,0.0
3691,0.0
3525,0.0
2534,0.0
2785,0.0
2144,0.0
2002,0.0
3819,0.0
3801,0.0
3066,0.0
3730,0.0
2306,0.0
3282,0.0
3101,0.0
2191,0.0
3667,0.0
3216,0.0
2643,0.0
3627,0.0
2689,0.0
2463,0.0
2065,0.0
3193,0.0
3139,0.0
2634,0.0
3288,0.0
3465,0.0
2318,0.0
2486,0.0
2444,0.0
3259,0.0
3100,0.0
2081,0.0
3250,1.0
2504,0.0
2073,0.0
3433,0.0
2120,0.0
2549,0.0
3305,0.0
3746,0.0
3269,0.0
3529,0.0
2859,0.0
2511,0.0
2484,0.0
2177,0.0
3687,0.0
2348,0.0
2690,0.0
2875,0.0
2708,0.0
2614,0.0
3703,0.0
2233,0.0
3666,0.0
2542,0.0
2495,0.0
3351,0.0
3174,0.0
3830,0.0
2916,0.0
3711,0.0
2798,0.0
3078,0.0
3082,0.0
2223,0.0
2847,0.0
2187,0.0
3397,0.0
3708,0.0
3739,0.0
