,h_post,h_post_individualized
2191,0.68,
2248,0.68,
2070,0.5,
2463,0.98,
2627,0.7,
3931,0.7,
3167,0.5,
2022,0.7,
3294,0.96,
2651,0.7,
2261,0.68,
3572,0.5,
3967,0.5,
2244,1.0,
3794,0.78,
2725,0.86,
3451,0.78,
2343,0.5,
2763,0.5,
2277,0.68,
3325,0.96,
3204,0.86,
3733,0.7,
3323,0.5,
3188,0.88,
3093,0.7,
2680,0.94,
2636,0.9,
2803,0.78,
2543,0.7,
3402,0.64,
3099,0.88,
2094,0.72,
3836,0.74,
2118,0.7,
3383,0.7,
2171,0.86,
3690,0.68,
2952,0.7,
3681,0.88,
3183,0.88,
2663,0.84,
3644,0.9,
2650,0.7,
3406,0.64,
2058,0.5,
2153,0.98,
2342,0.5,
3282,0.78,
2940,0.98,
3311,0.5,
3069,0.92,
2814,0.7,
3545,0.68,
3956,0.68,
2562,0.68,
2783,0.78,
3978,0.88,
3342,0.7,
3459,0.98,
2386,0.88,
3848,0.7,
3192,0.5,
3597,0.96,
2036,0.98,
3284,0.5,
3452,0.88,
3113,0.64,
3458,0.7,
3588,0.5,
3764,0.86,
2770,0.88,
2551,0.78,
3198,0.88,
3299,0.86,
3581,0.88,
2986,0.7,
3849,0.84,
3656,0.68,
3864,0.68,
2194,0.7,
2179,0.86,
2898,0.88,
2131,0.7,
3923,0.64,
2240,0.5,
3163,0.7,
3889,0.88,
2506,0.78,
3595,0.68,
2946,0.5,
3607,0.88,
2183,0.5,
3507,0.78,
2540,0.88,
2817,0.88,
2052,0.7,
2556,0.88,
2767,0.88,
2815,0.5,
3729,0.5,
3801,0.7,
2743,0.88,
3008,0.98,
2227,0.98,
3820,0.78,
2345,0.7,
2418,0.5,
3434,0.86,
3288,0.78,
3285,0.5,
3996,0.68,
2821,0.98,
2333,0.88,
3273,0.5,
2287,0.82,
2626,0.9,
3427,0.64,
2142,0.98,
3984,0.78,
3919,0.68,
2382,0.88,
3371,0.92,
2794,0.7,
3221,0.5,
2662,0.5,
3652,0.86,
3035,0.5,
3351,0.7,
3684,0.88,
2845,0.78,
3490,0.68,
2404,0.86,
3329,0.88,
2024,0.5,
3665,0.78,
2071,0.7,
3899,0.88,
3421,0.98,
2054,0.7,
3993,0.5,
2146,0.88,
2271,0.5,
3424,0.7,
3601,0.88,
3132,0.84,
2529,0.5,
3813,0.7,
2691,0.5,
3038,0.64,
3638,0.88,
3788,0.68,
2038,0.5,
3039,0.98,
2879,1.0,
3868,0.7,
2210,0.5,
2003,0.7,
3108,0.88,
2059,0.9,
3800,0.88,
2321,0.5,
2410,0.88,
2222,0.86,
2086,0.7,
2021,0.5,
3102,0.68,
2492,0.64,
2109,0.88,
2887,0.7,
2195,0.5,
3157,0.86,
2611,0.86,
2045,0.5,
2030,0.88,
3776,0.7,
2401,0.78,
3051,0.68,
2493,0.7,
3312,0.8,
3749,0.68,
3394,0.5,
2536,0.68,
3762,0.72,
3513,0.64,
3033,0.78,
2580,0.98,
2308,0.78,
2096,0.64,
3677,0.7,
3444,0.7,
3189,0.88,
3621,0.88,
3883,0.5,
3732,0.7,
3838,0.92,
2258,0.5,
2755,0.72,
2528,0.98,
2494,0.82,
