,senior-level_skill
3930,1.0
2548,0.0
3081,1.0
3995,1.0
2974,1.0
3829,1.0
2373,1.0
2214,1.0
2721,1.0
2220,1.0
3235,1.0
2805,1.0
3896,1.0
3041,1.0
2194,1.0
3556,1.0
2772,1.0
3613,1.0
3345,1.0
3366,1.0
2496,1.0
2067,1.0
3546,1.0
2595,1.0
3060,1.0
3145,1.0
3533,1.0
2397,1.0
2432,1.0
3920,1.0
3961,1.0
2465,1.0
2437,1.0
3406,1.0
2299,1.0
2162,1.0
2898,1.0
2724,1.0
2036,1.0
3122,1.0
3306,1.0
2684,1.0
3980,1.0
2790,1.0
3703,1.0
3242,1.0
2649,1.0
2677,0.0
3374,1.0
3957,1.0
2112,1.0
2948,1.0
2015,1.0
2690,1.0
2394,1.0
2640,1.0
2556,1.0
2327,1.0
3121,1.0
3850,1.0
3415,1.0
2656,1.0
2797,1.0
2266,0.0
2120,1.0
2618,1.0
3165,1.0
2438,1.0
2298,1.0
2485,1.0
2091,1.0
2178,1.0
3647,1.0
2301,1.0
2191,1.0
2070,1.0
3993,1.0
3962,1.0
2371,1.0
2406,1.0
3817,1.0
2008,1.0
2149,1.0
3175,1.0
3590,1.0
2479,1.0
2598,1.0
3789,1.0
2789,1.0
2882,1.0
3996,1.0
3579,1.0
3657,1.0
3344,1.0
2005,1.0
3754,1.0
2322,1.0
3588,1.0
2924,1.0
2580,1.0
3891,1.0
3228,1.0
3482,1.0
2685,1.0
3753,1.0
3084,1.0
2013,1.0
3285,1.0
2244,1.0
3386,1.0
2065,1.0
3727,1.0
3343,1.0
3798,1.0
3039,1.0
2310,1.0
2767,1.0
3071,1.0
3733,1.0
2274,1.0
2664,1.0
3688,1.0
2950,1.0
2404,1.0
2450,1.0
2958,1.0
2364,1.0
3922,1.0
2501,1.0
2577,1.0
2179,1.0
3174,1.0
2166,1.0
3116,1.0
2667,1.0
2622,1.0
3447,1.0
3076,1.0
2049,1.0
2802,1.0
3875,1.0
3155,1.0
3635,1.0
3091,1.0
2651,1.0
3262,1.0
3548,1.0
3826,1.0
3359,1.0
3908,1.0
3288,1.0
2430,1.0
2326,1.0
3747,1.0
2095,1.0
3883,1.0
2782,1.0
3297,1.0
3244,1.0
2762,1.0
3706,1.0
3547,1.0
2204,1.0
3710,1.0
2229,1.0
3695,1.0
3902,1.0
3599,1.0
2771,1.0
3651,1.0
2043,1.0
2362,1.0
3024,1.0
2533,1.0
2824,1.0
2564,1.0
2311,1.0
2819,1.0
3352,1.0
3139,1.0
3237,1.0
3508,1.0
3550,1.0
2987,1.0
3397,1.0
2449,1.0
2828,1.0
2928,1.0
3485,1.0
2431,0.0
2505,1.0
2369,1.0
3713,1.0
3311,1.0
3565,1.0
2286,1.0
2886,1.0
3887,1.0
3690,1.0
2889,1.0
