,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,1.0,0.0,0.9605113,1.0,2.0,3.0
2001,5.0,2.0,0.3584466,3.0,6.0,0.0
2002,4.0,1.0,0.3693415,7.0,2.0,4.0
2003,1.0,0.0,0.26659167,3.0,0.0,3.0
2004,0.0,3.0,0.631804,5.0,1.0,3.0
2005,1.0,1.0,0.30415845,8.0,1.0,3.0
2006,6.0,2.0,0.89265096,7.0,2.0,4.0
2007,1.0,2.0,0.26599836,5.0,2.0,9.0
2008,4.0,2.0,0.6848159,5.0,8.0,6.0
2009,3.0,3.0,0.9961238,5.0,8.0,1.0
2010,6.0,2.0,0.56862867,3.0,0.0,3.0
2011,8.0,1.0,0.20324421,4.0,1.0,4.0
2012,1.0,1.0,0.6475346,2.0,2.0,3.0
2013,3.0,0.0,0.32748926,5.0,1.0,6.0
2014,2.0,0.0,0.37563038,3.0,9.0,1.0
2015,2.0,1.0,0.6390166,3.0,1.0,5.0
2016,3.0,1.0,0.6487112,7.0,1.0,5.0
2017,3.0,2.0,0.533772,8.0,6.0,4.0
2018,10.0,0.0,0.6525676,3.0,2.0,8.0
2019,1.0,2.0,0.4064988,4.0,8.0,3.0
2020,3.0,1.0,0.13787782,0.0,2.0,4.0
2021,5.0,0.0,0.48991537,2.0,4.0,4.0
2022,0.0,1.0,0.78220975,9.0,5.0,5.0
2023,5.0,0.0,0.8739257,5.0,12.0,4.0
2024,2.0,3.0,0.7895373,2.0,1.0,7.0
2025,3.0,0.0,0.98120713,0.0,9.0,4.0
2026,1.0,2.0,0.69490373,2.0,5.0,0.0
2027,3.0,1.0,0.90854406,1.0,5.0,6.0
2028,1.0,0.0,0.4125756,1.0,3.0,2.0
2029,4.0,2.0,0.915804,2.0,2.0,0.0
2030,7.0,0.0,0.9293109,7.0,3.0,2.0
2031,1.0,1.0,0.35106492,5.0,7.0,9.0
2032,2.0,1.0,0.35520744,9.0,2.0,8.0
2033,4.0,1.0,0.5784501,2.0,0.0,2.0
2034,2.0,1.0,0.9743459,2.0,1.0,4.0
2035,3.0,1.0,0.8461393,6.0,29.0,5.0
2036,6.0,1.0,0.08124983,3.0,4.0,1.0
2037,5.0,2.0,0.7696221,4.0,2.0,2.0
2038,2.0,0.0,0.57488656,4.0,4.0,1.0
2039,4.0,2.0,0.83672297,5.0,2.0,2.0
2040,3.0,1.0,0.035092473,4.0,3.0,2.0
2041,2.0,0.0,0.81435955,2.0,9.0,2.0
2042,3.0,0.0,0.9021646,6.0,4.0,6.0
2043,2.0,0.0,0.5268041,4.0,3.0,4.0
2044,1.0,1.0,0.4806205,3.0,1.0,6.0
2045,1.0,2.0,0.601033,3.0,4.0,5.0
2046,4.0,2.0,0.4981736,4.0,2.0,9.0
2047,1.0,0.0,0.039224982,3.0,2.0,3.0
2048,2.0,0.0,0.81495106,1.0,5.0,3.0
2049,1.0,0.0,0.18302727,3.0,4.0,3.0
2050,2.0,0.0,0.5862614,3.0,0.0,8.0
2051,4.0,2.0,0.6983007,6.0,4.0,4.0
2052,3.0,2.0,0.025510788,8.0,5.0,7.0
2053,5.0,1.0,0.81644523,2.0,1.0,4.0
2054,7.0,0.0,0.18668222,4.0,4.0,0.0
2055,6.0,2.0,0.17345047,3.0,2.0,9.0
2056,3.0,2.0,0.35714495,5.0,2.0,2.0
2057,1.0,2.0,0.6000278,5.0,2.0,8.0
2058,2.0,0.0,0.7551117,2.0,10.0,4.0
2059,3.0,2.0,0.5026127,2.0,4.0,5.0
