,senior-level_skill
3893,0.0
2694,0.0
2339,0.0
2554,0.0
2877,0.0
2198,0.0
2661,0.0
3349,0.0
2931,0.0
3768,0.0
2069,0.0
3450,0.0
2652,0.0
2525,0.0
2508,0.0
3105,0.0
2465,0.0
3971,0.0
3365,0.0
3693,0.0
3118,0.0
2054,0.0
3745,0.0
2721,0.0
2617,0.0
2817,0.0
3917,0.0
2232,0.0
2677,0.0
2632,0.0
3134,0.0
3892,0.0
3877,0.0
2823,0.0
2206,0.0
2616,0.0
3625,0.0
2454,0.0
3881,0.0
2609,0.0
2100,0.0
3703,0.0
3596,0.0
2418,0.0
2680,0.0
3308,0.0
2047,0.0
3689,0.0
2448,0.0
3388,0.0
3812,0.0
2306,0.0
2967,0.0
2151,0.0
2893,0.0
3054,0.0
2113,0.0
2211,0.0
2284,0.0
2919,0.0
3792,0.0
2713,0.0
2162,0.0
3872,0.0
2758,0.0
2855,0.0
2319,0.0
3690,0.0
3170,0.0
3613,0.0
3030,0.0
3336,0.0
2077,0.0
3845,0.0
3467,0.0
2513,0.0
3142,0.0
2604,0.0
3213,0.0
2573,0.0
2832,0.0
3229,0.0
2111,0.0
3266,0.0
2622,0.0
2885,0.0
2136,0.0
2756,0.0
2491,0.0
3217,0.0
2244,0.0
2895,0.0
2800,0.0
2712,0.0
3874,0.0
3901,0.0
2393,0.0
3981,0.0
3494,0.0
2346,0.0
3739,0.0
2658,0.0
3699,0.0
3599,0.0
3960,0.0
2993,0.0
3520,0.0
3177,0.0
2473,0.0
2531,0.0
2760,0.0
3012,0.0
3929,0.0
3806,0.0
3940,0.0
2320,0.0
3821,0.0
2361,0.0
3301,0.0
2365,0.0
3126,0.0
2650,0.0
2250,0.0
2183,0.0
2770,0.0
2996,0.0
2323,0.0
2596,0.0
3104,0.0
2537,0.0
3416,0.0
2370,0.0
3436,0.0
2440,0.0
3043,0.0
2497,0.0
2107,0.0
3598,0.0
2649,0.0
3413,0.0
3390,0.0
2179,0.0
2757,0.0
2156,0.0
2209,0.0
2161,0.0
2457,0.0
3750,0.0
3735,0.0
3458,0.0
3552,0.0
2246,0.0
3607,0.0
3013,0.0
3759,0.0
3357,0.0
3692,1.0
3663,0.0
2815,0.0
3283,0.0
3844,0.0
2090,0.0
2636,0.0
2496,0.0
3448,0.0
3083,0.0
3337,0.0
2716,0.0
2751,0.0
2644,0.0
3011,0.0
2672,0.0
2434,0.0
2221,0.0
3063,0.0
3433,0.0
2502,0.0
2239,0.0
2274,0.0
2402,0.0
3631,0.0
2602,0.0
3008,0.0
2962,0.0
3370,0.0
2600,0.0
2114,0.0
3675,0.0
3218,0.0
2719,0.0
3930,0.0
2813,0.0
2740,0.0
3657,0.0
3588,0.0
3497,0.0
2555,0.0
2196,0.0
2601,0.0
2385,0.0
