,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.9,0.9,0.945,0.0,0.945,0.945,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.945,10.275
1,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.666,0.11173599999999999
2,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.639,0.10475899999999999
3,1.0,0.9,0.9,0.945,0.0,0.945,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.945,10.1
4,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.646,0.110275
5,1.0,0.9,0.9,0.98,0.005,0.98,0.98,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.9800000000000001,10.05
6,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.5619999999999999,0.0986995
7,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.5589999999999999,0.097185
8,1.0,0.9,0.9,0.975,0.005,0.975,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.975,10.425
9,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,0.5569999999999999,0.10584500000000001
10,1.0,0.9,0.9,0.945,0.005,0.945,0.945,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.943,10.45
11,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.589,0.1019135
12,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.583,0.097844
13,1.0,0.9,0.9,0.96,0.0,0.96,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.958,11.425
14,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,2,,0.5860000000000001,0.09830100000000001
