r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.8489000000000001,0.0025,0.45995680000000005,0.0,0.0,0.0,0.0,,0.17239969708661196,0.00485912657903775,0.30880317254291073
individualized,acceptance,0.85,0.85,1.0,1.0,,0.7089000000000001,0.003,0.42553415,0.0,0.0,0.0,0.0,,0.1941038954328898,0.0034960294939005055,0.2832166805395405
individualized,acceptance,0.9,0.9,1.0,1.0,,0.7584,0.007000000000000001,0.38981535,0.0,0.0,0.0,0.0,,0.268335279496048,0.006324555320336759,0.28551303753789226
individualized,acceptance,0.95,0.95,1.0,1.0,,0.673,0.0085,0.3889283,1.1702778228589004e-16,1.1702778228589004e-16,0.0,0.0,,0.24827090938014554,0.008834905520465714,0.2959653116264172
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.8371000000000001,0.0015,0.45988495,0.0,0.0,0.0,0.0,,0.17417261552838895,0.0033747427885527648,0.30964643132858
subpopulation,acceptance,0.85,0.85,1.0,1.0,,0.7028,0.0035000000000000005,0.42446555,0.0,0.0,0.0,0.0,,0.1933653996395885,0.0041163630117428225,0.2904351701331077
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.7684,0.006500000000000001,0.39481960000000005,0.0,0.0,0.0,0.0,,0.2630826655043788,0.006258327785172863,0.2940691839830099
subpopulation,acceptance,0.95,0.95,1.0,1.0,,0.6759000000000001,0.0095,11.1606219195243,1.1702778228589004e-16,1.1702778228589004e-16,0.0,0.0,,0.24318326422679665,0.009559753599799992,0.30712332108080365
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.849,0.0025,0.45947650000000007,0.0,0.0,0.0,0.0,,0.17266087506374392,0.0035355339059327377,0.3084694089363734
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.705,0.003,0.4189007,0.0,0.0,0.0,0.0,,0.1998388239445868,0.0034960294939005055,0.2826561271274299
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.7592,0.0055,0.38578625000000005,0.0,0.0,0.0,0.0,,0.2684286787129042,0.004972144630058766,0.2841229842269258
individualized,counterfactual,0.95,0.95,1.0,1.0,,0.6752,0.005,10.804072382112583,1.1702778228589004e-16,1.1702778228589004e-16,0.0,0.0,,0.25091778201899784,0.003333333333333333,0.2895725619009892
individualized,improvement,0.75,0.75,0.9964999999999999,0.9181596619460942,0.924205065732704,0.9072445459621339,0.924205065732704,9.578501218212274,0.0,0.0,0.004116363011742827,0.025978335684098693,0.014862758427569624,0.02306166600080215,0.014862758427569624,0.21926731155789797
individualized,improvement,0.85,0.85,0.9959999999999999,0.9200589113078081,0.9372188097849655,0.9185519424533837,0.9372188097849655,9.703278065454175,0.0,0.0,0.006146362971528597,0.03797535901073737,0.022164066851743203,0.022359604624765765,0.022164066851743203,0.2130411572846211
individualized,improvement,0.9,0.9,0.9984999999999999,0.9674522613065326,0.9659522613065328,0.9657517587939699,0.9654522613065326,10.578492462311557,0.0,0.0,0.002415229457698242,0.011137820616872183,0.012436610367429948,0.013063538983488669,0.011897927503686054,0.3445082432224826
individualized,improvement,0.95,0.95,0.9964999999999999,0.9884620054587658,0.9889645180215799,0.9877625079713287,0.9889645180215799,0.38797800000000005,1.1702778228589004e-16,1.1702778228589004e-16,0.006258327785172869,0.004111657673606795,0.00393455739296092,0.0036598487924251275,0.00393455739296092,0.292716896982866
subpopulation,improvement,0.75,0.75,0.9964999999999999,0.9100757136196446,,0.9020897218049008,0.9207792571102937,9.342362456612962,0.0,0.0,0.00944281031614354,0.01870633444989244,,0.019174483828276197,0.015151944683908864,0.35337934433001283
subpopulation,improvement,0.85,0.85,0.9984999999999999,0.9233411248159993,,0.9237865590579158,0.942406730622811,9.749799248769097,0.0,0.0,0.003374742788552768,0.02603520081806097,,0.024524447749901476,0.017064637924451842,0.21674754304577137
subpopulation,improvement,0.9,0.9,0.9955,0.9688689137375335,,0.9674653961495938,0.9683689137375335,10.507703858599772,0.0,0.0,0.004972144630058771,0.01222237024632119,,0.014214485583300854,0.013361111470870053,0.26186303895149976
subpopulation,improvement,0.95,0.95,0.998,0.9804546469722348,,0.9804546469722348,0.9804546469722348,0.38763655,1.1702778228589004e-16,1.1702778228589004e-16,0.003496029493900508,0.006014262533020573,,0.006014262533020573,0.006014262533020573,0.28953286182702515
