,u_x1,u_x2,u_x3,u_y,u_x4,u_x5
2000,-1.8648493,-0.022317247,0.7370543,0.47846115,1.847476,-0.15954678
2001,0.6157101,0.11388769,-1.5125331,0.65750706,-0.59751076,-0.16860373
2002,2.3604302,0.071912915,1.2750423,0.8198893,-0.20216797,0.24956015
2003,0.12034388,-0.0080158105,-0.48215088,0.78356695,-0.5374912,0.1552432
2004,-1.7580905,-0.034073655,0.52043396,0.36398458,0.26345083,-0.0016707656
2005,1.9308196,0.26053038,0.90943414,0.5051757,-0.861136,-0.20057221
2006,0.035247326,-0.12490447,0.8367832,0.20836055,1.227636,-0.025004137
2007,0.20332569,0.06427782,1.3131741,0.5855862,-1.0285494,-0.15077257
2008,0.5223297,-0.06894539,-0.41461417,0.7525743,-1.0024809,0.115136124
2009,-0.5591877,-0.18768068,0.33835375,0.46383297,1.8486677,0.041655224
2010,1.039834,0.013548394,-0.5293109,0.062379003,0.018768448,-0.11029086
2011,-1.1889219,0.0667321,-0.40877637,0.8894063,0.54402226,0.06497901
2012,-0.377941,-0.12477942,-0.09229079,0.31614769,-0.06351534,-0.02692982
2013,-0.30153197,-0.0063024308,-0.13151169,0.4589411,0.82610714,0.017671006
2014,-0.13684186,0.11498232,-0.42146617,0.8846514,-0.050313823,-0.029404998
2015,-1.6707829,0.012232611,-0.43969017,0.647153,-0.6046987,-0.12648462
2016,-0.79262346,0.070670985,-1.5090492,0.027288675,0.5793867,0.13888973
2017,-0.92564845,0.036745053,1.390478,0.16928947,-0.7512264,-0.043355893
2018,-1.4571098,0.017630609,0.5160628,0.14992845,-1.8190346,0.040534236
2019,0.9584706,0.010536116,2.2652395,0.8976215,-0.40453395,-0.030859683
2020,1.3465868,-0.11867988,-0.43827233,0.14662004,1.297092,-0.14364742
2021,0.7314748,-0.12704445,-1.1854348,0.4333372,-0.36541444,0.07843174
2022,1.2526371,-0.14304507,0.7848882,0.53872395,-0.9733347,0.037344772
2023,-2.0852067,0.017779645,0.34533113,0.01335907,-1.1727097,0.18909417
2024,1.3066417,-0.124750376,0.2792036,0.9783335,0.3851567,0.1630227
2025,-0.3686277,-0.01699831,0.925813,0.13838482,0.5840115,-0.020401958
2026,-0.08001151,-0.13177395,-0.5234199,0.50068164,-0.54033756,0.030059446
2027,0.70734143,-0.04223425,-1.5759389,0.14294446,-0.88539386,-0.049001496
2028,-1.2724327,-0.17851178,2.5698514,0.8073821,1.1140838,0.013252072
2029,0.5811303,-0.03148314,-0.8893124,0.24891865,0.85312724,-0.032967113
2030,-0.27601406,0.02873194,-0.24433222,0.53548515,0.7454877,-0.19139133
2031,-0.5011317,0.095709495,1.0261898,0.8417288,-0.01534788,0.07727409
2032,0.7840036,-0.0021511067,-1.4051065,0.68021667,0.39952916,-0.025949595
2033,0.8459829,-0.12617344,1.394929,0.41827583,0.7110376,-0.15171933
2034,-0.6491881,-0.16609459,-0.2542889,0.14589286,0.5384487,0.031557612
2035,-0.5252717,0.009359911,0.549798,0.26608467,-0.36722755,-0.012463057
2036,1.0479084,0.012182275,-0.6110697,0.45390713,0.5658389,0.031156642
2037,-0.20119244,0.024287183,1.0497041,0.41219556,0.8888677,0.04551495
2038,1.1437429,0.070560955,0.27627465,0.10953069,0.064503,-0.16245796
2039,0.9688082,-0.024601385,-0.42155856,0.17649543,1.054252,0.023605166
2040,0.22006305,-0.2953007,-0.07159277,0.39887822,0.43486106,-0.11488028
2041,-0.6831733,0.025415514,-0.98916614,0.8718978,-0.13829012,0.05981047
2042,0.5297803,-0.029251644,0.09983486,0.8838557,-0.047334693,0.015670722
2043,0.61917645,-0.075751804,-2.067523,0.36155283,-1.6773149,0.17763183
2044,-1.1649733,0.0027186477,-0.3750853,0.9608456,-0.967393,0.17759898
2045,-0.6706304,-0.0038306706,-0.77092016,0.9318241,-1.6732216,0.07007727
2046,1.2954278,0.16746172,-0.45062035,0.169106,-1.106237,0.04084972
2047,1.453464,0.08593085,-0.7740354,0.839391,1.6126809,-0.08727275
2048,1.1410567,-0.17697561,-0.09654869,0.89331925,0.5169659,0.029257556
2049,2.2485662,0.03521397,0.15807137,0.6881621,0.6907625,-0.10415932
2050,1.3265007,-0.013372916,0.6605892,0.8053689,0.77129126,0.0029831154
2051,0.5752144,0.009396136,0.64777124,0.25326717,-0.944294,0.12156253
2052,-1.3372825,0.05474299,-0.53292775,0.06082046,-1.9948373,-0.012079402
2053,-0.65042406,0.05397535,-0.7680062,0.6279057,-0.08905691,-0.058374267
2054,-0.28958327,0.08944501,1.1087533,0.24925148,0.6615031,0.025384745
2055,-1.9641131,-0.048817135,-1.3603598,0.5847899,-0.6645679,-0.042938203
2056,0.5001158,0.048254948,0.17701903,0.173226,-0.1740502,0.18444501
2057,-0.59467447,0.026837913,1.5041053,0.07834399,0.26800498,0.122398876
2058,0.7637602,-0.07037444,-1.5821605,0.83487964,-0.4280491,-0.02965161
2059,-0.90311754,-0.090615205,-0.46305674,0.077420354,0.83671576,0.19458489
2060,-0.19466709,0.048706267,-0.0054347697,0.10866463,1.4981055,0.15868385
2061,0.86076176,-0.009206182,-1.2706956,0.009359479,0.19662908,0.07117153
2062,-0.08819474,-0.25698638,0.41657412,0.5140693,-1.5785125,0.09027239
2063,1.4558725,-0.014122521,-0.5140748,0.4739107,0.2558415,-0.03771902
2064,0.4446754,0.08981424,0.68594736,0.83214617,-0.53564334,-0.054399263
2065,-0.8008222,0.089295425,0.7759844,0.6609353,0.7981969,0.045797862
2066,0.5996585,-0.017519707,-0.732731,0.7322624,-0.8558036,0.0018600187
2067,0.4172941,-0.083942495,0.05572921,0.4910741,-1.7907298,-0.0781404
2068,2.2266865,-0.019466737,-0.3468627,0.10747719,0.10284589,0.24120438
2069,-2.8470283,0.13856083,-0.46862587,0.6858039,-0.026645277,-0.10743884
2070,-0.23342007,-0.12859203,0.6897535,0.51585627,1.0152383,-0.011447745
2071,-1.0468216,0.0983797,-1.5528563,0.70313096,0.8631108,-0.047972023
2072,-0.6946937,0.016569052,-0.053256597,0.07204878,-0.64095795,-0.023111494
2073,-0.46547,0.14092988,-0.3895918,0.36324954,-0.64303595,0.07683303
2074,0.3370229,-0.11983099,-0.07583308,0.18702793,0.49051917,0.16242628
2075,-0.35535496,-0.020325355,0.12030686,0.17553103,1.3927813,-0.17745619
2076,0.7151531,-0.07625442,-0.25848734,0.31226516,0.52321726,-0.07248426
2077,2.011878,-0.05237942,-0.38849986,0.33395708,0.57988083,-0.057070106
2078,-1.2858528,0.12420914,-0.42943448,0.9901037,0.13125414,-0.057978988
2079,1.5386351,-0.09228011,-0.17053123,0.309559,0.03455904,0.15934592
2080,-2.2000415,-0.01536649,-0.14629802,0.09876096,0.06654289,-0.0953538
2081,-0.47990462,0.097774826,0.20270158,0.14742124,0.31388563,-0.19035141
2082,-0.11745447,-0.23342057,-0.21743304,0.011505365,-0.13586618,-0.03584562
2083,0.0063839667,-0.10869592,-0.228673,0.2159599,-0.7288165,-0.0026076436
2084,-0.26814574,-0.0786943,-0.19998051,0.20237327,-1.6485231,-0.04783327
2085,-0.2604569,-0.121695116,0.49405316,0.46929264,0.23747666,0.04161987
2086,-0.48920912,0.08863811,-1.1685416,0.52438915,1.8724575,-0.11507165
2087,-0.022050552,-0.049236737,0.87352824,0.3659618,1.1585056,-0.117096715
2088,-1.4438587,-0.1481101,0.08311738,0.19615233,0.8141766,0.030342177
2089,0.48729584,0.0761229,1.025609,0.37910664,-1.0057305,-0.090763204
2090,-0.36652058,-0.13148807,0.43359622,0.9364351,0.5057394,0.02807869
2091,0.8339575,0.08889385,0.2439245,0.61363304,0.98821646,0.2520905
2092,0.9074365,-0.054272015,-0.55191886,0.5285796,-0.32703376,0.059754994
2093,-1.0521376,0.08115119,-0.8984393,0.41545463,0.5062033,-0.117665984
2094,-2.058534,0.035264175,-0.3570233,0.87537587,-1.0532824,-0.118372
2095,-1.4203153,-0.14996174,-1.2232258,0.7141073,0.20635031,-0.08954913
2096,0.116617,0.085251555,-1.1403296,0.7273799,1.9378927,0.096651606
2097,0.6831799,0.071194656,-0.7408284,0.20050871,-0.37797374,0.05441446
2098,-0.12394309,-0.06869571,-0.333324,0.19983697,-0.5350471,0.16731751
2099,-1.1094302,0.056945752,-0.3279455,0.86651325,1.553273,0.16623855
2100,-0.3498355,0.11221997,1.8893976,0.22018123,-0.34136078,-0.13479623
2101,-0.4940148,-0.039578956,-1.7006795,0.46792352,0.18818785,0.0668968
2102,-0.4418283,0.1552084,-0.4468933,0.20667458,0.88435054,-0.09731399
2103,1.3513125,0.076834075,0.43020278,0.45191956,-0.089387216,-0.059563506
2104,-0.64987,-0.034970876,-0.9686871,0.6193088,-0.97665787,0.08076648
2105,0.6443948,0.1248815,0.06669503,0.90012026,-0.21892849,-0.17598788
2106,-0.7261882,0.052093048,-0.5296484,0.53994215,-0.44596604,-0.09519356
2107,-0.6997392,0.07045804,0.26628566,0.28203404,0.3377656,0.008202029
2108,0.31624076,0.02608249,-0.8089226,0.008065939,-0.6380204,0.09598054
2109,-0.5702123,-0.07316617,0.24352126,0.57151246,1.3449497,0.13875377
2110,0.28921825,0.005682071,0.03750337,0.7184942,-1.2179241,0.026033802
2111,0.34895962,0.05869564,0.23090303,0.9123225,-0.7354413,0.07531958
2112,1.2299055,0.023569312,-0.039891925,0.7811533,0.9190468,0.11569607
2113,-0.9930971,-0.04048839,-0.0090800915,0.3836583,0.6933351,0.030963883
2114,0.36025116,0.111850105,-0.016135052,0.66856897,-0.08285458,0.09127327
2115,1.4323924,0.05142745,-0.47015145,0.4260825,1.2701663,-0.13354865
2116,-0.061892588,0.08446174,-2.908215,0.24774837,-0.44239005,-0.013842829
2117,-0.13005179,0.05604307,0.7340231,0.6484817,0.8564186,-0.030808667
2118,-0.36174935,0.04599348,-0.48534027,0.23220563,-1.2243038,-0.01406382
2119,1.1333066,-0.012932859,-1.0100217,0.28677535,0.08242716,0.024106354
2120,1.2443308,-0.09646783,2.107537,0.87631845,-0.25141877,-0.020696284
2121,-1.3135554,-0.11055354,0.6873848,0.057725668,-0.03926303,0.099226944
2122,-0.5408705,0.060591485,-0.7666509,0.9690962,0.08976599,-0.014494295
2123,0.6159077,-0.030386845,-0.32443547,0.3398881,-1.0149443,-0.15962116
2124,0.34301034,0.006669233,-0.10566479,0.19494402,0.17950492,-0.0149765285
2125,0.20818946,0.026171073,-1.2266097,0.31908274,0.5122357,-0.080686495
2126,0.4858811,0.09041691,0.9394586,0.52653897,-0.4884097,0.007934979
2127,0.58269054,-0.04069079,1.4436339,0.019017816,0.4586597,-0.11306609
2128,-0.25405592,0.15805532,-0.6452488,0.23418057,0.4522219,0.011069012
2129,-0.008693113,0.033763845,-0.61747634,0.2446357,-0.27963996,-0.013552028
2130,0.22890627,-0.06585897,-1.319523,0.03841734,0.75128216,0.012087513
2131,-1.3889605,-0.012114287,0.88494617,0.11122239,-1.2865497,0.021755097
2132,0.86209345,-0.0841515,-0.2854298,0.54381526,-0.02565736,0.052000422
2133,-0.8073454,0.16307272,2.0798097,0.3910457,0.8956936,0.043618508
2134,-1.7753748,-0.036356613,0.2881416,0.48356605,2.3426452,-0.0054946467
2135,0.6609896,0.01777682,-0.4345886,0.5795133,2.589559,0.01383651
2136,0.21159604,-0.1502782,2.908635,0.35077202,1.2749836,-0.024730733
2137,-0.7785994,-0.07060989,-1.2526913,0.096612096,0.67850435,0.13970858
2138,2.3402407,-0.081292346,-0.43725714,0.919878,-0.058637388,-0.015237244
2139,0.059328996,0.047927182,0.21055473,0.4426844,-0.12434269,0.013292528
2140,0.6309361,-0.097904764,-0.58602494,0.9904591,-2.382066,0.0936089
2141,0.7933284,0.017504854,3.2786553,0.9279995,1.617043,0.026823852
2142,-0.66339254,-0.035462238,1.157401,0.5041764,-0.3191543,-0.060894724
2143,1.0899128,0.08385622,-2.235803,0.38345933,-1.2601384,0.004357248
2144,-0.13787772,-0.15299714,1.6018556,0.14777458,0.49726596,0.11426939
2145,0.06604517,0.009502839,-1.5903988,0.19319296,0.70083344,0.08809181
2146,-0.006182413,-0.042983722,2.4605088,0.8708676,0.3196167,-0.057276305
2147,0.47450098,-0.032217395,-0.008889739,0.35355508,-0.49655476,-0.028945116
2148,-1.9091035,0.020908117,2.0069125,0.8661859,-0.10356132,-0.0013945996
2149,0.6319541,0.053361107,-1.0944737,0.34479094,0.69183415,0.11800825
2150,-0.37604278,0.018239839,-1.1529905,0.12563503,-0.13262305,0.031355947
2151,0.91233754,0.21606234,-1.0505118,0.8480451,-0.9821488,0.007275384
2152,-0.25389946,-0.09667414,-0.53664005,0.2732402,1.0478278,0.058562394
2153,0.164421,-0.04137416,0.3007867,0.16133106,-0.14235707,0.08456638
2154,0.22254528,-0.06360343,1.0706385,0.34933746,-2.3218224,-0.012375098
2155,-0.5846089,-0.001065611,-0.5700337,0.76194406,-0.2668769,0.11524606
2156,-0.8098929,-0.19328539,-0.2001482,0.47025728,1.4345713,0.07580566
2157,0.73497206,0.09208702,0.063596636,0.51711726,0.88250566,0.08093893
2158,-1.141042,0.011767245,-1.1044086,0.38872588,-1.0445075,-0.019909045
2159,0.45708114,-0.01389267,0.11810635,0.3878225,-0.12695453,-0.013788737
2160,0.3057893,-0.2149295,-1.7175788,0.6778252,0.004738077,0.024925018
2161,0.72127,0.04308139,-0.8974098,0.9968207,-2.2834232,-0.11118027
2162,0.86418724,0.017717354,-0.49782518,0.3228395,-0.08577478,-0.17601039
2163,-0.18057376,-0.16203861,-1.2171848,0.22223556,-0.19661641,-0.009395821
2164,0.5304316,-0.09634823,-0.31170928,0.5280628,-1.1179329,-0.045007568
2165,-0.778122,0.22990608,1.9511383,0.16926038,0.64788187,0.09822512
2166,0.21068121,-0.14042138,-0.4288745,0.15680921,1.672393,-0.024338108
2167,-0.8959738,0.08498287,-1.9870313,0.939219,-0.2675427,0.13111931
2168,-0.2128572,0.059951223,-0.37455314,0.3948213,-0.5354036,0.30722553
2169,0.7848828,0.027617285,0.1697392,0.0010511875,0.10012647,0.14150134
2170,0.46933252,0.03338059,0.96074396,0.38831842,-0.811694,-0.0046544056
2171,0.8883062,-0.027181655,-1.7267258,0.010900617,0.2760698,0.01763173
2172,0.100068204,-0.1449747,-0.36670944,0.9957397,0.92153305,0.13079038
2173,-0.5764532,-0.03829668,-1.0039933,0.43342912,-0.93888074,-0.10767233
2174,1.1267633,0.078593485,-0.16585666,0.6051773,-1.0596521,-0.02522636
2175,-0.91949475,0.06390732,0.334362,0.5416175,2.243648,0.001753026
2176,0.96181357,-0.010984669,-0.76614463,0.28553975,-0.4030391,-0.049618643
