,h_post,h_post_individualized
3509,0.74,
2207,0.7,
3178,0.7,
3725,0.74,
3550,0.5,
3273,0.74,
3641,0.74,
2084,0.7,
2433,0.74,
3622,0.7,
2782,0.74,
2095,0.7,
2430,0.74,
3694,0.92,
3764,0.74,
2246,0.74,
2189,0.64,
2681,0.74,
3479,0.66,
2131,0.7,
3925,0.9,
3511,0.74,
2209,0.74,
3463,0.64,
2170,0.7,
3189,0.7,
3434,0.7,
2132,0.52,
3802,0.7,
3279,0.92,
2908,0.74,
2874,0.74,
2997,0.7,
2613,0.9,
3554,0.74,
2021,0.7,
2346,1.0,
3729,0.7,
2386,0.92,
3061,0.64,
3973,0.74,
2731,0.68,
2032,0.7,
2337,1.0,
2814,0.74,
3854,0.6,
2007,0.7,
3539,0.7,
3354,0.92,
2943,0.92,
2820,0.56,
3999,0.7,
3736,0.92,
2598,0.74,
3093,0.74,
3012,0.92,
2813,0.66,
3337,0.74,
3347,0.52,
3181,0.74,
3939,0.5,
2083,0.74,
3403,0.74,
3865,0.74,
2377,0.74,
3638,0.8,
2123,0.7,
2355,0.78,
3814,0.92,
3397,0.7,
3667,0.74,
3562,1.0,
2949,0.74,
3457,0.74,
3943,0.7,
3335,0.7,
2147,0.68,
3772,0.74,
3002,0.7,
2287,1.0,
3331,0.74,
3472,0.7,
3039,0.7,
2455,0.74,
3932,0.6,
2521,0.74,
3272,0.72,
3791,0.74,
2284,0.92,
2061,0.92,
3755,0.74,
3660,1.0,
2251,0.5,
3672,1.0,
2727,0.7,
3940,0.7,
2024,0.74,
2109,0.7,
3560,0.84,
3009,0.7,
3996,0.92,
3069,0.72,
2111,0.74,
2219,0.84,
2051,0.74,
3903,1.0,
3525,0.92,
3077,0.92,
2609,0.92,
2656,0.74,
2314,0.92,
2106,0.92,
2064,0.74,
3746,0.7,
2182,0.74,
3371,0.9,
3830,1.0,
2129,0.74,
3231,0.92,
2750,1.0,
3559,0.8,
2937,0.74,
2629,0.9,
3594,0.7,
3292,0.74,
2955,0.74,
2947,0.74,
2267,0.94,
3286,1.0,
3300,0.5,
3867,1.0,
2963,0.7,
2764,0.9,
3835,0.86,
3810,0.92,
2420,0.7,
2008,0.92,
2490,0.92,
2406,0.74,
2969,0.7,
3168,0.84,
2426,1.0,
3118,0.74,
3916,1.0,
3508,0.92,
2570,0.74,
3787,0.7,
2734,0.92,
3256,0.68,
3718,1.0,
2689,0.68,
2196,0.8,
2441,0.68,
3962,0.74,
3328,0.6,
2075,0.9,
3705,0.92,
2156,0.7,
3906,0.74,
2646,0.74,
3566,0.5,
3742,0.7,
2900,0.6,
3731,0.5,
3717,0.74,
2260,0.86,
3364,0.64,
3326,0.92,
3665,0.74,
2549,0.7,
2531,0.72,
3693,1.0,
3920,0.74,
2795,0.74,
2442,0.92,
2094,0.7,
2158,0.74,
2713,0.5,
3453,0.74,
2252,0.7,
2321,0.86,
2432,0.64,
2837,0.74,
3052,0.7,
3450,0.92,
3743,0.7,
3954,0.7,
3164,1.0,
3107,0.92,
2310,1.0,
3428,0.64,
2710,0.92,
3236,0.7,
2954,0.7,
2273,0.74,
3506,0.74,
3534,0.74,
2994,0.74,
3581,0.52,
2634,0.92,
