,senior-level_skill
2323,1.0
3990,1.0
2917,1.0
3238,1.0
2809,1.0
3435,1.0
3579,1.0
2810,1.0
3389,1.0
3366,1.0
2860,1.0
3519,1.0
3414,1.0
2120,1.0
3748,1.0
3522,1.0
3228,1.0
3991,1.0
3586,1.0
3213,1.0
3817,1.0
2341,1.0
2491,1.0
3826,1.0
3474,1.0
3950,1.0
3273,1.0
3250,1.0
3295,1.0
3477,1.0
3247,1.0
2656,1.0
2763,1.0
3019,1.0
3416,0.0
3470,1.0
2079,1.0
3392,1.0
2055,1.0
3446,1.0
3337,1.0
2921,1.0
3624,0.0
2280,1.0
3659,1.0
2000,1.0
2692,1.0
2911,1.0
2597,1.0
2302,1.0
2321,1.0
3454,0.0
3271,1.0
2044,1.0
2112,1.0
3242,1.0
3583,1.0
3480,1.0
3367,1.0
2517,1.0
2735,1.0
2848,1.0
2342,1.0
3177,1.0
2869,1.0
2132,1.0
2214,1.0
2932,1.0
3901,1.0
2298,1.0
2263,1.0
2707,0.0
3686,1.0
2856,1.0
2141,0.0
3724,1.0
2372,1.0
2788,1.0
3088,1.0
3878,1.0
2992,1.0
2988,1.0
2113,1.0
2439,1.0
3616,1.0
2806,1.0
3092,1.0
2657,1.0
2146,0.0
2288,1.0
3949,1.0
2832,1.0
3023,1.0
3234,1.0
2678,1.0
3727,1.0
2124,1.0
2840,0.0
3502,1.0
2085,1.0
3051,1.0
2352,1.0
3230,1.0
3917,1.0
3315,1.0
3641,1.0
2240,1.0
3629,1.0
2470,1.0
3458,1.0
3383,1.0
2612,1.0
3768,1.0
3967,1.0
3241,1.0
2659,1.0
3792,1.0
2862,1.0
2584,1.0
2729,1.0
2260,1.0
3040,1.0
3157,1.0
3285,1.0
2934,1.0
3932,1.0
2169,1.0
3970,1.0
3415,1.0
3471,1.0
3116,1.0
3694,1.0
2467,1.0
2609,1.0
2425,1.0
3484,1.0
3200,1.0
3931,1.0
2413,1.0
3823,0.0
2990,1.0
3958,1.0
2181,1.0
2410,1.0
3795,1.0
2127,1.0
2182,1.0
2312,1.0
3929,1.0
2490,1.0
3216,1.0
3404,1.0
2126,1.0
3409,1.0
3249,1.0
3635,1.0
2571,1.0
3992,0.0
3705,1.0
2447,1.0
3783,1.0
3098,1.0
3478,1.0
2317,1.0
2270,1.0
2993,1.0
3316,1.0
3726,1.0
2210,1.0
2086,1.0
3412,1.0
2284,1.0
3617,1.0
2398,1.0
2516,1.0
2561,1.0
2287,1.0
3944,1.0
2687,1.0
2905,1.0
2081,1.0
2478,1.0
2849,1.0
3403,0.0
2371,1.0
2339,1.0
3483,1.0
3563,1.0
2888,1.0
3900,1.0
3510,1.0
2355,1.0
3933,1.0
2397,1.0
3994,1.0
2822,1.0
3682,1.0
2851,0.0
2088,1.0
2152,1.0
