,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.8500000238418579,0.14000000059604645,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.4809268899981198, 0.6475158944260063, 1.3650669483029598], [0.029127194237649826]]",0.9719999432563782,2.2495000000000003
1,1.0,0.85,0.85,0.41499999165534973,0.125,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.4809268899981198, 0.6475158944260063, 1.3650669483029598], [0.029127194237649826]]",0.5870000123977661,4.266
2,1.0,0.85,0.85,0.8700000047683716,0.10499999672174454,0.975,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.4809268899981198, 0.6475158944260063, 1.3650669483029598], [0.029127194237649826]]",0.9529999494552612,2.5575
3,1.0,0.85,0.85,0.33000001311302185,0.0949999988079071,0.96,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.4809268899981198, 0.6475158944260063, 1.3650669483029598], [0.029127194237649826]]",0.5230000019073486,4.2075
4,1.0,0.85,0.85,0.8199999928474426,0.15000000596046448,0.965,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.2284346462495746, 0.0031063229533796906, 1.8273038395680863], [0.049480115254732275]]",0.8969999551773071,2.0295
5,1.0,0.85,0.85,0.27000001072883606,0.07999999821186066,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.2284346462495746, 0.0031063229533796906, 1.8273038395680863], [0.049480115254732275]]",0.9229999780654907,4.323
6,1.0,0.85,0.85,0.8700000047683716,0.08500000089406967,0.97,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.2284346462495746, 0.0031063229533796906, 1.8273038395680863], [0.049480115254732275]]",0.9050000309944153,1.893
7,1.0,0.85,0.85,0.3199999928474426,0.0949999988079071,0.98,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.2284346462495746, 0.0031063229533796906, 1.8273038395680863], [0.049480115254732275]]",0.9479999542236328,3.702
8,1.0,0.85,0.85,0.8799999952316284,0.12999999523162842,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.9772116222547451, 0.8626550028131535, 1.0226334799798964], [-0.06545819440021054]]",0.9850000143051147,3.0559999999999996
9,1.0,0.85,0.85,0.5649999976158142,0.10000000149011612,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.9772116222547451, 0.8626550028131535, 1.0226334799798964], [-0.06545819440021054]]",0.5530000329017639,4.301
10,1.0,0.85,0.85,0.8999999761581421,0.16500000655651093,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.9772116222547451, 0.8626550028131535, 1.0226334799798964], [-0.06545819440021054]]",0.9699999690055847,3.088
11,1.0,0.85,0.85,0.5550000071525574,0.14499999582767487,0.935,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.9772116222547451, 0.8626550028131535, 1.0226334799798964], [-0.06545819440021054]]",0.5270000100135803,
