,x1,x2
3873,2.2,0.8
2323,0.5,1.0
2780,1.9,2.4
3798,0.8,1.3
3086,1.1,1.9
3494,1.9,0.7
2383,0.6,1.6
3211,1.0,1.5
3375,2.1,0.5
3769,0.7,4.2
3883,0.8,0.0
2326,2.6,2.1
3622,0.2,2.9
2764,1.0,0.5
2691,0.7,0.7
2121,2.3,0.4
3199,0.1,0.9
2945,-0.0,0.6
3571,0.4,2.5
2685,1.8,3.4
2188,0.4,1.4
2768,0.3,1.5
3735,0.2,0.0
2699,0.0,1.8
2912,2.3,0.8
3391,1.4,2.8
2357,1.2,2.8
2915,-0.0,0.1
3322,1.7,5.7
2171,0.6,4.5
2989,-0.0,0.5
2545,1.6,1.5
2355,1.6,0.0
3694,2.3,1.8
3852,0.1,2.1
2485,1.2,0.5
3279,0.4,1.8
3134,1.4,3.7
2063,0.8,1.3
3619,1.4,1.8
3982,1.3,0.5
3836,0.4,1.4
2302,0.9,0.3
3855,0.1,0.2
3521,0.3,0.8
2642,1.4,0.8
2311,1.0,3.1
3704,2.3,3.4
3412,0.3,0.9
2454,1.3,2.5
3381,1.0,1.5
2059,1.4,2.6
2613,1.6,1.5
2894,2.0,1.5
3091,0.3,0.3
2139,1.5,0.9
3927,0.8,0.4
2117,0.5,1.3
3995,0.8,-0.0
3558,0.3,1.4
3853,2.3,1.9
2268,2.2,0.6
3975,2.4,2.3
2762,0.3,2.0
3036,0.9,0.3
2461,1.1,2.1
2308,1.1,3.6
2524,1.3,0.1
2314,1.8,0.1
2554,0.3,0.9
2558,2.2,0.8
3278,0.4,1.7
2147,1.0,1.6
2576,2.6,2.9
2052,1.2,0.8
3916,1.4,0.7
3613,0.8,2.1
3109,1.4,0.9
2374,2.5,2.4
3867,2.2,1.5
2612,0.3,1.3
2982,-0.1,0.0
2741,2.0,1.0
2039,2.0,5.6
2492,0.9,0.8
2981,1.4,1.3
2434,-0.0,0.4
2234,1.2,2.1
3958,0.6,0.2
3040,1.4,0.5
2813,2.1,3.6
2584,1.4,1.4
3089,1.5,0.9
2435,0.6,2.1
3775,0.9,0.2
3887,0.2,2.3
3820,0.7,3.3
3885,0.6,2.3
3271,2.0,0.2
3752,0.8,1.1
3584,1.0,1.9
2519,2.0,2.3
2559,1.5,3.0
2463,1.3,0.2
3674,1.6,3.6
3213,1.1,0.9
2800,-0.0,2.0
3047,3.1,0.8
3123,0.2,0.6
3672,1.5,1.5
3771,0.7,2.6
2325,2.5,1.0
2913,1.8,0.1
3666,2.6,2.1
2727,1.9,0.8
3102,0.2,0.1
3168,0.8,1.4
2942,1.4,1.6
2542,1.0,3.7
3787,0.1,1.2
2294,2.0,2.6
3233,1.3,0.1
2784,1.3,0.4
3871,0.9,0.5
3700,1.9,3.3
2418,1.9,2.3
3009,1.2,1.5
3242,0.7,-0.0
2127,1.5,-0.0
3761,1.3,1.6
2447,0.1,2.6
2804,1.1,0.7
3825,1.0,4.1
3603,2.1,0.4
3812,1.4,0.6
3920,1.0,0.9
2815,2.0,3.2
2472,0.8,3.0
2683,1.3,1.1
2756,0.2,0.9
3778,0.2,0.7
3813,1.9,1.4
2111,2.7,1.9
3921,1.5,1.0
3902,0.0,1.2
3762,0.7,0.9
2259,1.8,2.1
3373,1.0,2.3
3101,2.0,1.5
3434,3.3,2.6
2179,0.2,1.3
3021,1.7,3.1
3590,0.7,2.8
2778,0.1,0.7
3979,0.4,0.7
3393,0.5,1.0
2719,0.9,1.9
3788,0.1,1.5
2836,1.9,2.4
3644,1.0,0.8
3401,3.0,0.8
2575,1.1,1.6
2595,1.9,1.3
2787,1.1,0.8
3216,1.3,3.7
2622,0.7,1.3
3200,0.9,2.1
2899,0.7,1.6
2769,2.6,3.5
3508,2.1,2.1
3643,0.0,1.3
2753,0.2,0.7
2797,1.3,0.4
2538,1.5,2.5
3230,1.9,1.7
3161,0.7,1.9
3688,1.9,1.2
3144,0.6,1.4
3098,1.8,1.5
2975,0.5,0.2
2616,1.5,3.3
3452,1.3,-0.0
2118,2.3,0.7
2489,0.4,0.1
3737,1.8,1.3
2200,2.0,2.5
3561,1.7,1.6
2180,1.4,1.8
3228,1.4,0.0
2228,1.3,2.6
3972,0.8,0.0
2422,0.3,0.1
2341,0.9,1.4
2971,2.7,3.3
2022,0.3,0.6
2737,0.9,2.6
3715,2.1,4.8
3724,2.1,1.2
3435,1.9,0.2
2203,-0.0,1.8
