,x1,x2
3247,0.3,3.1
3058,1.8,0.0
2597,2.1,0.0
2170,2.5,0.0
3440,3.6,4.1
3717,3.2,0.0
3405,1.1,2.6
3262,2.0,0.0
2116,1.6,-0.0
2680,2.2,4.7
2895,2.1,-0.0
3412,2.3,2.2
3914,2.3,0.0
3312,1.9,-0.0
2169,2.7,0.0
3281,0.2,3.6
2634,3.1,-0.0
3150,2.9,0.0
3481,1.4,4.2
2998,2.2,-0.0
3779,2.2,0.0
3712,1.7,0.0
2992,2.1,0.0
2983,1.2,4.2
3013,1.4,2.8
2250,0.8,3.1
3900,2.6,0.0
2566,1.8,3.7
2247,1.9,-0.0
2254,1.3,3.8
3770,2.2,0.0
3960,2.1,-0.0
2894,2.1,0.0
2808,2.4,-0.0
3475,1.9,3.8
3671,1.9,0.0
3176,2.3,1.8
2270,2.9,-0.0
2012,2.3,0.0
2417,3.3,0.0
3502,2.0,2.8
2700,1.3,2.2
2441,2.3,-0.0
3552,3.3,4.2
3820,2.0,-0.0
3165,1.5,-0.0
3427,2.1,0.0
3459,2.6,-0.0
2699,1.6,-0.0
2974,1.7,-0.0
3071,3.1,0.0
2167,1.3,7.1
3354,1.6,-0.0
2652,2.1,0.0
2649,0.2,6.7
2814,2.0,0.0
3337,1.7,3.0
3373,1.5,-0.0
2050,2.6,-0.0
2333,1.7,-0.0
2213,1.5,4.6
2196,3.1,3.8
2231,2.3,0.0
2613,2.7,2.5
2669,2.3,0.0
2216,3.3,3.3
3617,0.6,2.6
3658,2.0,0.0
2751,2.5,-0.0
3349,3.3,-0.0
3814,1.4,2.5
3227,1.8,0.0
3338,3.0,-0.0
3027,1.6,6.1
2526,1.6,-0.0
3473,2.3,3.1
2556,4.4,4.7
2657,2.6,0.0
2460,2.0,0.0
3209,1.8,-0.0
3421,3.0,-0.0
3387,2.1,0.0
3813,2.4,-0.0
2201,1.1,2.1
2074,2.1,0.0
2898,1.9,2.8
2047,2.1,-0.0
2393,1.8,0.0
2736,1.5,3.8
3127,2.3,-0.0
2742,1.6,-0.0
2397,2.5,2.6
3376,2.5,0.0
3218,1.3,2.8
3625,2.9,-0.0
3578,1.6,0.0
3976,1.8,-0.0
3081,1.4,4.2
2896,2.4,0.0
3999,2.6,3.1
2837,2.1,0.0
2729,0.0,2.6
3546,1.5,-0.0
2711,2.1,2.2
2628,0.8,2.6
2113,1.8,2.6
2268,1.7,0.0
3340,3.3,-0.0
2939,3.3,5.2
3061,2.2,0.0
2409,2.2,2.6
2883,2.2,0.0
3064,2.1,0.0
2731,2.1,-0.0
2845,1.8,-0.0
2406,2.3,3.8
3486,2.5,0.0
3698,2.1,-0.0
2828,2.5,-0.0
2834,1.7,0.0
2093,1.0,5.2
3776,1.9,0.0
3271,1.6,-0.0
2769,-0.0,4.2
2764,2.1,0.0
3219,2.4,0.0
3180,1.3,4.2
2580,4.7,4.7
2317,1.8,3.6
3802,1.8,3.3
2276,2.3,0.0
3537,2.6,5.1
2139,2.0,0.7
3028,0.5,3.2
2456,2.4,0.0
3702,2.0,0.0
2006,3.2,-0.0
3793,3.1,-0.0
2945,2.1,-0.0
2648,1.8,0.0
2872,2.8,4.7
3422,1.6,4.3
2189,2.6,-0.0
2366,2.9,0.0
2185,2.9,0.0
3323,1.1,2.6
2326,1.8,-0.0
3496,1.9,0.0
3761,1.5,0.0
2733,0.7,3.1
3979,2.3,4.7
3827,0.0,3.6
3468,2.7,3.0
2709,2.5,-0.0
2919,1.3,2.3
3507,1.9,0.0
3683,2.1,0.0
2338,1.4,0.0
3912,2.1,0.0
3265,2.0,-0.0
2797,1.8,-0.0
2337,2.6,-0.0
3063,2.6,2.5
2381,2.1,-0.0
3052,2.1,0.0
3758,2.4,0.0
3279,1.9,0.0
2584,1.7,0.0
2003,1.3,2.3
3647,1.4,4.7
2212,2.4,-0.0
2846,1.2,3.1
2786,1.5,3.6
2927,2.9,0.0
3626,1.5,3.1
2433,2.6,3.6
3902,1.2,3.8
3343,1.1,3.1
2511,1.9,-0.0
2871,2.6,-0.0
2716,1.6,0.0
3396,2.0,-0.0
2283,1.4,0.0
2544,2.1,0.0
2673,2.4,0.0
3962,3.0,-0.0
2033,1.9,0.0
2510,2.6,0.0
2969,2.9,-0.0
2555,0.6,2.3
3145,1.9,-0.0
2330,3.1,3.5
3651,2.9,5.2
2973,2.1,3.3
3558,3.1,2.8
2145,2.1,-0.0
2782,1.9,-0.0
3588,1.9,0.0
2504,2.0,3.1
2190,2.0,4.2
