,u_x1,u_x2,u_x3,u_y,u_x4,u_x5
2000,0.590336,0.13586353,1.5874006,0.31808674,-0.05401608,0.11886944
2001,-0.24111782,0.03586606,-0.31309453,0.27994263,0.40566906,0.019620074
2002,-0.6917842,-0.10378777,0.46750844,0.77790904,0.9149434,0.05330847
2003,-0.66452974,-0.02568934,1.5682801,0.78179395,0.78429663,0.03768733
2004,1.3833636,-0.11640733,-1.3280165,0.45035744,-0.3478282,-0.01455865
2005,-0.82625526,-0.059824932,-1.1696465,0.45010877,0.012974016,-0.12310028
2006,0.18858357,0.10608875,-0.7121185,0.22517812,-0.8121228,0.08809507
2007,-1.1965908,-0.06440144,0.7779589,0.77926636,0.21620551,0.037223373
2008,0.1070599,-0.062482536,-0.2530728,0.79273796,0.6826132,0.105910815
2009,0.2769872,0.07174225,0.373474,0.86808205,-0.09078175,-0.015090612
2010,0.6065734,0.09451892,1.6319312,0.97449696,-1.5351049,-0.13844119
2011,0.7956334,-0.06901283,-1.2768009,0.040320516,1.2233771,-0.10063108
2012,-0.3499597,-0.09356484,-0.47776356,0.4514537,-0.47849855,0.06534358
2013,0.38717562,-0.0011194603,0.9877618,0.044501662,-0.103101686,0.13136826
2014,-0.52371126,0.09792249,0.9703297,0.14013374,1.1985651,0.084379815
2015,-0.45676753,-0.018721845,1.5559411,0.58175576,0.3776456,0.07731526
2016,0.9559954,-0.21088178,0.05534644,0.3785547,-1.9222251,-0.03582137
2017,1.4442499,0.011712516,2.546035,0.09449351,-0.95697665,-0.10193584
2018,2.0280137,0.049810942,-1.2213093,0.91280174,-1.0367401,-0.00865066
2019,0.799489,0.02291624,0.03483591,0.06900847,1.268115,0.17702636
2020,-0.06968877,-0.1804422,0.11588717,0.75714695,-1.0510402,-0.17279504
2021,0.021302594,0.04240407,1.1840594,0.12415421,-0.16788405,0.08213293
2022,-1.1282408,0.036561076,-0.3869175,0.008257031,0.097219534,-0.007192861
2023,1.7190404,0.038150694,-0.22297794,0.28052914,-2.2156107,-0.07635668
2024,0.3932574,0.02021526,-0.046363376,0.19192493,2.0204859,0.020920275
2025,0.14771633,0.12213745,-0.39106485,0.25786293,-1.0876046,0.020121729
2026,1.0727324,0.086178064,-1.637535,0.49360418,0.0017086903,-0.21777427
2027,0.03363248,-0.057827897,0.2366435,0.82217443,-1.0671835,-0.026095955
2028,-0.029193655,0.3154479,-0.47001967,0.9745778,0.8682897,-0.0100842295
2029,-0.2967606,0.02304682,-1.6976923,0.056803465,-0.67789644,0.028582215
2030,1.3362453,0.023347888,0.67944616,0.22923088,0.08906576,-0.011479477
2031,0.92440975,-0.023456162,1.0119059,0.9998785,1.0015885,-0.0020158344
2032,-0.1933194,0.111699596,-0.018305358,0.1959852,0.46830487,0.116924606
2033,-0.6157526,-0.01805762,1.3152202,0.36026978,-0.2063062,0.032634582
2034,0.27632713,0.003818455,0.4665144,0.16202557,-1.0542121,-0.09141406
2035,-0.32517603,-0.12665026,-0.37089938,0.28445482,-0.62469786,0.064352125
2036,0.056687225,0.07232613,-1.8639369,0.68459904,-0.11579586,0.031131139
2037,-0.08269656,-0.044168066,-1.3178633,0.80940676,-0.22190072,-0.03989782
2038,-0.6159852,0.13051088,-1.1986856,0.89709175,-1.2290277,-0.06431697
2039,-2.376212,0.104056835,-0.84253293,0.9064965,-0.9288034,0.112521045
2040,0.88575983,-0.14256008,0.7012556,0.8278289,-0.25625172,0.15062986
2041,-0.8522042,0.10286718,-2.3998222,0.15580308,1.1354083,0.11418729
2042,0.6831999,0.05348394,0.1298172,0.29784346,1.1944844,0.1147882
2043,0.6434701,0.047392618,1.1138743,0.34163988,-0.3543112,0.050882142
2044,-1.490009,-0.03749763,1.5245869,0.8899765,1.7605841,0.15764527
2045,2.0746155,0.13274744,-1.3978677,0.34599447,1.4895153,-0.108529806
2046,0.25962064,0.20880783,0.7594592,0.7206658,-0.9577038,0.116510265
2047,0.55431086,0.03383073,-1.3713031,0.9700959,0.991958,0.0018050876
2048,-0.14929813,-0.1159927,-1.371803,0.4408059,1.2443755,-0.022475353
