,y
3081,1.0
3432,1.0
3828,1.0
3157,1.0
3063,1.0
3185,1.0
2588,1.0
3986,1.0
3942,1.0
3158,1.0
3830,1.0
3564,1.0
3159,1.0
2183,1.0
3833,1.0
2662,1.0
3903,0.0
3033,1.0
2272,1.0
2333,1.0
3098,1.0
3508,1.0
3305,1.0
2939,1.0
2050,1.0
3857,1.0
2891,1.0
2498,1.0
3468,1.0
3705,1.0
3058,1.0
2631,1.0
2394,1.0
3446,1.0
2536,1.0
3341,1.0
2347,1.0
3774,1.0
3484,1.0
3815,0.0
2566,1.0
2107,1.0
2268,1.0
2883,1.0
3281,1.0
2167,1.0
2612,1.0
3032,1.0
3177,1.0
2944,1.0
3325,1.0
3300,1.0
2964,1.0
2414,1.0
2941,1.0
3492,1.0
3002,1.0
2731,1.0
2946,0.0
3511,1.0
2049,1.0
3501,1.0
2184,1.0
3230,1.0
2886,1.0
3478,1.0
3583,1.0
3184,1.0
3620,1.0
3371,1.0
3637,0.0
2861,0.0
3826,1.0
2796,1.0
2671,1.0
3155,1.0
2182,1.0
3912,1.0
2942,1.0
3979,1.0
2156,1.0
2482,1.0
3672,1.0
3624,1.0
3267,1.0
3456,1.0
2307,1.0
2021,0.0
2880,1.0
3321,1.0
3359,1.0
2312,1.0
3641,1.0
2337,1.0
2529,1.0
2669,1.0
2293,1.0
2661,1.0
3578,1.0
2039,1.0
3895,1.0
2171,1.0
2597,1.0
2585,0.0
3800,1.0
3083,1.0
2961,1.0
3648,1.0
3872,1.0
3982,1.0
2707,1.0
2000,1.0
3144,1.0
3969,1.0
2404,1.0
3101,1.0
3534,1.0
3320,1.0
3948,1.0
2779,1.0
2935,1.0
3487,1.0
2336,1.0
3558,1.0
2741,1.0
3332,1.0
3814,1.0
2189,1.0
2073,1.0
2045,1.0
3093,1.0
2317,1.0
2812,1.0
2202,1.0
2402,1.0
3918,1.0
3983,0.0
3619,1.0
2203,0.0
2781,1.0
2211,1.0
2640,1.0
3003,1.0
2601,1.0
3914,1.0
3329,1.0
3023,1.0
3067,1.0
3655,1.0
2838,1.0
2379,1.0
3664,1.0
3614,1.0
3410,1.0
2697,1.0
2009,1.0
3569,1.0
3737,1.0
3541,1.0
3426,1.0
3257,1.0
2672,1.0
3646,1.0
2246,1.0
3036,1.0
2598,1.0
3107,1.0
3407,1.0
2915,1.0
2937,1.0
2591,0.0
2031,1.0
3024,1.0
3951,1.0
2493,1.0
2706,1.0
2993,1.0
2858,1.0
3442,1.0
3965,1.0
2432,1.0
3026,1.0
2884,1.0
2710,1.0
3441,1.0
3835,1.0
2911,1.0
2276,1.0
3279,1.0
3418,1.0
2810,1.0
2429,1.0
3364,1.0
3347,1.0
2792,1.0
3330,1.0
3757,1.0
3579,1.0
2194,1.0
3180,1.0
