,years_experience,degree
3612,0.0,2.0
2666,1.0,1.0
3018,0.0,2.0
2053,1.0,0.0
2923,1.0,1.0
3606,0.0,2.0
3451,2.0,0.0
2741,1.0,0.0
3090,2.0,0.0
2092,1.0,2.0
3328,0.0,1.0
2738,0.0,3.0
2297,0.0,3.0
3626,0.0,2.0
2582,0.0,2.0
3219,1.0,1.0
2534,0.0,2.0
3950,1.0,0.0
2329,0.0,1.0
2453,1.0,0.0
3471,0.0,3.0
2563,1.0,1.0
3566,0.0,1.0
3682,3.0,0.0
2113,0.0,3.0
3628,0.0,2.0
2165,0.0,1.0
3758,2.0,1.0
3642,0.0,1.0
2080,1.0,0.0
3869,2.0,1.0
3686,0.0,1.0
2294,1.0,1.0
3467,0.0,3.0
3958,0.0,1.0
3910,1.0,1.0
3760,0.0,3.0
2038,0.0,2.0
2687,0.0,1.0
2185,1.0,1.0
2066,0.0,3.0
2945,0.0,2.0
3264,1.0,0.0
2523,1.0,0.0
2483,0.0,3.0
3735,0.0,2.0
2343,0.0,3.0
3429,0.0,1.0
3481,0.0,3.0
3745,0.0,2.0
2569,0.0,3.0
2010,0.0,1.0
3646,1.0,0.0
3545,1.0,0.0
3790,1.0,0.0
2004,1.0,0.0
3070,0.0,3.0
3937,1.0,1.0
3584,0.0,1.0
3106,0.0,1.0
2454,0.0,2.0
3684,0.0,1.0
2642,0.0,1.0
2993,0.0,2.0
3879,0.0,2.0
3970,0.0,1.0
2144,0.0,3.0
3931,0.0,2.0
3998,3.0,0.0
2694,0.0,1.0
3770,1.0,2.0
3300,2.0,0.0
2003,2.0,0.0
3523,0.0,3.0
2477,0.0,2.0
3363,1.0,0.0
2157,1.0,0.0
3356,1.0,0.0
3153,1.0,1.0
3191,1.0,0.0
2812,0.0,1.0
3593,2.0,1.0
2191,1.0,0.0
3383,0.0,3.0
2755,0.0,3.0
3827,0.0,1.0
3613,0.0,3.0
2541,0.0,2.0
2133,0.0,1.0
3271,1.0,0.0
3854,1.0,0.0
2267,0.0,2.0
2175,0.0,3.0
2684,0.0,2.0
3604,1.0,1.0
3033,0.0,3.0
2785,1.0,0.0
3128,0.0,1.0
2253,0.0,2.0
3392,1.0,0.0
3868,0.0,2.0
2443,0.0,1.0
2398,1.0,1.0
3814,0.0,1.0
3197,0.0,1.0
3080,0.0,1.0
3717,1.0,0.0
3094,0.0,1.0
3643,0.0,3.0
3077,2.0,0.0
2049,1.0,1.0
2292,2.0,0.0
2674,1.0,1.0
3757,2.0,0.0
2839,0.0,2.0
3149,0.0,3.0
2487,1.0,1.0
2141,1.0,1.0
2777,0.0,1.0
3977,0.0,2.0
2685,0.0,2.0
3948,1.0,1.0
3154,3.0,0.0
2190,0.0,3.0
3376,2.0,0.0
2532,1.0,1.0
2109,0.0,3.0
2146,0.0,1.0
3787,2.0,0.0
3696,2.0,1.0
3268,1.0,0.0
2976,0.0,2.0
3644,1.0,0.0
3899,1.0,1.0
3730,0.0,3.0
2256,0.0,3.0
2117,1.0,0.0
3058,0.0,3.0
2978,0.0,1.0
3981,1.0,0.0
2713,1.0,1.0
3479,0.0,2.0
2807,0.0,3.0
2975,3.0,0.0
2943,1.0,0.0
3883,0.0,1.0
3880,0.0,2.0
2574,2.0,0.0
3902,1.0,0.0
3042,0.0,3.0
3167,1.0,1.0
3013,0.0,3.0
3565,1.0,1.0
3309,0.0,3.0
2296,0.0,1.0
3725,0.0,2.0
2061,2.0,0.0
3862,0.0,3.0
3957,1.0,1.0
2330,2.0,0.0
3665,1.0,0.0
2700,0.0,1.0
3183,0.0,2.0
2886,0.0,1.0
3846,1.0,1.0
3007,1.0,1.0
2243,2.0,1.0
3918,0.0,1.0
2783,0.0,3.0
3440,0.0,2.0
3016,0.0,1.0
3867,0.0,3.0
3088,1.0,1.0
3554,0.0,1.0
2225,0.0,3.0
3601,1.0,0.0
3729,1.0,0.0
2351,0.0,3.0
3144,0.0,3.0
2834,1.0,0.0
2894,0.0,2.0
3411,0.0,3.0
3731,0.0,3.0
3413,1.0,1.0
3550,1.0,0.0
3874,0.0,1.0
3010,0.0,2.0
2868,2.0,0.0
2941,1.0,1.0
2630,0.0,1.0
3655,3.0,0.0
2626,0.0,3.0
2387,0.0,3.0
2404,0.0,2.0
2627,0.0,2.0
3509,1.0,2.0
2848,0.0,3.0
2729,0.0,3.0
2345,1.0,0.0
3616,2.0,0.0
