ix,goal_cost,intv_cost
3612,0.996,10.0
2666,0.954,10.0
3018,0.984,10.0
2053,0.998,5.0
2923,0.95,10.0
3606,0.89,10.0
3451,0.96,10.0
2741,0.886,5.0
3090,0.872,10.0
2092,0.978,15.0
3328,0.956,5.0
2738,0.994,15.0
2297,0.87,15.0
3626,0.868,10.0
2582,0.99,10.0
3219,0.956,10.0
2534,0.872,10.0
3950,0.948,5.0
2329,0.888,5.0
2453,0.956,5.0
3471,0.89,15.0
2563,0.954,10.0
3566,0.944,5.0
3682,0.858,15.0
2113,0.99,15.0
3628,0.984,10.0
2165,0.992,5.0
3758,0.956,15.0
3642,0.852,5.0
2080,0.888,5.0
3869,0.958,15.0
3686,0.992,5.0
2294,0.95,10.0
3467,0.994,15.0
3958,0.992,5.0
3910,0.958,10.0
3760,0.898,15.0
2038,0.996,10.0
2687,0.996,5.0
2185,0.958,10.0
2066,0.874,15.0
2945,0.866,10.0
3264,0.996,5.0
2523,0.89,5.0
2483,0.876,15.0
3735,0.98,10.0
2343,0.882,15.0
3429,0.956,5.0
3481,0.994,15.0
3745,0.978,10.0
2569,0.994,15.0
2010,0.962,5.0
3646,0.86,5.0
3545,0.874,5.0
3790,0.996,5.0
2004,0.876,5.0
3070,0.996,15.0
3937,0.956,10.0
3584,0.966,5.0
3106,0.97,5.0
2454,0.996,10.0
3684,0.994,5.0
2642,0.998,5.0
2993,0.99,10.0
3879,0.982,10.0
3970,0.888,5.0
2144,0.994,15.0
3931,0.992,10.0
3998,0.902,15.0
2694,0.876,5.0
3770,0.986,15.0
3300,0.888,10.0
2003,0.866,10.0
3523,0.994,15.0
2477,0.996,10.0
3363,0.882,5.0
2157,0.884,5.0
3356,0.96,5.0
3153,0.944,10.0
3191,0.95,5.0
2812,0.964,5.0
3593,0.946,15.0
2191,0.902,5.0
3383,0.99,15.0
2755,0.878,15.0
3827,0.95,5.0
3613,0.864,15.0
2541,0.984,10.0
2133,0.874,5.0
3271,0.958,5.0
3854,0.958,5.0
2267,0.996,10.0
2175,0.988,15.0
2684,0.86,10.0
3604,0.952,10.0
3033,0.882,15.0
2785,0.998,5.0
3128,0.998,5.0
2253,0.99,10.0
3392,0.904,5.0
3868,0.996,10.0
2443,0.878,5.0
2398,0.95,10.0
3814,0.992,5.0
3197,0.952,5.0
3080,0.95,5.0
3717,0.884,5.0
3094,0.98,5.0
3643,0.994,15.0
3077,0.858,10.0
2049,0.956,10.0
2292,0.872,10.0
2674,0.944,10.0
3757,0.87,10.0
2839,0.984,10.0
3149,0.992,15.0
2487,0.952,10.0
2141,0.938,10.0
2777,0.95,5.0
3977,0.97,10.0
2685,0.984,10.0
3948,0.996,10.0
3154,0.878,15.0
2190,0.994,15.0
3376,0.882,10.0
2532,0.96,10.0
2109,0.996,15.0
2146,0.964,5.0
3787,0.892,10.0
3696,0.956,15.0
3268,0.882,5.0
2976,0.994,10.0
3644,0.892,5.0
3899,0.94,10.0
3730,0.892,15.0
2256,0.868,15.0
2117,0.984,5.0
3058,0.984,15.0
2978,0.966,5.0
3981,0.944,5.0
2713,0.944,10.0
3479,0.886,10.0
2807,0.884,15.0
2975,0.86,15.0
2943,0.978,5.0
3883,1.0,5.0
3880,0.986,10.0
2574,0.886,10.0
3902,0.908,5.0
3042,0.984,15.0
3167,0.954,10.0
3013,0.992,15.0
3565,0.958,10.0
3309,0.99,15.0
2296,0.994,5.0
3725,0.99,10.0
2061,0.982,10.0
3862,0.994,15.0
3957,0.954,10.0
2330,0.852,10.0
3665,0.98,5.0
2700,0.888,5.0
3183,0.87,10.0
2886,0.96,5.0
3846,0.95,10.0
3007,0.94,10.0
2243,0.946,15.0
3918,0.998,5.0
2783,0.998,15.0
3440,0.996,10.0
3016,0.892,5.0
3867,0.896,15.0
3088,0.948,10.0
3554,0.946,5.0
2225,0.996,15.0
3601,0.958,5.0
3729,0.98,5.0
2351,0.994,15.0
3144,0.872,15.0
2834,0.884,5.0
2894,0.99,10.0
3411,0.884,15.0
3731,0.992,15.0
3413,0.93,10.0
3550,0.858,5.0
3874,0.88,5.0
3010,0.972,10.0
2868,0.966,10.0
2941,0.978,10.0
2630,0.986,5.0
3655,0.864,15.0
2626,0.87,15.0
2387,0.988,15.0
2404,0.996,10.0
2627,0.994,10.0
3509,0.974,15.0
2848,0.994,15.0
2729,0.984,15.0
2345,0.946,5.0
3616,0.896,10.0
