,years_experience,degree
2293,0.0,3.0
2919,2.0,1.0
2987,0.0,2.0
3423,1.0,1.0
2348,0.0,2.0
2318,1.0,2.0
3059,1.0,1.0
3810,1.0,3.0
3737,0.0,1.0
3975,1.0,3.0
2251,0.0,3.0
3824,0.0,3.0
2512,2.0,0.0
2560,0.0,1.0
2153,0.0,1.0
3382,1.0,2.0
3420,0.0,3.0
3467,0.0,1.0
3124,1.0,1.0
3147,0.0,1.0
2934,0.0,2.0
3666,1.0,1.0
3594,1.0,2.0
2640,0.0,2.0
2979,0.0,3.0
3224,2.0,1.0
2634,0.0,2.0
2644,1.0,1.0
2439,0.0,2.0
3196,2.0,1.0
3577,2.0,1.0
3178,0.0,1.0
2650,1.0,1.0
3550,2.0,0.0
3507,0.0,1.0
2867,0.0,2.0
2457,1.0,1.0
2423,0.0,3.0
3988,1.0,2.0
3588,0.0,3.0
3004,1.0,1.0
3102,1.0,3.0
2048,0.0,2.0
2212,1.0,1.0
3770,0.0,3.0
3835,0.0,1.0
3632,2.0,1.0
3886,0.0,1.0
3305,1.0,1.0
3266,1.0,1.0
3040,1.0,2.0
3321,0.0,2.0
3027,1.0,1.0
3385,0.0,1.0
3082,1.0,1.0
2865,2.0,1.0
3003,0.0,3.0
2115,0.0,2.0
3120,0.0,2.0
3716,0.0,3.0
2306,1.0,0.0
3804,0.0,1.0
3036,1.0,1.0
3560,0.0,2.0
2450,0.0,1.0
2819,0.0,2.0
2355,1.0,1.0
3869,0.0,3.0
3961,1.0,1.0
2240,0.0,1.0
3391,1.0,1.0
2186,0.0,2.0
2884,2.0,0.0
2091,0.0,1.0
2607,2.0,0.0
3652,1.0,1.0
2389,2.0,2.0
3166,1.0,0.0
2174,0.0,2.0
2635,0.0,2.0
2896,1.0,1.0
2922,0.0,2.0
3608,1.0,1.0
2829,1.0,2.0
2913,0.0,3.0
3802,1.0,1.0
3521,1.0,1.0
2785,0.0,2.0
3870,0.0,1.0
3705,0.0,3.0
2123,0.0,1.0
2231,2.0,2.0
3942,1.0,0.0
2352,1.0,2.0
2000,1.0,1.0
3229,1.0,3.0
3447,0.0,1.0
3048,1.0,2.0
3805,1.0,0.0
3205,1.0,2.0
2275,1.0,3.0
3219,0.0,3.0
3425,0.0,2.0
2840,1.0,2.0
2488,1.0,1.0
3978,0.0,3.0
3952,0.0,2.0
2496,0.0,2.0
2939,0.0,1.0
3454,0.0,3.0
3895,0.0,2.0
3679,0.0,2.0
2214,0.0,2.0
3651,0.0,1.0
2435,2.0,1.0
3963,1.0,1.0
2816,0.0,1.0
3931,0.0,1.0
2004,0.0,2.0
3015,1.0,2.0
2383,1.0,2.0
3197,2.0,0.0
3060,0.0,1.0
2104,1.0,1.0
2034,1.0,3.0
2767,0.0,2.0
3640,0.0,1.0
3381,0.0,2.0
2833,1.0,3.0
2184,0.0,3.0
3858,0.0,2.0
2944,2.0,1.0
3339,1.0,3.0
3943,0.0,1.0
3836,0.0,1.0
2426,0.0,3.0
2964,0.0,2.0
2146,1.0,3.0
3253,0.0,3.0
3247,1.0,2.0
3993,0.0,1.0
3371,0.0,1.0
3026,0.0,1.0
3265,1.0,1.0
2516,2.0,0.0
2627,0.0,1.0
3622,0.0,1.0
2106,0.0,3.0
2631,1.0,0.0
3641,2.0,0.0
2504,0.0,3.0
2931,1.0,1.0
2501,0.0,3.0
2324,1.0,1.0
3628,1.0,3.0
2277,0.0,3.0
2509,1.0,0.0
3673,1.0,2.0
2938,0.0,2.0
3380,0.0,1.0
3208,1.0,1.0
3363,0.0,3.0
2563,0.0,1.0
3200,0.0,2.0
3201,0.0,2.0
3104,0.0,2.0
2139,0.0,3.0
3384,1.0,0.0
2092,1.0,2.0
2815,2.0,1.0
2122,0.0,3.0
3049,0.0,1.0
3469,1.0,1.0
3402,0.0,3.0
3922,1.0,1.0
2801,0.0,1.0
3930,1.0,1.0
2712,0.0,3.0
2116,1.0,1.0
2526,1.0,1.0
2394,1.0,1.0
3618,2.0,1.0
2133,0.0,3.0
2077,1.0,1.0
2776,0.0,2.0
3290,1.0,2.0
3331,0.0,2.0
3218,1.0,2.0
3351,0.0,1.0
2221,0.0,2.0
3906,2.0,1.0
2024,0.0,2.0
3667,1.0,1.0
2878,0.0,1.0
2388,0.0,2.0
2211,0.0,2.0
2834,1.0,1.0
3099,1.0,0.0
2588,0.0,2.0
2814,0.0,1.0
