r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.7706666787465414,0.46166666348775226,2.4730000000000003,0.0,0.0,0.0,0.0,,0.05533836058489101,0.03785938697780149,0.31570199555910333
individualized,acceptance,0.85,0.85,1.0,1.0,,0.7536666591962179,0.47166667381922406,2.373666666666667,0.0,0.0,0.0,0.0,,0.12165662816496418,0.13503086579060822,0.2666384880945234
individualized,acceptance,0.9,0.9,1.0,1.0,,0.6879999836285909,0.4699999888737996,2.6466666666666665,0.0,0.0,0.0,0.0,,0.11276968767824788,0.04358898205131552,0.09646415569180755
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.8169999718666077,0.4716666638851166,2.9918333333333336,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.05267821852635174,0.05392896531139291,0.2343236721574101
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.7280000050862631,0.40999998648961383,3.2133333333333334,0.0,0.0,0.0,0.0,,0.11778369825516366,0.1039230353772847,0.28587861643245244
subpopulation,acceptance,0.85,0.85,1.0,1.0,,0.6559999883174896,0.4599999934434891,3.136833333333333,0.0,0.0,0.0,0.0,,0.2628858977887286,0.20862645076501096,0.8515480511006606
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.5556666851043701,0.4283333321412404,3.192,0.0,0.0,0.0,0.0,,0.1485440364903647,0.0765397458161653,0.227855765781777
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9983333333333334,,0.7826666434605917,0.4033333361148834,4.103,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0028867513459481316,,0.12070349412978928,0.06788470070834934,0.23688077169749402
individualized,counterfactual,0.75,0.75,1.0,0.9983333333333334,,0.7206666866938273,0.38333333532015484,3.1184999999999996,0.0,0.0,0.0,0.0028867513459481316,,0.12789188656224687,0.046457867349189434,0.3689779803728134
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.670333335796992,0.4683333436648051,3.061,0.0,0.0,0.0,0.0,,0.2513649575590573,0.1833257741417304,0.6975392462076955
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.5620000263055166,0.4350000023841858,3.1916666666666664,0.0,0.0,0.0,0.0,,0.17366348187221226,0.03041381059371568,0.4443437108065485
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.7733333309491476,0.3983333309491475,6.5015,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.11762794926456543,0.09087537660131595,0.05889185003037443
individualized,improvement,0.75,0.75,1.0,0.995,1.0,0.9586666623751322,0.746666669845581,3.6134999999999997,0.0,0.0,0.0,0.0050000000000000044,0.0,0.016773037634950288,0.020816640142347336,0.25831521441835376
individualized,improvement,0.85,0.85,1.0,0.9966666666666667,1.0,0.9616666436195374,0.875,3.656333333333333,0.0,0.0,0.0,0.005773502691896262,0.0,0.02554082695378126,0.009999990463256836,0.4373803645950893
individualized,improvement,0.9,0.9,1.0,0.9966666666666667,1.0,0.9853333234786987,0.9016666611035665,4.050666666666667,0.0,0.0,0.0,0.005773502691896262,0.0,0.007234119331360332,0.007637651391459712,0.09940615339773136
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9983333333333334,1.0,0.9933333198229471,0.95333331823349,2.1765000000000003,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0028867513459481316,0.0,0.004041441639967353,0.0028867485929275124,0.409413299735121
subpopulation,improvement,0.75,0.75,1.0,0.995,,0.9653333425521851,0.7183333237965902,4.748333333333334,0.0,0.0,0.0,0.008660254037844393,,0.014364314251272416,0.027537860744941293,0.13654425412053556
subpopulation,improvement,0.85,0.85,1.0,0.9966666666666667,,0.9653333028157552,0.8300000031789144,5.160666666666667,0.0,0.0,0.0,0.005773502691896262,,0.007234187992289919,0.027838827380914172,0.1628015151444646
subpopulation,improvement,0.9,0.9,1.0,1.0,,0.9893333315849304,0.8816666603088379,5.796166666666667,0.0,0.0,0.0,0.0,,0.005131618614608017,0.020207240150492585,0.09335728859244624
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9866666595141093,0.9583333333333334,3.0025,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.018770559847367394,0.015275270265907387,0.5984131098162874
