r_type,t_type,x1_mean,x2_mean,x3_mean,causes_mean,non-causes_mean,x1_std,x2_std,x3_std,causes_std,non-causes_std,gamma
individualized,acceptance,0.5216666666666666,0.502,1.4483333333333333,2.472,0.0,0.09794939169455484,0.3109288503822056,0.6450919185149766,0.3170484978674396,0.0,0.75
individualized,acceptance,0.5453333333333333,0.5628333333333333,1.2635,2.3716666666666666,0.0,0.24956679132715823,0.3668137583751915,0.3361818704213539,0.2699834871493688,0.0,0.85
individualized,acceptance,0.6671666666666667,0.5061666666666667,1.4733333333333334,2.6466666666666665,0.0,0.2732655911989897,0.23628390409279543,0.38813346072367066,0.09646415569180794,0.0,0.9
individualized,acceptance,0.6004999999999999,0.46366666666666667,1.1066666666666667,2.1708333333333334,0.0,0.23031120250652162,0.2022679740674073,0.842590697393066,0.41119044654920345,0.0,0.9499999999999998
subpopulation,acceptance,0.3325,0.7375000000000002,2.143333333333333,3.2133333333333334,0.0,0.18896494383879778,0.6489489579312075,0.5622589112973965,0.28587861643245244,0.0,0.75
subpopulation,acceptance,0.44016666666666665,0.7806666666666665,1.9106666666666667,3.1315000000000004,0.0,0.3178216218782689,0.6416304102311028,0.09112399976588674,0.8607814763341508,0.0,0.85
subpopulation,acceptance,0.5596666666666666,0.5195,2.1121666666666665,3.191333333333333,0.0,0.41291958458437555,0.3425273711690789,0.5190244053349836,0.22869758051482164,0.0,0.9
subpopulation,acceptance,0.5371666666666667,0.6529999999999999,1.8100000000000003,3.000166666666667,0.0,0.4592214425887943,0.5301294653195575,1.3080413793148902,0.5986685922389229,0.0,0.9499999999999998
individualized,counterfactual,0.31883333333333336,0.7054999999999999,2.0931666666666664,3.1174999999999997,0.0,0.18625542497692074,0.6720894657707408,0.49114772048064426,0.3698773445346444,0.0,0.75
individualized,counterfactual,0.44216666666666665,0.7383333333333333,1.8775000000000002,3.0580000000000003,0.0,0.32338844032113045,0.6006667822789382,0.22863562714502733,0.7027005051940692,0.0,0.85
individualized,counterfactual,0.5453333333333333,0.5485,2.097166666666667,3.1910000000000003,0.0,0.42842191042631483,0.3907822283574319,0.4558843968961136,0.444793210379835,0.0,0.9
individualized,counterfactual,0.5543333333333333,0.6771666666666666,1.7586666666666666,2.990166666666667,0.0,0.4943739306773095,0.5979561717495132,1.1397592216487362,0.23558774020167758,0.0,0.9499999999999998
individualized,improvement,1.0418333333333332,0.9508333333333333,1.6204999999999998,3.613166666666667,0.0,0.04202479426878051,0.07086842268128535,0.17103508412018864,0.2577510103439621,0.0,0.75
individualized,improvement,1.0761666666666667,0.9718333333333334,1.6076666666666668,3.655666666666667,0.0,0.05640552573403889,0.16305699412577593,0.221233097282783,0.43792760056124924,0.0,0.85
individualized,improvement,1.2220000000000002,1.1698333333333333,1.6588333333333332,4.050666666666667,0.0,0.07041129170807765,0.05527733109813943,0.1189120823690063,0.09940615339773189,0.0,0.9
individualized,improvement,1.3866666666666667,1.2301666666666666,1.521,4.137833333333333,0.0,0.07023947133438105,0.0437759446880741,0.13853790095132804,0.17803464082400697,0.0,0.9499999999999998
subpopulation,improvement,0.9954999999999999,1.317,2.4358333333333335,4.748333333333334,0.0,0.06976388750635958,0.03518877661982564,0.054932534379303094,0.13654425412053506,0.0,0.75
subpopulation,improvement,0.9705,1.53,2.6601666666666666,5.160666666666668,0.0,0.0633798075099633,0.02206807649071381,0.10615711626326944,0.1628015151444645,0.0,0.85
subpopulation,improvement,1.107,1.6811666666666667,3.0079999999999996,5.796166666666667,0.0,0.06987667708184186,0.02998471833006505,0.05899999999999994,0.09335728859244607,0.0,0.9
subpopulation,improvement,1.2746666666666666,1.8518333333333334,3.375,6.5015,0.0,0.05168252444814719,0.06477911185971401,0.046526873954737265,0.05889185003037314,0.0,0.9499999999999998
