r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.6516666412353516,0.375,2.2468333333333335,0.0,0.0,0.0,0.0,,0.10464383692086764,0.05500000715255737,0.10488128209234171
individualized,acceptance,0.85,0.85,1.0,1.0,,0.687666674455007,0.4166666666666667,4.296666666666667,0.0,0.0,0.0,0.0,,0.20451240180634586,0.14750705549235377,0.02874601421646737
individualized,acceptance,0.9,0.9,1.0,1.0,,0.7179999550183614,0.5766666730244955,2.5628333333333333,0.0,0.0,0.0,0.0,,0.13259336962837537,0.05507568721922883,0.2019779278370122
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.6919999718666077,0.47333332896232605,2.407,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.05574939848059625,0.08504901372755233,0.10769052883146231
subpopulation,acceptance,0.75,0.75,1.0,0.8516666666666667,,0.5926666657129923,0.3616666595141093,2.4181666666666666,0.0,0.0,0.0,0.036855573979159936,,0.1144085966173705,0.03617089052556503,0.19004560856103295
subpopulation,acceptance,0.85,0.85,1.0,0.9583333333333334,,0.6659999887148539,0.40166667103767395,3.9547499999999998,0.0,0.0,0.0,0.022546248764114433,,0.2442273232593496,0.13288466455696782,0.3574424778897995
subpopulation,acceptance,0.9,0.9,1.0,0.9700000000000001,,0.687333325544993,0.5249999860922495,3.095166666666667,0.0,0.0,0.0,0.020000000000000018,,0.15172450572449134,0.05408326301535888,0.2419495470823065
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9816666666666666,,0.6763333479563395,0.44833333293596905,2.750833333333333,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.02020725942163692,,0.11958400936445171,0.15184970207426962,0.29897547279556785
individualized,counterfactual,0.75,0.75,1.0,0.9983333333333334,,0.6096666554609934,0.37666667501131695,3.0651666666666664,0.0,0.0,0.0,0.0028867513459481316,,0.13150791208169862,0.1514375584069976,0.6337431130460776
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.4103333552678426,0.48666666944821674,3.2914999999999996,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.16225389548309593,0.07112196473515639,0.1293947448701063
individualized,improvement,0.75,0.75,1.0,0.975,1.0,0.9516666730244955,0.7883333365122477,3.4570000000000003,0.0,0.0,0.0,0.03464101615137751,0.0,0.020033295620693795,0.04856266069815532,0.20749277095841212
individualized,improvement,0.85,0.85,1.0,0.9883333333333333,1.0,0.9513333042462667,0.850000003973643,2.445,0.0,0.0,0.0,0.020207259421636918,0.0,0.04750089554529583,0.03000000119209783,0.5404542071258208
individualized,improvement,0.9,0.9,1.0,1.0,1.0,0.9903332789738973,0.9033333460489908,3.915833333333333,0.0,0.0,0.0,0.0,0.0,0.01242309275804289,0.016072769934077982,0.37449376941857554
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,1.0,0.987666646639506,0.9616666634877523,4.220833333333332,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,0.0,0.006658340866048071,0.010408343932157522,0.3834375220728056
subpopulation,improvement,0.75,0.75,1.0,0.9400000000000001,,0.9183332920074463,0.7516666650772095,3.5985,0.0,0.0,0.0,0.013228756555322902,,0.017925816965810693,0.02843117640127806,0.4261980173581285
subpopulation,improvement,0.85,0.85,1.0,0.9783333333333332,,0.9426666498184204,0.8799999952316284,2.5128333333333335,0.0,0.0,0.0,0.010408329997330674,,0.03370950602430297,0.017320491557565074,0.5987508524698177
subpopulation,improvement,0.9,0.9,1.0,0.9983333333333334,,0.9863333304723104,0.8950000007947286,3.906166666666667,0.0,0.0,0.0,0.0028867513459481316,,0.0070237975462066745,0.02291288914035783,0.2035474965047065
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9983333333333334,,0.987666666507721,0.9350000023841858,3.98,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0028867513459481316,,0.0037859321383024998,0.01802773918471171,0.23575198832671584
