,x1,x2
2845,1.3,1.8
3237,2.1,0.9
2954,0.8,1.9
2558,1.8,3.5
2799,0.5,1.3
3519,1.4,1.9
2555,0.3,3.0
3281,1.0,0.9
2371,1.2,2.2
2601,0.9,2.8
2493,1.0,0.4
2309,0.1,0.1
3226,-0.0,2.9
3895,0.5,0.8
2434,1.7,2.1
3434,2.1,0.8
3157,0.4,1.3
2952,0.6,0.1
2109,1.3,2.1
3236,0.7,3.6
2848,0.5,1.8
3166,0.3,2.3
3393,0.5,3.2
3113,0.8,3.1
3259,2.6,0.8
3207,0.1,-0.0
3100,-0.0,2.4
2413,1.3,0.9
3846,3.3,2.6
2752,0.5,2.1
2618,1.3,2.8
2861,1.3,1.8
2872,2.6,4.0
3574,0.4,2.3
3929,0.4,1.2
2681,0.0,2.0
2464,0.0,2.0
2853,1.4,1.7
3622,1.4,0.6
2266,2.8,2.1
2421,2.3,2.8
2468,0.7,1.4
2501,1.5,3.3
3089,0.0,2.0
3495,1.1,3.0
3595,0.5,4.4
2577,0.8,3.8
3817,1.5,2.1
3292,1.4,3.0
2931,0.8,2.8
2879,1.4,1.8
3782,2.7,1.8
2419,1.4,3.1
3920,0.8,1.2
2297,0.1,0.8
3758,1.4,0.1
3322,0.3,1.0
3078,1.9,3.3
3431,2.6,0.9
3383,3.1,1.4
3869,0.8,0.7
2652,2.5,3.2
3756,0.9,0.7
3143,0.7,0.7
2092,0.3,1.8
2415,2.0,1.0
2359,1.5,2.0
3123,0.7,3.8
3464,2.2,2.1
3176,1.0,2.3
3274,0.3,1.2
2807,4.2,2.3
2547,0.7,0.8
2589,0.0,2.0
3307,3.9,3.5
3958,-0.0,2.5
2327,0.3,1.8
3262,0.6,5.0
3726,0.9,1.8
3221,1.0,2.2
2201,2.1,4.2
2339,0.9,1.3
2796,0.7,4.5
2213,0.4,2.6
3563,0.3,2.0
3306,2.6,2.8
2580,1.7,2.1
3827,1.7,2.7
3239,0.9,2.3
2245,1.8,1.5
3592,1.6,0.1
3263,2.0,2.3
2177,2.3,3.1
2401,1.4,4.2
2032,1.4,0.5
3065,1.0,0.7
2202,1.5,0.4
3508,3.1,1.8
2613,1.5,1.5
3398,2.4,2.7
2819,1.4,2.2
2768,2.0,3.2
3258,1.8,1.8
2950,2.0,3.5
2007,2.0,1.4
3474,1.2,2.0
3090,1.4,2.0
3159,0.6,2.8
3872,0.8,1.6
3061,1.5,0.7
3255,0.0,0.5
3737,0.1,1.4
3492,0.6,2.4
2964,1.4,1.4
2695,3.4,2.5
3235,0.6,4.2
2847,3.8,5.2
2596,2.2,1.8
2050,1.9,2.8
3606,1.5,2.9
2407,0.8,1.5
2825,0.1,2.8
2328,0.3,1.9
3413,2.5,2.0
2346,0.3,0.5
2581,0.5,2.0
3964,0.2,1.9
3473,0.1,2.3
3289,3.1,2.4
2267,0.2,0.7
3001,1.9,3.8
3298,2.0,1.8
2278,2.1,2.3
2200,0.7,1.0
2152,1.9,1.9
3360,2.3,3.1
3187,1.1,2.3
3845,0.7,1.0
2821,2.7,0.0
3798,2.6,2.2
2924,0.2,2.4
2539,1.6,3.6
2730,1.9,2.5
3180,2.3,0.8
3842,2.0,1.7
3193,1.5,2.5
3951,1.4,0.6
3228,2.3,3.2
3017,0.9,3.5
3025,0.9,2.8
3059,1.5,1.9
2438,0.0,2.0
2409,0.9,2.1
2400,1.4,1.0
3771,2.3,2.0
2251,-0.0,2.0
2306,0.8,3.0
2042,0.9,0.9
2301,0.2,3.8
3266,0.9,1.8
3033,2.1,1.4
3646,1.1,1.1
3687,0.4,1.7
3252,2.7,4.1
2375,0.7,1.3
2621,1.4,1.8
2151,1.6,3.6
2091,0.0,1.8
3372,1.7,1.8
2857,0.5,2.0
2965,0.0,1.5
3246,1.5,4.9
3849,0.5,2.1
2769,1.6,3.3
3903,-0.0,0.8
3700,1.4,0.4
3231,2.2,3.1
2948,0.3,4.6
3893,2.3,1.3
3482,0.7,0.7
2198,0.8,1.5
2392,0.4,2.1
2293,2.0,1.4
3704,0.9,2.3
3538,0.4,-0.0
3593,1.6,3.3
3679,2.1,3.0
3968,0.8,1.8
3420,1.2,1.1
3363,1.5,1.0
2056,1.6,1.7
3906,1.0,2.5
2624,1.2,1.6
2988,0.5,0.6
3744,2.1,3.1
3213,0.4,1.5
2235,1.3,1.8
3818,0.1,0.7
3587,0.9,2.0
3707,0.3,1.2
