,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,4.0,1.0,0.72251725,11.0,3.0,6.0
2001,3.0,3.0,0.40473187,4.0,5.0,8.0
2002,2.0,2.0,0.2445364,9.0,11.0,10.0
2003,1.0,1.0,0.25317562,5.0,7.0,3.0
2004,2.0,2.0,0.91672325,1.0,2.0,3.0
2005,2.0,1.0,0.20432961,2.0,0.0,4.0
2006,5.0,1.0,0.57479036,2.0,0.0,2.0
2007,1.0,2.0,0.11573303,7.0,5.0,11.0
2008,5.0,0.0,0.54262924,4.0,4.0,5.0
2009,2.0,2.0,0.609105,7.0,0.0,1.0
2010,4.0,0.0,0.72793293,7.0,3.0,5.0
2011,0.0,1.0,0.7868774,5.0,4.0,3.0
2012,4.0,2.0,0.36318445,3.0,1.0,5.0
2013,3.0,0.0,0.65068686,6.0,2.0,3.0
2014,10.0,1.0,0.30023968,8.0,5.0,6.0
2015,3.0,2.0,0.32391906,5.0,4.0,3.0
2016,1.0,3.0,0.8304627,5.0,5.0,2.0
2017,4.0,1.0,0.9256656,0.0,6.0,4.0
2018,6.0,0.0,0.97872055,4.0,2.0,3.0
2019,2.0,0.0,0.78799653,4.0,5.0,5.0
2020,1.0,0.0,0.47222066,5.0,3.0,7.0
2021,2.0,2.0,0.50849783,1.0,8.0,1.0
2022,2.0,3.0,0.12960911,7.0,6.0,1.0
2023,2.0,2.0,0.9571965,3.0,6.0,4.0
2024,0.0,0.0,0.65293527,6.0,3.0,0.0
2025,1.0,0.0,0.55871665,1.0,5.0,3.0
2026,1.0,2.0,0.8583044,4.0,4.0,5.0
2027,0.0,0.0,0.51341486,6.0,0.0,7.0
2028,5.0,1.0,0.48835504,2.0,6.0,5.0
2029,9.0,2.0,0.38332462,3.0,1.0,7.0
2030,5.0,2.0,0.9092654,4.0,10.0,3.0
2031,6.0,0.0,0.8223635,3.0,0.0,5.0
2032,3.0,2.0,0.4233544,3.0,2.0,1.0
2033,1.0,0.0,0.2690289,3.0,1.0,5.0
2034,5.0,0.0,0.60885155,3.0,1.0,2.0
2035,3.0,0.0,0.3725239,3.0,2.0,9.0
2036,7.0,3.0,0.5226028,2.0,5.0,1.0
2037,3.0,0.0,0.46704638,1.0,6.0,4.0
2038,8.0,1.0,0.26895213,5.0,6.0,1.0
2039,1.0,2.0,0.00874567,2.0,3.0,3.0
2040,4.0,0.0,0.8121265,9.0,7.0,4.0
2041,2.0,3.0,0.19705033,7.0,6.0,4.0
2042,2.0,0.0,0.7527597,10.0,1.0,8.0
2043,3.0,1.0,0.7400404,3.0,2.0,4.0
2044,0.0,3.0,0.06811094,4.0,10.0,10.0
2045,1.0,1.0,0.98098886,4.0,5.0,2.0
2046,3.0,3.0,0.60242176,7.0,3.0,3.0
2047,2.0,2.0,0.7103169,5.0,2.0,3.0
2048,7.0,2.0,0.44065917,3.0,0.0,6.0
2049,4.0,1.0,0.53601253,3.0,2.0,8.0
2050,2.0,2.0,0.44212627,2.0,2.0,0.0
2051,3.0,0.0,0.28989947,2.0,2.0,5.0
2052,5.0,0.0,0.46784258,1.0,6.0,2.0
2053,3.0,0.0,0.6952735,1.0,2.0,5.0
2054,1.0,2.0,0.73454726,6.0,0.0,3.0
2055,4.0,1.0,0.28817463,2.0,3.0,2.0
2056,3.0,2.0,0.4522605,3.0,2.0,5.0
2057,2.0,3.0,0.050110817,8.0,4.0,4.0
2058,2.0,2.0,0.7780298,3.0,4.0,2.0
2059,3.0,1.0,0.84886336,5.0,2.0,3.0
2060,1.0,0.0,0.9696244,5.0,6.0,3.0
2061,5.0,0.0,0.7993052,1.0,0.0,2.0
2062,2.0,0.0,0.20145285,1.0,11.0,3.0
2063,4.0,1.0,0.45295203,2.0,5.0,5.0
