,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,5.0,2.0,0.8408127,6.0,6.0,4.0
2001,2.0,0.0,0.77440345,1.0,0.0,1.0
2002,4.0,2.0,0.9727335,0.0,0.0,5.0
2003,4.0,2.0,0.66344273,2.0,0.0,1.0
2004,4.0,0.0,0.66361535,5.0,4.0,4.0
2005,2.0,0.0,0.8257415,4.0,6.0,5.0
2006,4.0,1.0,0.64287996,5.0,0.0,3.0
2007,7.0,2.0,0.6242589,8.0,8.0,4.0
2008,1.0,3.0,0.47297895,6.0,3.0,0.0
2009,4.0,0.0,0.12023854,1.0,1.0,2.0
2010,2.0,2.0,0.25255573,5.0,3.0,9.0
2011,6.0,0.0,0.44701993,2.0,2.0,3.0
2012,4.0,2.0,0.10559988,5.0,5.0,6.0
2013,4.0,0.0,0.53579736,7.0,8.0,1.0
2014,1.0,2.0,0.94840205,5.0,3.0,7.0
2015,6.0,2.0,0.81693196,6.0,6.0,6.0
2016,0.0,2.0,0.43755412,3.0,1.0,4.0
2017,3.0,0.0,0.9609091,4.0,4.0,9.0
2018,2.0,0.0,0.6927866,4.0,1.0,4.0
2019,2.0,0.0,0.9651483,5.0,10.0,8.0
2020,1.0,0.0,0.3067633,11.0,10.0,3.0
2021,3.0,1.0,0.6843778,7.0,9.0,5.0
2022,4.0,0.0,0.4949739,3.0,2.0,10.0
2023,1.0,0.0,0.6801795,2.0,0.0,5.0
2024,2.0,0.0,0.76410794,4.0,4.0,1.0
2025,0.0,2.0,0.84718,2.0,2.0,2.0
2026,0.0,2.0,0.0024516582,5.0,2.0,6.0
2027,1.0,2.0,0.16842353,4.0,4.0,6.0
2028,1.0,3.0,0.9852202,1.0,1.0,2.0
2029,5.0,0.0,0.7975391,3.0,2.0,2.0
2030,2.0,3.0,0.53376865,0.0,0.0,1.0
2031,2.0,2.0,0.24094856,3.0,3.0,1.0
2032,1.0,3.0,0.1748792,3.0,0.0,5.0
2033,4.0,1.0,0.4645288,3.0,1.0,2.0
2034,3.0,2.0,0.11946595,7.0,7.0,5.0
2035,2.0,0.0,0.8215442,7.0,6.0,1.0
2036,2.0,0.0,0.24379992,4.0,2.0,6.0
2037,5.0,0.0,0.7996384,6.0,1.0,1.0
2038,3.0,2.0,0.32110178,6.0,10.0,3.0
2039,5.0,2.0,0.41613817,3.0,3.0,3.0
2040,2.0,0.0,0.8133856,6.0,6.0,7.0
2041,5.0,0.0,0.5708196,4.0,4.0,4.0
2042,5.0,0.0,0.7170358,2.0,2.0,1.0
2043,2.0,2.0,0.07863307,1.0,1.0,2.0
2044,3.0,3.0,0.73897326,4.0,3.0,2.0
2045,1.0,0.0,0.25369453,0.0,1.0,4.0
2046,4.0,2.0,0.18816662,3.0,2.0,5.0
2047,1.0,2.0,0.1729232,3.0,1.0,2.0
2048,6.0,0.0,0.20519662,5.0,3.0,3.0
2049,5.0,2.0,0.66365767,8.0,11.0,5.0
2050,2.0,0.0,0.84305716,3.0,3.0,7.0
2051,2.0,0.0,0.78413904,5.0,3.0,4.0
2052,1.0,0.0,0.3655417,7.0,3.0,8.0
2053,4.0,1.0,0.90630436,6.0,0.0,7.0
2054,2.0,0.0,0.42262328,5.0,1.0,8.0
2055,2.0,2.0,0.7801751,1.0,2.0,7.0
2056,1.0,2.0,0.26036572,3.0,2.0,4.0
2057,5.0,0.0,0.8087324,7.0,10.0,3.0
2058,2.0,0.0,0.2796644,3.0,2.0,4.0
