,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.95,0.95,0.9300000071525574,0.15000000596046448,1.0,0.97,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.019362387352764084, 0.03988183901275072, 1.0082410087690525], [-0.4747154535109114]]",1.0,3.3794999999999997
1,1.0,0.95,0.95,0.20000000298023224,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.019362387352764084, 0.03988183901275072, 1.0082410087690525], [-0.4747154535109114]]",0.5590000152587891,2.2710000000000004
2,1.0,0.95,0.95,0.9300000071525574,0.16500000655651093,0.975,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.019362387352764084, 0.03988183901275072, 1.0082410087690525], [-0.4747154535109114]]",0.9760000109672546,3.0385000000000004
3,1.0,0.95,0.95,0.10499999672174454,0.10000000149011612,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.019362387352764084, 0.03988183901275072, 1.0082410087690525], [-0.4747154535109114]]",0.546999990940094,2.4005
4,1.0,0.95,0.95,0.9549999833106995,0.14000000059604645,1.0,0.99,"[1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.039315452228363405, 0.02671991568420738, 1.0330558990349956], [-0.5254285670572738]]",1.0,3.3805
5,1.0,0.95,0.95,0.2750000059604645,0.20499999821186066,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.039315452228363405, 0.02671991568420738, 1.0330558990349956], [-0.5254285670572738]]",0.6800000071525574,2.2114999999999996
6,1.0,0.95,0.95,0.9100000262260437,0.20499999821186066,0.985,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.039315452228363405, 0.02671991568420738, 1.0330558990349956], [-0.5254285670572738]]",0.9879999160766602,3.2435
7,1.0,0.95,0.95,0.2150000035762787,0.20999999344348907,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.039315452228363405, 0.02671991568420738, 1.0330558990349956], [-0.5254285670572738]]",0.609000027179718,2.1815
8,1.0,0.95,0.95,0.9399999976158142,0.2150000035762787,1.0,0.99,"[1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[-0.03707110414734226, 0.07260587036696113, 0.9297138559954707], [-0.5688511138983511]]",1.0,3.156
9,1.0,0.95,0.95,0.30000001192092896,0.23499999940395355,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[-0.03707110414734226, 0.07260587036696113, 0.9297138559954707], [-0.5688511138983511]]",0.652999997138977,2.327
10,1.0,0.95,0.95,0.9549999833106995,0.20000000298023224,0.995,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[-0.03707110414734226, 0.07260587036696113, 0.9297138559954707], [-0.5688511138983511]]",0.9919999837875366,3.1154999999999995
11,1.0,0.95,0.95,0.1899999976158142,0.17499999701976776,0.98,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[-0.03707110414734226, 0.07260587036696113, 0.9297138559954707], [-0.5688511138983511]]",0.6169999837875366,2.4705
