,years_experience,degree
3809,1.0,1.0
3741,0.0,2.0
3498,1.0,1.0
2501,0.0,3.0
2139,0.0,3.0
2163,0.0,1.0
3789,0.0,3.0
3516,0.0,3.0
2838,0.0,1.0
3901,0.0,2.0
2585,1.0,1.0
3454,0.0,3.0
3528,0.0,2.0
3651,0.0,1.0
2399,3.0,1.0
3229,2.0,0.0
3303,0.0,2.0
2923,0.0,1.0
2609,0.0,2.0
2890,1.0,1.0
3172,1.0,1.0
3233,0.0,3.0
2943,1.0,3.0
2031,0.0,2.0
3359,0.0,1.0
2793,0.0,3.0
3658,0.0,2.0
2107,2.0,0.0
2884,1.0,1.0
2976,0.0,2.0
2717,2.0,0.0
2854,0.0,2.0
2616,2.0,2.0
2784,0.0,2.0
3801,1.0,1.0
3869,0.0,1.0
3332,2.0,0.0
3649,0.0,3.0
3380,0.0,1.0
2514,0.0,1.0
3103,0.0,1.0
2592,2.0,1.0
3347,2.0,0.0
3785,0.0,2.0
3090,1.0,1.0
2541,0.0,2.0
2044,1.0,1.0
3126,0.0,3.0
3200,1.0,1.0
3581,1.0,2.0
3391,0.0,3.0
2374,0.0,2.0
2795,0.0,1.0
3580,1.0,2.0
3771,2.0,0.0
2268,1.0,1.0
2048,1.0,1.0
3089,1.0,1.0
2122,0.0,3.0
3677,1.0,1.0
3895,0.0,1.0
2542,1.0,1.0
2214,0.0,2.0
3669,0.0,1.0
3782,0.0,1.0
3981,1.0,1.0
2394,1.0,3.0
3020,1.0,1.0
2990,0.0,2.0
2499,0.0,2.0
2893,0.0,1.0
3219,0.0,3.0
2740,1.0,1.0
3216,0.0,2.0
2061,2.0,1.0
2439,0.0,2.0
2428,0.0,2.0
2745,1.0,3.0
2483,0.0,2.0
3492,0.0,2.0
3724,0.0,3.0
3525,0.0,1.0
3773,1.0,1.0
2547,0.0,2.0
2931,3.0,1.0
2939,0.0,1.0
2994,0.0,2.0
3596,1.0,1.0
3123,2.0,0.0
2027,0.0,1.0
2468,0.0,1.0
3470,1.0,1.0
3684,0.0,1.0
3594,2.0,2.0
3402,2.0,1.0
2260,0.0,3.0
2642,0.0,2.0
2587,0.0,1.0
2390,1.0,1.0
3930,1.0,3.0
2183,0.0,2.0
3016,0.0,2.0
3872,0.0,3.0
3154,2.0,0.0
3711,2.0,0.0
2040,1.0,1.0
2938,0.0,1.0
2919,0.0,1.0
3224,1.0,1.0
3495,2.0,1.0
2174,0.0,1.0
2722,0.0,2.0
2545,1.0,1.0
3179,0.0,2.0
2731,0.0,2.0
3896,1.0,1.0
3461,0.0,1.0
3820,2.0,0.0
3786,1.0,1.0
3864,2.0,1.0
3526,0.0,3.0
3584,1.0,1.0
2979,1.0,1.0
2577,2.0,1.0
2552,0.0,3.0
2708,1.0,2.0
3389,0.0,2.0
3153,2.0,1.0
2488,1.0,3.0
3254,1.0,1.0
3404,0.0,2.0
2232,0.0,3.0
3906,0.0,3.0
3856,1.0,3.0
3705,2.0,1.0
3666,1.0,1.0
2662,0.0,1.0
3865,1.0,1.0
3799,1.0,2.0
2259,0.0,2.0
3697,0.0,1.0
2572,0.0,1.0
3335,2.0,1.0
3805,0.0,2.0
3437,2.0,0.0
2201,1.0,3.0
3718,0.0,3.0
2833,1.0,3.0
3740,0.0,1.0
2303,1.0,2.0
3638,1.0,3.0
2510,0.0,1.0
3370,0.0,1.0
3942,0.0,1.0
2266,2.0,0.0
3363,2.0,1.0
3364,2.0,0.0
2533,0.0,1.0
2245,0.0,2.0
2578,2.0,0.0
2145,3.0,0.0
3628,2.0,1.0
2046,2.0,0.0
3502,0.0,3.0
2463,1.0,1.0
3194,0.0,2.0
3910,2.0,0.0
3024,1.0,1.0
2166,1.0,1.0
3827,2.0,0.0
3738,1.0,1.0
3015,2.0,2.0
2535,1.0,2.0
2930,1.0,1.0
3215,0.0,1.0
2993,0.0,2.0
3048,2.0,0.0
2346,0.0,3.0
2176,0.0,1.0
2878,0.0,1.0
2862,1.0,2.0
3031,0.0,3.0
2244,0.0,2.0
2989,3.0,1.0
3185,1.0,1.0
2449,0.0,2.0
2804,2.0,0.0
2133,0.0,3.0
3469,1.0,1.0
2834,2.0,1.0
3109,2.0,0.0
3661,0.0,3.0
2561,0.0,2.0
3653,2.0,1.0
2440,1.0,2.0
3694,2.0,1.0
2290,0.0,2.0
2384,0.0,2.0
2456,0.0,3.0
2621,0.0,2.0
