,senior-level_skill
2665,0.0
2042,0.0
2509,0.0
2227,0.0
3402,0.0
3505,0.0
2316,0.0
3922,0.0
2156,0.0
3779,0.0
2394,0.0
3820,0.0
3062,0.0
3663,0.0
3069,0.0
3642,0.0
2540,0.0
2307,0.0
3601,0.0
3161,0.0
2503,0.0
2700,0.0
2905,0.0
2398,0.0
2731,0.0
3821,0.0
2624,0.0
2714,0.0
2686,0.0
3071,0.0
2248,0.0
3200,0.0
2210,0.0
2847,0.0
2293,0.0
3027,0.0
3986,0.0
3410,0.0
3579,0.0
3943,0.0
2911,0.0
2002,0.0
2996,0.0
2898,0.0
2053,0.0
3158,0.0
2520,0.0
2510,0.0
2708,0.0
2505,0.0
2091,0.0
2423,0.0
2231,0.0
2014,0.0
2658,0.0
3624,0.0
3165,0.0
3292,0.0
2873,0.0
3637,0.0
3195,0.0
2871,0.0
3147,0.0
2268,0.0
2963,0.0
3560,0.0
2087,0.0
2250,0.0
3670,0.0
2383,0.0
2753,0.0
3468,0.0
3866,0.0
2106,0.0
3186,0.0
2597,0.0
3944,0.0
2356,0.0
2860,0.0
2830,0.0
2673,0.0
2100,0.0
2899,0.0
3872,0.0
3692,0.0
3924,0.0
3341,0.0
2063,0.0
3122,0.0
3529,0.0
3304,0.0
2881,0.0
2083,0.0
3246,0.0
2011,0.0
2193,0.0
3216,0.0
3010,0.0
2241,0.0
3056,0.0
2592,0.0
2721,0.0
2544,0.0
2429,0.0
2448,0.0
3425,0.0
2652,0.0
3434,0.0
3514,0.0
2827,0.0
3902,0.0
3884,0.0
2030,0.0
2235,0.0
3799,0.0
2201,0.0
2104,0.0
2703,0.0
3635,0.0
3205,0.0
3333,0.0
3263,0.0
3679,0.0
3124,0.0
2618,0.0
2469,0.0
2796,0.0
2444,0.0
2726,0.0
3429,0.0
2207,0.0
2836,0.0
3215,0.0
2213,0.0
2493,0.0
2165,0.0
3446,0.0
3381,0.0
3737,0.0
3508,0.0
2869,0.0
2614,0.0
2186,0.0
2198,0.0
2046,0.0
3910,0.0
2055,0.0
2152,0.0
3447,0.0
3838,0.0
2932,0.0
2180,0.0
3401,0.0
3001,0.0
3101,0.0
3822,0.0
3546,0.0
3428,0.0
2203,0.0
2629,0.0
2874,0.0
2285,0.0
2302,0.0
3558,0.0
2662,0.0
2995,0.0
2420,0.0
3098,0.0
2783,0.0
3452,0.0
2684,0.0
2755,0.0
3920,0.0
3268,0.0
3082,0.0
3236,0.0
3239,0.0
2737,0.0
3594,0.0
2406,0.0
2178,0.0
2107,0.0
2641,0.0
3548,0.0
3074,0.0
3988,0.0
3857,0.0
2537,0.0
2765,0.0
3640,0.0
3622,0.0
2734,0.0
2009,0.0
2266,0.0
2916,0.0
3717,0.0
3060,0.0
2037,0.0
3771,0.0
3590,0.0
