,y_hat
2684,False
2933,False
3884,False
2586,False
3817,False
2945,False
3228,False
2482,False
2670,False
2242,False
3958,False
2950,False
3729,False
3020,False
2476,False
2523,False
2196,False
2313,False
3239,False
2741,False
2444,False
2379,False
3649,False
3219,False
2175,False
2142,False
3349,False
3683,False
3784,False
2840,False
3109,False
3312,False
3254,False
3873,False
3368,False
2110,False
2264,False
2757,False
3612,False
3956,False
2203,False
2202,False
2341,False
2183,False
3386,False
2103,False
2015,False
3237,False
2589,False
2796,False
2804,False
2666,False
3399,False
3287,False
2208,False
3201,False
2858,False
2140,False
3998,False
3329,False
2725,False
2642,False
3648,False
3809,False
2215,False
2805,False
3985,False
3721,False
2504,False
3869,False
3625,False
2457,False
3379,False
2849,False
3807,False
2260,False
2609,False
3832,False
3858,False
3019,False
2054,False
3633,False
3108,False
2197,False
2487,False
2966,False
3433,False
3029,False
3767,False
2569,False
2201,False
3175,False
3619,False
3795,False
2244,False
3864,False
2299,False
3113,False
3507,False
2777,False
2287,False
2980,False
2898,False
2818,False
3996,False
3421,False
3806,False
2431,False
2088,False
2249,False
2097,False
3908,False
2737,False
3810,False
3677,False
3917,False
2701,False
2493,False
2298,False
2133,False
3604,False
2652,False
2128,False
2137,False
3758,False
2481,False
2396,False
3644,False
3112,False
2848,False
3348,False
3580,False
2890,False
2316,False
2970,False
3686,False
2503,False
2808,False
2078,False
2261,False
2437,False
2371,False
2584,False
3072,False
3458,False
3983,False
2614,False
3825,False
3945,False
2749,False
2236,False
2094,False
3427,False
3570,False
3092,False
2180,False
3384,False
2583,False
2448,False
3457,False
2712,False
2466,False
2799,False
2362,False
2075,False
3694,False
3814,False
3059,False
3033,False
2490,False
2365,False
3739,False
3297,False
2290,False
2911,False
3613,False
3843,False
2806,False
2578,False
3504,False
2076,False
3631,False
2520,False
2139,False
3925,False
3510,False
3408,False
2878,False
3941,False
2499,False
3101,False
3225,False
3195,False
3404,False
3332,False
2439,False
3097,False
2082,False
2758,False
2754,False
