,senior-level_skill
2433,0.0
3973,0.0
3204,0.0
3595,0.0
2794,0.0
2498,0.0
2568,0.0
3338,0.0
2343,0.0
2903,0.0
2607,0.0
3524,0.0
2600,0.0
2563,0.0
3671,0.0
2508,0.0
3849,0.0
3917,0.0
3654,0.0
2086,0.0
3813,0.0
3436,0.0
3653,0.0
3251,0.0
3100,0.0
3577,0.0
3963,0.0
2575,0.0
2716,0.0
3358,0.0
3904,0.0
3796,0.0
2722,0.0
3604,0.0
2115,0.0
3001,0.0
2138,0.0
2825,0.0
2780,0.0
3741,0.0
2326,0.0
3522,0.0
3042,0.0
3720,0.0
3415,0.0
3719,0.0
2995,0.0
3769,0.0
2570,0.0
3734,0.0
3473,0.0
2436,0.0
3959,0.0
2165,0.0
3888,0.0
2533,0.0
3258,0.0
3620,0.0
3366,0.0
3333,0.0
2968,0.0
2662,0.0
3549,0.0
3859,0.0
2827,0.0
3883,0.0
2091,0.0
3243,0.0
2684,0.0
3716,0.0
2119,0.0
2405,0.0
2404,0.0
2370,0.0
3540,0.0
3923,0.0
3237,0.0
2150,0.0
3015,0.0
3192,0.0
2816,0.0
3655,0.0
2704,0.0
3125,0.0
3527,0.0
2421,0.0
3743,0.0
2297,0.0
3930,0.0
3574,0.0
2696,0.0
3084,0.0
3474,0.0
2654,0.0
3377,0.0
3751,0.0
2499,0.0
3009,0.0
2860,0.0
3178,0.0
2451,0.0
2279,0.0
2966,0.0
3057,0.0
2715,0.0
3740,0.0
2937,0.0
3058,0.0
2113,0.0
2624,0.0
3467,0.0
3638,0.0
2768,0.0
2633,0.0
2172,0.0
3542,0.0
3381,0.0
3567,0.0
2913,0.0
3943,0.0
2501,0.0
3503,0.0
3937,0.0
3783,0.0
3965,0.0
3066,0.0
2620,0.0
2354,0.0
3518,0.0
2612,0.0
2748,0.0
2656,0.0
2850,0.0
3971,0.0
2744,0.0
3651,0.0
2386,0.0
3953,0.0
2638,0.0
2512,0.0
3223,0.0
3668,0.0
3824,0.0
2058,0.0
2329,0.0
3501,0.0
3814,0.0
2010,0.0
2476,0.0
2532,0.0
2103,0.0
3565,0.0
2954,0.0
3550,0.0
3492,0.0
2788,0.0
3451,0.0
2598,0.0
3329,0.0
3995,0.0
3880,0.0
3026,0.0
3083,0.0
3229,0.0
2022,0.0
2303,0.0
2430,0.0
2062,0.0
3747,0.0
2912,0.0
2270,0.0
2012,0.0
2531,0.0
2902,0.0
3161,0.0
2900,0.0
2823,0.0
2076,0.0
2672,0.0
3011,0.0
3972,0.0
3975,0.0
2529,0.0
2152,0.0
3156,0.0
3319,0.0
2291,0.0
2890,0.0
3362,0.0
3682,0.0
2667,0.0
3305,0.0
2701,0.0
3584,0.0
3295,0.0
2910,0.0
3906,0.0
3007,0.0
2395,0.0
3909,0.0
