,y_hat
3209,False
3595,False
3529,False
3599,False
2096,False
2934,False
3144,False
2663,False
2010,False
3965,False
2358,False
2687,False
2629,False
3686,False
2649,False
2690,False
2266,False
3998,False
2515,False
2969,False
2488,False
2172,False
2041,False
3428,False
3831,False
2193,False
2939,False
2246,False
3367,False
2738,False
3791,False
3323,False
3883,False
2301,False
3763,False
3274,False
2444,False
3986,False
3127,False
2671,False
3954,False
2443,False
2496,False
3884,False
2905,False
2757,False
2842,False
3497,False
2436,False
2795,False
3040,False
3827,False
3653,False
3810,False
3936,False
2478,False
3771,False
3384,False
3826,False
2606,False
3063,False
3305,False
3662,False
3843,False
2970,False
2808,False
3049,False
2622,False
3951,False
2682,False
3454,False
2249,False
2181,False
2786,False
2543,False
2037,False
2453,False
2286,False
2224,False
3131,False
2720,False
3676,False
2274,False
3913,False
3257,False
2133,False
2388,False
2637,False
2886,False
3216,False
3484,False
2541,False
3533,False
2350,False
2349,False
2942,False
2230,False
3563,False
3990,False
3917,False
3161,False
2019,False
2127,False
2330,False
3405,False
2968,False
3448,False
2463,False
3365,False
3756,False
3636,False
2320,False
3026,False
3236,False
3339,False
3045,False
2674,False
2856,False
3106,False
3869,False
2215,False
3627,False
3744,False
3348,False
3610,False
3953,False
2082,False
2124,False
3474,False
2113,False
3684,False
2709,False
2904,False
2796,False
3340,False
2944,False
3451,False
2175,False
3320,False
2609,False
2411,False
2036,False
3429,False
3658,False
3988,False
2639,False
2268,False
3989,False
2612,False
2068,False
3571,False
2465,False
2467,False
2730,False
2828,False
3215,False
3692,False
2993,False
2188,False
2580,False
3242,False
2753,False
2435,False
3227,False
3033,False
2806,False
2016,False
2426,False
2101,False
3050,False
3934,False
3381,False
2251,False
3356,False
3085,False
3748,False
2850,False
2316,False
3721,False
2576,False
2372,False
2112,False
3201,False
2589,False
2367,False
2865,False
3976,False
2469,False
2282,False
3935,False
2726,False
2278,False
2978,False
3488,False
2448,False
3489,False
2338,False
3022,False
2053,False
3565,False
