,senior-level_skill
3675,1.0
2607,1.0
3369,1.0
3267,1.0
3441,1.0
2289,1.0
2859,1.0
3024,1.0
3778,1.0
2986,1.0
2330,1.0
2760,1.0
2527,1.0
3791,1.0
3554,1.0
3729,1.0
2355,1.0
2960,1.0
2372,1.0
3814,1.0
2415,1.0
2266,1.0
2079,1.0
3632,1.0
2821,1.0
3739,1.0
3150,1.0
2392,1.0
2176,1.0
2812,1.0
3486,1.0
3222,1.0
3041,1.0
2349,1.0
2649,1.0
2272,1.0
2957,1.0
3282,1.0
3524,0.0
3577,1.0
3451,1.0
2006,1.0
3283,1.0
2885,1.0
3586,1.0
3410,1.0
3559,1.0
2370,1.0
3949,1.0
3049,1.0
3903,0.0
3990,1.0
3174,1.0
2168,1.0
3910,1.0
3934,1.0
2686,1.0
2741,1.0
3032,1.0
3459,1.0
3383,1.0
3622,1.0
3670,1.0
2683,1.0
2407,1.0
3822,1.0
3230,1.0
2733,1.0
3526,1.0
2417,1.0
3249,1.0
3120,1.0
2655,1.0
2594,1.0
2257,1.0
3820,1.0
2120,1.0
2777,1.0
3115,1.0
3438,1.0
2953,1.0
3704,1.0
2309,1.0
3962,1.0
2976,1.0
2866,0.0
3966,1.0
3078,1.0
2925,1.0
2062,1.0
2234,1.0
3735,1.0
2008,1.0
3567,1.0
2467,1.0
3107,1.0
3858,1.0
3374,1.0
2166,1.0
2097,1.0
3692,1.0
3478,1.0
2914,1.0
2826,1.0
3503,1.0
2861,1.0
2987,1.0
3658,1.0
2439,1.0
3256,1.0
3896,1.0
3059,1.0
3475,1.0
2387,1.0
2427,1.0
2444,1.0
3905,1.0
3264,1.0
3439,1.0
3885,1.0
3038,1.0
3998,1.0
2276,1.0
2682,1.0
2323,1.0
3724,1.0
2354,1.0
2635,1.0
2369,1.0
2206,1.0
2544,1.0
2917,1.0
3634,1.0
3045,1.0
3099,1.0
2656,1.0
3997,1.0
2425,1.0
3101,1.0
3830,1.0
3689,1.0
2876,1.0
3126,1.0
3065,1.0
2160,1.0
2051,1.0
3240,1.0
3016,1.0
2644,1.0
3988,1.0
3713,1.0
3093,1.0
3861,1.0
3231,1.0
2696,1.0
3968,1.0
3135,1.0
3185,1.0
3397,1.0
2406,1.0
3676,1.0
2321,1.0
3208,1.0
3138,1.0
3594,1.0
2731,1.0
3321,1.0
3375,1.0
2623,1.0
3371,1.0
2000,1.0
3428,1.0
2721,1.0
3646,1.0
2327,1.0
2937,1.0
3307,1.0
3206,1.0
2065,1.0
2573,1.0
2520,1.0
2267,1.0
3445,1.0
3091,1.0
2450,1.0
3073,1.0
3964,1.0
2245,1.0
3615,1.0
3117,1.0
3534,1.0
3582,1.0
3216,1.0
2377,1.0
3212,1.0
2144,1.0
2107,1.0
3294,1.0
2567,1.0
3125,1.0
