,years_experience,degree
3142,1.0,2.0
3944,0.0,2.0
3777,0.0,3.0
2913,0.0,1.0
2220,2.0,0.0
3383,0.0,1.0
2519,0.0,1.0
3628,0.0,1.0
2597,1.0,1.0
3829,0.0,1.0
2811,0.0,1.0
3715,1.0,1.0
3347,0.0,2.0
3405,0.0,3.0
3070,3.0,0.0
3639,0.0,3.0
3159,0.0,3.0
3127,1.0,0.0
3640,1.0,1.0
2975,2.0,1.0
2888,0.0,2.0
3262,0.0,2.0
3853,0.0,3.0
2731,1.0,1.0
3220,0.0,1.0
2400,3.0,0.0
2892,1.0,1.0
3382,0.0,1.0
2381,0.0,2.0
2470,2.0,1.0
2455,0.0,2.0
3033,1.0,0.0
3388,1.0,0.0
3883,0.0,3.0
3269,0.0,1.0
3842,0.0,1.0
3195,0.0,2.0
2376,0.0,3.0
2433,0.0,3.0
3981,1.0,0.0
2025,0.0,3.0
2176,0.0,3.0
3566,0.0,1.0
3636,2.0,1.0
3896,1.0,0.0
2718,1.0,1.0
3729,0.0,1.0
3878,2.0,1.0
3870,1.0,1.0
2450,2.0,0.0
2516,0.0,3.0
3108,2.0,0.0
3199,1.0,1.0
3840,0.0,1.0
2367,0.0,1.0
3792,1.0,0.0
2854,1.0,0.0
3214,0.0,3.0
2211,0.0,1.0
2245,1.0,1.0
2790,1.0,0.0
3403,0.0,3.0
2193,2.0,1.0
3320,0.0,1.0
3064,0.0,1.0
2255,0.0,3.0
3795,2.0,0.0
3796,1.0,1.0
3991,0.0,2.0
3546,1.0,1.0
3816,0.0,2.0
3999,0.0,3.0
3788,0.0,2.0
2278,2.0,0.0
3807,0.0,1.0
2542,0.0,1.0
2182,2.0,0.0
3789,0.0,3.0
2440,0.0,3.0
2880,0.0,1.0
2715,0.0,1.0
2309,0.0,1.0
3918,0.0,1.0
2678,2.0,0.0
3922,0.0,2.0
2084,0.0,1.0
3849,1.0,1.0
2847,0.0,1.0
3712,0.0,1.0
2828,1.0,0.0
2252,1.0,0.0
2147,0.0,2.0
2426,1.0,0.0
3189,2.0,0.0
3649,0.0,3.0
3701,1.0,1.0
3077,0.0,1.0
3961,0.0,3.0
3497,1.0,2.0
2622,0.0,3.0
2659,0.0,2.0
2528,1.0,1.0
3400,1.0,1.0
3051,1.0,1.0
2116,2.0,0.0
2345,0.0,1.0
3882,2.0,1.0
3446,0.0,1.0
2779,0.0,3.0
2787,0.0,3.0
3726,1.0,0.0
3335,0.0,3.0
3076,0.0,2.0
3731,1.0,0.0
2140,1.0,1.0
3385,1.0,1.0
2190,0.0,3.0
3740,1.0,0.0
2896,0.0,3.0
3436,2.0,0.0
3354,0.0,1.0
2733,2.0,1.0
2835,0.0,1.0
3753,2.0,0.0
3989,1.0,1.0
3742,1.0,1.0
3709,0.0,2.0
3420,3.0,0.0
3893,1.0,1.0
2344,0.0,1.0
2706,0.0,3.0
3508,0.0,3.0
3444,2.0,1.0
2875,3.0,0.0
2908,1.0,1.0
2249,0.0,3.0
2808,0.0,1.0
3014,1.0,0.0
2745,0.0,1.0
2904,3.0,0.0
3381,0.0,1.0
2241,1.0,0.0
3207,0.0,3.0
2047,0.0,2.0
2983,2.0,1.0
2525,1.0,0.0
2272,1.0,1.0
2175,0.0,3.0
3498,0.0,3.0
2317,0.0,1.0
3257,1.0,1.0
3525,0.0,2.0
2203,0.0,2.0
2202,0.0,3.0
3452,0.0,2.0
3601,0.0,3.0
3107,0.0,1.0
2207,2.0,0.0
3242,1.0,0.0
2449,1.0,0.0
2583,0.0,3.0
2214,0.0,2.0
2970,0.0,1.0
3122,1.0,0.0
2217,0.0,3.0
2271,1.0,1.0
3518,0.0,1.0
3578,1.0,1.0
2581,0.0,1.0
3017,2.0,1.0
2843,2.0,0.0
3892,0.0,3.0
3342,1.0,0.0
2665,0.0,2.0
3569,0.0,1.0
2907,0.0,1.0
3921,0.0,3.0
3637,0.0,2.0
2428,0.0,3.0
3136,2.0,0.0
3573,0.0,3.0
3161,0.0,3.0
2973,0.0,1.0
2768,0.0,3.0
3734,0.0,1.0
3536,0.0,1.0
2932,1.0,1.0
2331,0.0,2.0
2944,1.0,0.0
2703,0.0,1.0
2633,0.0,1.0
3463,2.0,1.0
3517,1.0,2.0
3466,1.0,0.0
2092,0.0,1.0
2122,0.0,2.0
3772,0.0,3.0
3823,0.0,3.0
2467,1.0,0.0
3803,0.0,1.0
