,senior-level_skill
2914,0.0
2405,0.0
3738,0.0
2832,0.0
3351,0.0
3901,0.0
2289,0.0
3777,0.0
2666,0.0
2443,0.0
2645,0.0
3190,0.0
2140,0.0
2027,0.0
2775,0.0
3011,0.0
2205,0.0
3120,0.0
2372,0.0
3362,0.0
3655,0.0
3863,0.0
3539,0.0
2283,0.0
2109,0.0
2047,0.0
2668,0.0
2515,0.0
2036,0.0
3105,0.0
2541,0.0
3838,0.0
2760,0.0
3113,0.0
3259,0.0
3008,0.0
2816,0.0
3862,0.0
2954,0.0
2309,0.0
2711,0.0
2916,0.0
3920,0.0
2382,0.0
3596,0.0
2032,0.0
3340,0.0
3266,0.0
2860,0.0
2141,0.0
2864,0.0
3850,0.0
3889,0.0
2410,0.0
3102,0.0
3534,0.0
2552,0.0
3735,0.0
3606,0.0
2237,0.0
3875,0.0
2677,0.0
3984,0.0
2373,0.0
2224,0.0
3456,0.0
2919,0.0
2904,0.0
3706,0.0
3988,0.0
2041,0.0
3437,0.0
2739,0.0
2693,0.0
3296,0.0
2961,0.0
3322,0.0
2105,0.0
3658,0.0
3173,0.0
2245,0.0
2381,0.0
3072,0.0
2964,0.0
3888,0.0
3995,0.0
2722,0.0
2427,0.0
3623,0.0
2976,0.0
3285,0.0
3210,0.0
3300,0.0
2062,0.0
2083,0.0
3634,0.0
2031,0.0
3975,0.0
3464,0.0
2644,0.0
3295,0.0
3557,0.0
2295,0.0
3324,0.0
2175,0.0
2675,0.0
3976,0.0
3365,0.0
3415,0.0
2308,0.0
3799,0.0
3730,0.0
2555,0.0
2284,0.0
3878,0.0
2376,0.0
3336,0.0
3263,0.0
2086,0.0
2915,0.0
2445,0.0
2060,0.0
3233,0.0
3124,0.0
3284,0.0
3504,0.0
3010,0.0
3398,0.0
2536,0.0
3053,0.0
2387,0.0
3922,0.0
2429,0.0
3753,0.0
3605,0.0
3352,0.0
3315,0.0
3103,0.0
2594,0.0
3793,0.0
2801,0.0
2370,0.0
2653,0.0
2747,0.0
2710,0.0
2908,0.0
2853,0.0
2009,0.0
2584,0.0
2392,0.0
3059,0.0
2088,0.0
3235,0.0
2200,0.0
3166,0.0
2186,0.0
2112,0.0
2943,0.0
3489,0.0
3169,0.0
3721,0.0
3396,0.0
3361,0.0
2679,0.0
2258,0.0
3140,0.0
2215,0.0
2243,0.0
3617,0.0
2756,0.0
3153,0.0
2840,0.0
3522,0.0
2719,0.0
3562,0.0
2075,0.0
3023,0.0
2098,0.0
2304,0.0
3371,0.0
3481,0.0
3212,0.0
2664,0.0
3304,0.0
2893,0.0
2068,0.0
2579,0.0
2546,0.0
3335,0.0
3571,0.0
3439,0.0
3479,0.0
3359,0.0
2538,0.0
2752,0.0
3158,0.0
3403,0.0
3514,0.0
3160,0.0
2742,0.0
