,years_experience,degree,nr_commits,nr_languages,nr_stars
2429,1.0,2.0,849.0,0.0,4.0
2930,0.0,0.0,848.0,4.0,8.0
3351,2.0,0.0,854.0,6.0,2.0
2788,3.0,1.0,852.0,3.0,12.0
3724,3.0,0.0,848.0,2.0,3.0
2318,1.0,0.0,847.0,6.0,12.0
3338,3.0,0.0,850.0,12.0,4.0
2566,3.0,0.0,1855.0,6.0,4.0
3968,0.0,0.0,848.0,2.0,2.0
3883,1.0,0.0,847.0,0.0,6.0
3060,2.0,0.0,1853.0,5.0,3.0
2972,2.0,0.0,849.0,6.0,4.0
2755,1.0,1.0,848.0,4.0,9.0
3992,1.0,1.0,847.0,3.0,2.0
3875,1.0,2.0,849.0,3.0,4.0
3178,1.0,1.0,847.0,3.0,5.0
2830,0.0,0.0,849.0,7.0,4.0
2208,2.0,1.0,850.0,5.0,1.0
2104,1.0,2.0,851.0,4.0,1.0
2741,0.0,2.0,1.0,6.0,12.0
2711,3.0,0.0,1856.0,0.0,1.0
3042,2.0,0.0,852.0,8.0,2.0
2958,2.0,0.0,846.0,3.0,4.0
3614,2.0,0.0,854.0,1.0,7.0
2954,3.0,0.0,1864.0,5.0,1.0
2076,3.0,0.0,1859.0,8.0,2.0
3463,3.0,0.0,855.0,6.0,5.0
2694,3.0,0.0,858.0,3.0,4.0
2995,0.0,2.0,849.0,0.0,2.0
2656,1.0,1.0,847.0,3.0,1.0
2537,2.0,1.0,855.0,2.0,4.0
2232,1.0,1.0,848.0,4.0,4.0
3993,3.0,0.0,848.0,3.0,4.0
2915,1.0,0.0,849.0,0.0,8.0
3019,1.0,0.0,843.0,5.0,3.0
2497,1.0,0.0,849.0,2.0,8.0
3660,1.0,0.0,852.0,1.0,4.0
3588,2.0,0.0,853.0,2.0,3.0
3355,1.0,1.0,849.0,0.0,7.0
3022,1.0,1.0,855.0,1.0,2.0
2220,2.0,0.0,848.0,3.0,5.0
2751,1.0,0.0,850.0,2.0,4.0
3404,1.0,2.0,845.0,1.0,0.0
2212,2.0,0.0,845.0,1.0,6.0
3391,1.0,0.0,848.0,3.0,7.0
2150,1.0,1.0,852.0,6.0,4.0
3799,1.0,0.0,853.0,0.0,2.0
2325,3.0,0.0,1858.0,5.0,6.0
3469,2.0,1.0,848.0,9.0,5.0
3020,1.0,0.0,849.0,6.0,9.0
3303,1.0,2.0,849.0,3.0,6.0
3837,3.0,0.0,849.0,7.0,8.0
3046,0.0,2.0,851.0,0.0,3.0
3226,4.0,0.0,1857.0,2.0,9.0
2327,2.0,1.0,844.0,0.0,4.0
3997,3.0,0.0,1855.0,9.0,5.0
2527,0.0,1.0,849.0,2.0,2.0
3546,1.0,0.0,847.0,11.0,3.0
2764,0.0,1.0,846.0,7.0,5.0
2370,2.0,1.0,850.0,0.0,4.0
2844,0.0,0.0,852.0,2.0,3.0
2610,3.0,0.0,854.0,13.0,9.0
3648,3.0,0.0,849.0,2.0,3.0
3272,2.0,0.0,850.0,3.0,3.0
3419,0.0,2.0,845.0,1.0,7.0
3949,1.0,0.0,845.0,4.0,3.0
2008,3.0,0.0,847.0,6.0,5.0
2331,3.0,0.0,1856.0,5.0,3.0
3906,2.0,1.0,852.0,4.0,3.0
2463,2.0,0.0,849.0,4.0,5.0
3410,1.0,2.0,842.0,2.0,8.0
2944,0.0,2.0,844.0,2.0,2.0
3265,0.0,0.0,844.0,2.0,1.0
2268,2.0,0.0,845.0,6.0,2.0
3072,1.0,0.0,850.0,1.0,3.0
2347,2.0,0.0,849.0,2.0,7.0
2824,3.0,0.0,1859.0,0.0,3.0
2558,4.0,0.0,1864.0,1.0,2.0
2321,3.0,0.0,851.0,5.0,0.0
2371,2.0,0.0,1862.0,1.0,1.0
2479,1.0,1.0,849.0,1.0,0.0
2385,2.0,0.0,848.0,5.0,9.0
2428,1.0,1.0,850.0,1.0,2.0
3311,2.0,0.0,853.0,10.0,3.0
2506,2.0,0.0,850.0,5.0,1.0
2947,1.0,0.0,850.0,4.0,9.0
2571,2.0,0.0,851.0,10.0,13.0
2254,3.0,0.0,1861.0,9.0,5.0
2638,2.0,0.0,850.0,2.0,6.0
2153,2.0,1.0,846.0,0.0,1.0
3170,3.0,0.0,855.0,5.0,6.0
2575,0.0,2.0,843.0,3.0,5.0
3284,1.0,1.0,846.0,1.0,7.0
3186,2.0,0.0,849.0,3.0,3.0
3436,3.0,0.0,1858.0,8.0,6.0
2660,2.0,1.0,850.0,4.0,2.0
2770,1.0,1.0,851.0,13.0,1.0
3221,2.0,0.0,845.0,0.0,3.0
2760,1.0,1.0,849.0,9.0,4.0
2739,2.0,0.0,849.0,5.0,4.0
3937,3.0,0.0,847.0,3.0,3.0
2299,1.0,0.0,852.0,11.0,6.0
3134,3.0,0.0,1859.0,5.0,9.0
3369,1.0,1.0,846.0,4.0,2.0
2654,0.0,0.0,851.0,4.0,3.0
2941,2.0,1.0,848.0,4.0,4.0
2910,3.0,0.0,841.0,1.0,4.0
2603,0.0,0.0,846.0,1.0,5.0
2401,0.0,0.0,851.0,4.0,2.0
2923,3.0,0.0,850.0,7.0,9.0
2030,2.0,0.0,849.0,7.0,10.0
2983,3.0,0.0,1864.0,2.0,4.0
3970,2.0,1.0,852.0,6.0,1.0
2801,2.0,1.0,853.0,5.0,1.0
2487,0.0,0.0,843.0,8.0,3.0
2724,2.0,0.0,845.0,2.0,4.0
2333,1.0,0.0,845.0,10.0,1.0
3507,1.0,1.0,845.0,4.0,15.0
2746,3.0,0.0,1859.0,2.0,3.0
3785,1.0,2.0,855.0,7.0,1.0
2728,1.0,0.0,851.0,3.0,3.0
2206,3.0,0.0,855.0,1.0,0.0
2569,0.0,2.0,851.0,4.0,8.0
3574,0.0,2.0,852.0,9.0,3.0
3917,2.0,0.0,849.0,0.0,3.0
2024,2.0,1.0,1857.0,6.0,2.0
3711,1.0,0.0,847.0,5.0,3.0
2723,2.0,0.0,849.0,1.0,2.0
3751,0.0,2.0,846.0,8.0,6.0
2789,1.0,0.0,844.0,3.0,3.0
2061,1.0,1.0,851.0,3.0,1.0
2053,0.0,2.0,848.0,6.0,2.0
3432,0.0,0.0,851.0,14.0,4.0
3167,2.0,0.0,847.0,5.0,4.0
2350,1.0,1.0,845.0,0.0,1.0
3752,0.0,0.0,850.0,2.0,1.0
3194,1.0,2.0,848.0,1.0,10.0
2113,2.0,0.0,854.0,4.0,6.0
3119,0.0,0.0,852.0,0.0,2.0
3956,1.0,0.0,849.0,4.0,1.0
3234,2.0,0.0,848.0,5.0,7.0
2041,3.0,0.0,1857.0,2.0,3.0
2317,1.0,2.0,846.0,1.0,4.0
2776,2.0,0.0,1853.0,6.0,4.0
3792,0.0,1.0,850.0,6.0,2.0
2809,0.0,0.0,846.0,7.0,9.0
2726,2.0,1.0,1854.0,6.0,0.0
2196,0.0,0.0,844.0,3.0,4.0
2503,0.0,2.0,859.0,0.0,2.0
3944,3.0,0.0,1857.0,2.0,5.0
2042,1.0,1.0,846.0,1.0,6.0
2494,2.0,0.0,1855.0,4.0,11.0
3477,2.0,0.0,846.0,5.0,3.0
2650,1.0,0.0,851.0,1.0,6.0
3802,1.0,1.0,850.0,2.0,0.0
3237,2.0,0.0,1859.0,5.0,1.0
3195,1.0,1.0,848.0,6.0,2.0
3866,2.0,0.0,851.0,2.0,5.0
3920,2.0,2.0,852.0,10.0,1.0
2406,1.0,2.0,848.0,5.0,6.0
3342,0.0,0.0,845.0,9.0,3.0
3258,0.0,0.0,847.0,7.0,2.0
3356,0.0,2.0,4.0,12.0,12.0
3972,3.0,0.0,1858.0,9.0,1.0
2460,1.0,1.0,852.0,6.0,4.0
3297,3.0,0.0,852.0,5.0,4.0
3770,0.0,1.0,845.0,5.0,0.0
3637,2.0,1.0,851.0,2.0,1.0
3453,2.0,1.0,850.0,22.0,2.0
3727,1.0,1.0,842.0,0.0,5.0
2388,3.0,0.0,1857.0,4.0,7.0
3629,2.0,0.0,849.0,0.0,2.0
3915,3.0,0.0,844.0,2.0,8.0
2002,4.0,0.0,1857.0,13.0,6.0
2379,0.0,0.0,844.0,5.0,4.0
3926,3.0,0.0,1859.0,9.0,2.0
2525,2.0,0.0,851.0,0.0,3.0
3263,0.0,2.0,849.0,3.0,1.0
3548,1.0,1.0,848.0,1.0,3.0
2136,1.0,1.0,850.0,4.0,9.0
2658,0.0,2.0,851.0,6.0,5.0
2547,1.0,0.0,852.0,6.0,2.0
3975,2.0,0.0,850.0,8.0,3.0
3049,3.0,0.0,853.0,2.0,1.0
3774,1.0,1.0,842.0,1.0,4.0
2173,2.0,1.0,848.0,1.0,0.0
2908,1.0,0.0,851.0,0.0,8.0
3327,2.0,0.0,850.0,5.0,3.0
2126,0.0,1.0,849.0,11.0,1.0
2060,3.0,0.0,1858.0,8.0,4.0
2122,1.0,0.0,847.0,0.0,0.0
2688,2.0,0.0,848.0,4.0,5.0
3641,4.0,0.0,847.0,13.0,4.0
2230,2.0,1.0,849.0,6.0,6.0
2903,2.0,0.0,1857.0,10.0,7.0
3705,2.0,0.0,853.0,5.0,10.0
2483,1.0,0.0,845.0,2.0,9.0
3963,3.0,0.0,851.0,6.0,1.0
2721,0.0,2.0,846.0,3.0,3.0
3457,2.0,0.0,847.0,3.0,1.0
