,x1,x2
2465,0.6,4.5
3488,2.6,3.5
3314,2.3,2.0
2835,1.6,1.5
3794,0.9,3.5
3967,2.6,1.5
3409,1.0,0.0
3008,2.6,2.5
3947,1.2,2.1
2517,1.9,3.1
2361,1.0,0.3
3550,0.3,2.0
2399,1.0,3.8
2964,3.5,3.1
2010,0.5,1.3
2393,1.4,2.3
3620,2.3,1.9
2165,1.2,1.5
2648,2.9,1.3
2005,1.8,2.3
3293,2.1,1.5
2189,1.3,1.6
3308,0.7,1.8
3154,1.4,4.7
3331,2.0,3.0
3351,1.3,1.4
3921,0.8,1.9
2120,2.0,2.3
3704,0.8,2.5
2613,0.7,2.7
3951,3.1,2.1
2680,2.0,2.8
2630,1.0,1.7
2301,0.7,2.5
2514,2.0,2.3
2318,1.8,3.6
3260,1.7,0.7
2951,1.8,2.6
2732,2.4,0.7
3305,1.5,2.9
2408,2.0,0.2
3544,1.8,1.9
2626,2.1,3.4
2426,1.3,1.7
3971,1.1,1.8
3306,0.6,3.2
3935,1.6,3.1
2670,2.1,3.0
3182,0.5,2.3
3234,2.0,1.2
2001,2.1,2.2
2785,1.2,2.1
2148,0.6,2.9
2941,1.0,1.8
3345,2.2,1.6
2389,0.7,1.8
3746,0.4,1.3
2734,2.1,4.3
3336,0.9,2.8
2354,1.3,4.0
2190,2.3,3.0
3117,1.6,1.5
3309,0.3,2.2
2328,1.0,3.1
3193,3.6,2.2
2542,2.2,2.8
2369,2.7,2.4
2997,1.6,1.3
2966,1.6,1.7
3712,3.1,1.1
3329,0.6,1.3
2374,1.5,2.7
2287,2.2,2.4
2181,1.9,1.8
3410,1.3,2.4
2913,1.8,2.3
3900,0.2,4.6
3808,2.1,3.0
3802,2.1,0.5
3952,0.2,3.3
2730,1.7,3.6
3453,1.0,0.4
3015,2.2,1.7
3054,2.2,1.3
2710,2.3,3.5
3904,1.1,0.9
2293,2.0,0.4
3825,3.2,3.2
2844,0.9,2.1
2735,2.4,2.5
2720,1.5,0.7
2177,1.5,1.8
3829,1.3,1.8
2467,0.5,0.8
3942,0.7,1.9
3319,2.5,3.2
2875,0.3,0.7
3899,1.5,4.0
3156,1.7,1.8
3887,1.5,0.9
2889,1.8,3.7
2397,1.2,3.0
2357,0.3,3.1
3053,1.4,1.4
2989,4.0,1.3
3596,1.0,1.1
3616,2.3,0.9
3104,1.7,2.6
2436,0.4,1.9
3243,0.6,3.2
2679,1.7,1.8
3031,2.0,2.7
2668,1.6,2.4
3831,1.3,2.0
3515,-0.0,1.9
2333,2.6,1.9
2593,0.2,1.6
3161,1.8,4.1
3807,1.5,2.7
3815,1.9,1.8
2548,1.4,0.5
2458,0.7,2.9
3469,2.2,2.4
2370,3.0,4.4
2251,2.7,2.4
2284,1.1,2.2
3111,0.1,2.8
3748,3.5,4.6
3157,0.7,1.8
3571,2.6,2.0
2575,5.2,1.4
3325,2.1,2.3
2898,1.1,2.5
3934,0.6,1.6
3525,2.3,2.5
2112,0.9,3.0
2576,2.0,2.3
3552,0.3,2.1
3873,2.3,2.0
3976,1.5,0.2
2486,1.3,4.2
3177,2.1,2.6
3627,2.4,1.6
2741,0.9,3.5
2375,0.4,3.6
2574,2.0,2.1
2986,1.3,0.2
3310,1.0,2.5
2128,0.0,2.1
2544,1.3,2.4
3917,1.8,3.2
3427,0.5,2.6
2908,1.8,3.6
2520,2.3,3.7
2368,2.2,3.3
2906,1.5,1.6
3645,2.1,3.3
2902,0.8,2.7
2135,1.3,2.1
2067,2.0,1.9
3439,0.7,2.3
3332,1.1,1.9
2186,1.4,1.5
2700,2.6,2.2
3768,0.3,2.0
3094,2.0,2.6
2021,2.0,2.3
2410,2.7,3.7
2597,0.5,1.7
2883,0.9,3.6
2484,0.7,1.3
3963,1.7,1.5
3678,2.2,1.9
3072,1.5,2.7
3832,1.7,0.1
2249,0.6,5.0
2432,3.0,2.0
2009,1.5,-0.0
3068,1.6,2.2
3755,1.9,0.6
3006,1.5,2.1
2806,3.5,3.3
2815,2.7,3.8
2686,1.9,2.1
2961,2.0,2.5
2319,1.1,3.1
3110,1.8,4.7
3878,2.0,1.5
3302,2.1,5.3
2563,1.8,0.5
3428,3.0,4.0
3982,1.0,2.3
3847,1.3,2.0
3792,1.9,1.5
3278,1.7,0.8
3268,0.9,1.4
2063,2.5,2.0
2541,1.4,2.0
3639,1.9,2.8
2525,2.5,1.1
