,x1,x2
3536,1.9,3.8
3646,0.5,-0.0
3974,0.7,-0.0
2142,-0.1,-0.0
3025,1.0,0.3
2410,1.3,-0.0
2928,2.0,-0.0
3472,0.2,0.9
2918,0.5,0.2
3241,1.2,0.0
2914,2.2,4.2
2636,2.6,2.2
3243,1.0,0.0
2189,0.9,0.0
3215,2.0,-0.0
2266,1.1,-0.0
2385,0.7,0.1
2157,1.5,-0.0
2104,1.4,0.4
2613,2.6,-0.0
2263,0.3,0.0
2315,0.1,0.7
2793,1.2,0.0
3190,0.3,0.0
3369,2.2,-0.0
3141,2.9,-0.0
3712,2.1,3.8
3696,1.3,-0.0
3639,0.3,-0.0
2974,2.0,0.0
2965,2.4,-0.0
3302,-0.0,4.5
2093,0.7,3.1
2452,1.1,0.0
3107,0.8,-0.0
3749,0.2,0.4
2293,-0.0,0.1
2762,1.3,0.0
2765,2.2,3.0
2894,1.3,-0.0
3045,1.2,-0.0
3009,0.4,-0.0
2671,-0.0,4.2
3979,0.2,0.0
3233,1.2,-0.0
2563,0.1,0.6
3343,0.4,-0.0
3869,2.2,2.1
3207,1.0,-0.0
3297,2.0,-0.0
3714,3.3,2.8
2428,1.1,0.0
3751,0.6,0.0
3964,2.4,1.3
2097,0.8,0.4
2038,0.1,0.2
3037,1.4,0.7
2842,2.7,3.7
2614,-0.0,0.1
2212,0.1,0.0
3741,0.1,0.0
3272,1.7,0.0
3407,1.3,1.5
2342,0.5,5.2
2492,1.8,5.5
2225,1.0,-0.0
2607,1.4,2.2
3528,1.1,0.0
2988,2.0,-0.0
2444,1.2,-0.0
2389,1.2,-0.0
2205,0.9,2.3
3900,0.8,-0.0
2260,1.9,0.0
2292,0.0,5.5
3506,2.5,0.0
3323,2.0,1.7
3034,1.5,0.0
2364,1.7,0.0
2941,0.3,0.0
2175,0.8,2.1
3304,1.5,0.5
2118,1.7,0.0
2934,1.7,0.0
2857,0.5,0.0
3354,1.8,-0.0
3169,0.9,0.0
3566,0.1,0.7
2901,0.7,2.8
3828,1.5,-0.0
2466,1.1,0.0
2279,2.1,1.6
2033,-0.1,0.0
2269,0.0,0.2
3428,0.7,0.0
3461,0.4,-0.0
3621,0.2,-0.0
3878,1.7,3.3
2557,0.0,0.1
3817,1.6,0.0
2079,1.2,0.0
2045,0.8,0.0
3742,1.7,-0.0
2177,2.4,3.5
2578,0.1,1.8
3637,1.3,2.6
2774,2.9,-0.0
2796,0.4,0.7
3221,1.8,1.8
2145,1.8,0.4
2203,1.1,0.0
3057,1.0,0.0
2809,0.1,-0.0
3728,0.5,0.0
2195,1.7,0.0
2014,0.3,-0.0
3972,1.9,-0.0
3641,1.2,-0.0
3723,0.5,0.0
3255,1.3,0.8
2101,0.7,0.0
3798,1.1,0.3
2604,1.0,-0.0
2125,1.5,-0.0
3999,1.3,-0.0
3499,1.1,-0.0
3961,1.3,-0.0
2303,2.2,0.0
2057,-0.0,0.1
3185,0.7,2.6
2277,2.1,0.0
2447,2.2,2.9
3958,0.3,-0.0
3208,1.8,3.1
2341,0.8,0.0
3781,1.5,0.0
3773,1.8,0.2
2031,-0.0,0.1
2206,1.1,0.9
2232,1.0,-0.0
2971,0.9,0.0
3863,1.1,0.0
2989,1.5,3.3
3752,-0.1,0.0
3645,0.9,-0.0
2333,0.8,-0.0
3789,2.0,-0.0
3976,1.5,-0.0
3909,2.5,3.5
3251,0.4,2.1
2843,1.5,3.3
3326,0.8,2.0
3588,0.7,-0.0
3837,1.1,0.2
3540,1.0,0.0
3441,0.5,0.5
3519,0.6,0.0
3763,1.6,0.6
2940,0.4,2.5
2927,0.5,0.1
2912,1.2,0.0
3722,0.9,1.1
3804,1.7,0.0
3058,3.0,3.7
3876,1.0,0.0
2884,0.9,-0.0
2775,0.6,2.3
3734,0.5,-0.0
3097,2.1,3.6
2056,0.1,0.4
3296,0.5,-0.0
2196,1.7,0.0
3465,1.0,-0.0
2202,1.2,0.0
3147,0.5,1.5
3603,0.9,0.0
3821,1.5,-0.0
3649,1.5,-0.0
3293,0.8,0.0
3431,1.3,-0.0
3833,0.0,0.1
3571,1.1,0.0
2924,0.0,-0.1
3715,0.2,0.2
3307,0.7,-0.0
3562,1.6,0.0
3381,0.4,0.0
3076,2.1,0.0
2289,0.7,2.3
3301,1.5,-0.0
3612,0.0,-0.1
3762,0.9,1.4
2674,0.4,0.1
3000,2.1,-0.0
2032,1.7,0.0
3187,1.5,-0.0
2139,1.9,2.2
2923,2.6,0.8
3924,1.6,0.0
2893,0.7,0.1
