,senior-level_skill
2142,0.0
2148,0.0
2546,0.0
2565,0.0
3995,0.0
2730,0.0
3366,0.0
2278,0.0
2482,0.0
3391,0.0
2500,0.0
3332,0.0
2078,0.0
2484,0.0
3928,0.0
2070,0.0
2422,0.0
3778,0.0
3690,0.0
3908,0.0
3668,0.0
2603,0.0
3528,0.0
2343,0.0
3361,0.0
3929,0.0
2651,0.0
3885,0.0
3102,0.0
2444,0.0
2563,0.0
3876,0.0
2215,0.0
3661,0.0
2921,0.0
2214,0.0
2740,0.0
3130,0.0
2926,0.0
3560,0.0
3032,0.0
3962,0.0
2462,0.0
2270,0.0
2428,0.0
2932,0.0
2931,0.0
3479,0.0
3566,0.0
2609,0.0
3396,0.0
2441,0.0
2758,0.0
2968,0.0
2478,0.0
2426,0.0
3581,0.0
2615,0.0
2503,0.0
3512,0.0
2613,0.0
2815,0.0
3632,0.0
3947,0.0
3147,0.0
2622,0.0
2222,0.0
2525,0.0
3436,0.0
3695,0.0
2824,0.0
3838,0.0
3158,0.0
2878,0.0
2951,0.0
3148,0.0
3957,0.0
2832,0.0
2868,0.0
3144,0.0
2966,0.0
2949,0.0
3864,0.0
3082,1.0
2199,0.0
2933,0.0
2271,0.0
3666,0.0
3949,0.0
3030,0.0
2103,0.0
2486,0.0
3398,0.0
2114,0.0
3784,0.0
2289,0.0
2277,0.0
2291,0.0
2021,0.0
3676,0.0
3522,0.0
3515,0.0
2259,0.0
2387,0.0
3613,0.0
3050,0.0
3219,0.0
3067,0.0
3242,0.0
3754,0.0
3657,0.0
3292,0.0
3494,0.0
3465,0.0
2372,0.0
3849,0.0
2443,0.0
2879,0.0
3282,0.0
3779,0.0
3877,0.0
2645,0.0
2113,0.0
2825,0.0
3350,0.0
3346,0.0
2094,0.0
2326,0.0
3248,0.0
3045,0.0
2547,0.0
3367,0.0
3408,0.0
2241,0.0
3982,0.0
2141,0.0
3000,0.0
2704,0.0
2208,0.0
2964,0.0
2248,0.0
2935,0.0
3174,0.0
2274,0.0
2235,0.0
2928,0.0
2459,0.0
3857,0.0
2402,0.0
3901,0.0
2716,0.0
3039,0.0
3452,0.0
2095,0.0
3466,0.0
2627,0.0
2885,0.0
3125,0.0
3905,0.0
3076,0.0
2636,0.0
3559,0.0
3286,0.0
2430,0.0
3727,0.0
3419,0.0
2364,0.0
2417,0.0
3805,0.0
2074,0.0
3893,0.0
3972,0.0
2434,0.0
3910,0.0
2644,0.0
3382,0.0
3841,0.0
2425,0.0
3263,0.0
2847,0.0
2101,0.0
3590,0.0
3724,0.0
3413,0.0
3241,0.0
3702,0.0
2032,0.0
3161,0.0
3700,0.0
3189,0.0
3011,0.0
3006,0.0
2896,0.0
3022,0.0
2225,0.0
3234,0.0
2874,0.0
2776,0.0
3712,0.0
2324,0.0
