,years_experience,degree
2265,0.0,2.0
3480,1.0,3.0
3241,0.0,2.0
3169,0.0,2.0
2679,1.0,1.0
3526,1.0,1.0
2866,1.0,1.0
3941,1.0,3.0
3380,1.0,2.0
2323,0.0,1.0
2710,0.0,2.0
2397,1.0,2.0
3458,2.0,0.0
2970,1.0,2.0
3081,0.0,1.0
3574,0.0,2.0
3398,0.0,3.0
3180,0.0,1.0
3140,1.0,3.0
2393,0.0,3.0
3035,1.0,3.0
2805,0.0,2.0
2987,1.0,1.0
3963,2.0,0.0
3951,0.0,2.0
2085,0.0,2.0
3079,0.0,3.0
3404,0.0,3.0
3617,0.0,3.0
3740,0.0,2.0
2365,0.0,2.0
2447,2.0,2.0
3315,1.0,2.0
3998,0.0,3.0
2431,0.0,3.0
2400,0.0,2.0
2061,0.0,2.0
2159,0.0,2.0
3369,2.0,0.0
3683,2.0,0.0
2162,0.0,3.0
2608,0.0,1.0
2469,1.0,3.0
3494,0.0,2.0
3728,1.0,1.0
2018,2.0,0.0
3000,0.0,1.0
3721,0.0,2.0
3041,1.0,1.0
2389,1.0,3.0
2001,0.0,1.0
2541,1.0,1.0
3465,0.0,1.0
3724,0.0,2.0
3332,1.0,1.0
3133,0.0,1.0
3531,1.0,2.0
2836,1.0,1.0
2013,0.0,2.0
3011,0.0,3.0
2450,0.0,1.0
3039,0.0,2.0
2334,1.0,1.0
3695,1.0,2.0
3304,2.0,1.0
3445,0.0,2.0
2906,0.0,3.0
2647,1.0,3.0
3850,0.0,2.0
2973,0.0,1.0
3991,0.0,2.0
2711,0.0,2.0
2086,2.0,0.0
2651,1.0,1.0
2592,1.0,3.0
2522,1.0,1.0
2306,0.0,3.0
3324,0.0,3.0
2646,1.0,1.0
2054,2.0,0.0
3088,0.0,2.0
3096,0.0,2.0
3896,0.0,3.0
3435,1.0,1.0
3282,0.0,2.0
3719,2.0,1.0
2976,1.0,3.0
2492,0.0,2.0
3619,0.0,1.0
2441,1.0,1.0
2587,2.0,1.0
2012,0.0,2.0
3222,1.0,1.0
2169,0.0,2.0
2532,0.0,2.0
2556,0.0,2.0
3674,0.0,2.0
3090,0.0,2.0
3392,0.0,2.0
3372,0.0,3.0
3306,0.0,1.0
3425,1.0,1.0
3918,1.0,1.0
3930,0.0,3.0
2981,0.0,3.0
2317,1.0,1.0
2595,1.0,2.0
2535,0.0,2.0
2221,0.0,3.0
2458,0.0,1.0
3207,1.0,1.0
3313,1.0,1.0
2767,0.0,2.0
2740,1.0,1.0
3139,0.0,1.0
2851,1.0,3.0
2204,0.0,1.0
2149,2.0,2.0
3268,0.0,2.0
2345,1.0,1.0
2526,0.0,2.0
3642,1.0,2.0
2413,0.0,2.0
3418,1.0,3.0
3209,0.0,2.0
3548,0.0,2.0
2705,3.0,1.0
2144,0.0,2.0
3655,0.0,3.0
2059,2.0,0.0
2538,0.0,2.0
3148,0.0,1.0
3119,1.0,1.0
2226,1.0,1.0
2298,0.0,2.0
3341,0.0,3.0
2609,0.0,1.0
3479,2.0,0.0
2120,0.0,1.0
3706,0.0,2.0
3351,0.0,1.0
2168,1.0,1.0
2084,1.0,1.0
2607,0.0,3.0
2590,0.0,1.0
2998,0.0,3.0
2886,0.0,1.0
2694,0.0,1.0
2893,1.0,2.0
3913,0.0,1.0
3283,1.0,3.0
3782,0.0,2.0
3622,0.0,1.0
2133,1.0,1.0
3019,2.0,1.0
3956,2.0,0.0
2823,0.0,2.0
3801,1.0,1.0
2246,0.0,1.0
2518,0.0,2.0
2570,1.0,1.0
3733,1.0,1.0
2786,1.0,1.0
3083,0.0,2.0
2247,0.0,2.0
2936,0.0,3.0
2245,1.0,1.0
2871,1.0,1.0
3758,0.0,2.0
2088,0.0,3.0
2330,1.0,1.0
3036,1.0,3.0
2832,0.0,1.0
3013,1.0,1.0
2153,0.0,3.0
3059,2.0,2.0
3547,0.0,2.0
2042,0.0,1.0
2046,1.0,3.0
3062,0.0,1.0
2186,1.0,1.0
3108,0.0,3.0
2699,1.0,1.0
2172,2.0,0.0
3177,0.0,1.0
2101,0.0,1.0
3290,0.0,2.0
3766,1.0,1.0
2846,1.0,1.0
3235,0.0,2.0
3006,0.0,1.0
3042,0.0,2.0
3672,1.0,3.0
2081,1.0,1.0
2005,0.0,2.0
3556,1.0,2.0
3554,1.0,3.0
3711,0.0,3.0
3855,1.0,1.0
2421,1.0,1.0
