,years_experience,degree
3499,1.0,0.0
2552,0.0,3.0
2494,0.0,1.0
2059,2.0,0.0
3363,0.0,1.0
2980,0.0,1.0
3794,1.0,0.0
2396,3.0,0.0
2138,0.0,2.0
2140,0.0,1.0
2029,0.0,3.0
2014,0.0,3.0
2076,1.0,1.0
2889,0.0,2.0
2333,0.0,3.0
3292,2.0,0.0
3155,0.0,1.0
3923,1.0,1.0
2231,0.0,1.0
2571,0.0,2.0
3979,1.0,1.0
2655,0.0,3.0
2928,0.0,2.0
2077,1.0,0.0
3999,0.0,1.0
3101,1.0,0.0
2191,0.0,1.0
2772,0.0,3.0
3467,0.0,1.0
3371,0.0,1.0
3178,1.0,1.0
2686,2.0,1.0
2132,1.0,0.0
2492,1.0,1.0
2192,0.0,1.0
2996,1.0,1.0
3521,0.0,2.0
2711,1.0,1.0
2546,1.0,1.0
3829,0.0,1.0
3160,1.0,1.0
2365,1.0,0.0
2875,0.0,1.0
3434,0.0,3.0
2691,0.0,1.0
3621,0.0,3.0
2271,0.0,1.0
2193,3.0,0.0
2064,0.0,3.0
3338,0.0,1.0
2748,0.0,2.0
3284,0.0,1.0
3933,0.0,1.0
3582,0.0,2.0
2696,0.0,1.0
3270,2.0,1.0
2122,2.0,0.0
2824,0.0,3.0
3899,0.0,3.0
3318,0.0,2.0
2017,2.0,0.0
2070,0.0,2.0
2825,0.0,1.0
2471,0.0,1.0
2699,0.0,1.0
3096,1.0,1.0
3506,1.0,2.0
2457,0.0,1.0
3029,0.0,1.0
3181,1.0,1.0
2534,0.0,3.0
2751,0.0,2.0
2066,2.0,1.0
3409,0.0,2.0
3345,0.0,1.0
2382,3.0,0.0
3742,0.0,1.0
3294,0.0,2.0
3021,0.0,3.0
3225,0.0,1.0
3824,0.0,2.0
3567,0.0,3.0
2332,2.0,1.0
2171,0.0,3.0
2036,0.0,1.0
2569,2.0,0.0
2865,0.0,3.0
3523,2.0,0.0
2418,0.0,2.0
3454,0.0,2.0
3346,0.0,2.0
2346,0.0,3.0
3288,1.0,0.0
2793,0.0,2.0
3504,0.0,1.0
2590,3.0,0.0
2708,0.0,1.0
2934,0.0,3.0
3588,0.0,2.0
3276,0.0,3.0
3537,1.0,1.0
3577,1.0,0.0
2933,2.0,0.0
3312,1.0,0.0
2737,0.0,1.0
2058,2.0,0.0
3539,2.0,1.0
3685,0.0,1.0
2269,0.0,1.0
2248,0.0,2.0
3988,0.0,2.0
3453,0.0,2.0
3383,1.0,1.0
3996,0.0,1.0
2275,1.0,1.0
2025,2.0,0.0
2329,0.0,3.0
3784,0.0,2.0
2995,0.0,2.0
2411,0.0,1.0
3432,3.0,0.0
3620,0.0,1.0
3641,0.0,1.0
3008,0.0,1.0
2082,0.0,1.0
3941,0.0,1.0
3585,2.0,1.0
3221,0.0,2.0
3595,2.0,0.0
3313,0.0,2.0
2797,1.0,0.0
2194,1.0,1.0
2467,1.0,1.0
3424,1.0,1.0
2221,1.0,2.0
3354,2.0,0.0
3626,3.0,0.0
3745,0.0,1.0
2425,1.0,0.0
3956,0.0,2.0
2884,2.0,1.0
2621,0.0,2.0
2185,2.0,0.0
2443,3.0,0.0
2988,0.0,1.0
3462,1.0,0.0
2643,0.0,3.0
3530,2.0,0.0
2774,0.0,1.0
2046,3.0,0.0
2634,0.0,3.0
2109,1.0,2.0
2532,0.0,1.0
3031,0.0,1.0
2293,1.0,1.0
3319,2.0,1.0
2598,1.0,0.0
3627,2.0,1.0
2442,1.0,1.0
3323,0.0,2.0
2725,1.0,2.0
2395,0.0,1.0
2600,1.0,2.0
3709,0.0,1.0
3102,1.0,1.0
3033,2.0,1.0
2200,1.0,1.0
2743,3.0,0.0
3019,0.0,1.0
3250,1.0,1.0
3433,2.0,0.0
3754,2.0,0.0
2667,1.0,0.0
2458,0.0,2.0
3399,1.0,1.0
2165,3.0,0.0
2111,1.0,1.0
3848,1.0,1.0
2732,0.0,1.0
3413,0.0,1.0
3636,2.0,1.0
3349,0.0,1.0
3451,0.0,1.0
2831,2.0,1.0
3732,0.0,1.0
2567,1.0,1.0
3366,0.0,1.0
3108,1.0,2.0
3870,3.0,0.0
2712,1.0,1.0
3553,0.0,1.0
3500,0.0,1.0
2463,0.0,1.0
2003,0.0,1.0
2373,1.0,0.0
2126,0.0,3.0
2803,0.0,1.0
2853,0.0,3.0
2607,0.0,1.0
2401,1.0,0.0
