,x1,x2
3543,2.4,1.8
2240,1.3,3.7
3588,0.4,2.4
2570,3.0,1.3
2970,0.8,2.6
3252,1.4,0.7
3169,1.8,0.8
2836,1.6,2.9
3532,1.0,4.0
3881,1.5,2.6
3778,2.4,2.5
3648,0.2,4.2
3774,2.0,2.2
2300,3.1,2.6
3364,1.0,3.2
3127,0.9,3.2
3201,0.9,1.5
2307,1.4,3.7
2351,0.6,1.9
3174,2.6,3.7
2794,3.1,1.1
2559,4.5,4.5
3434,1.8,5.0
3428,2.1,1.4
3190,1.5,4.0
3044,2.1,0.9
3247,1.4,2.1
2260,1.4,2.5
2918,1.5,2.3
3120,1.8,2.7
2446,0.5,2.2
3647,1.8,2.9
2153,1.1,3.3
3375,0.4,2.2
3403,1.4,2.1
2699,2.1,3.3
2447,3.3,5.4
3837,1.5,5.6
2041,1.4,2.1
3230,2.2,3.5
3115,2.0,1.5
2870,2.4,1.9
2535,0.9,2.3
2072,2.1,1.8
3251,2.5,3.0
3875,0.0,3.9
3141,2.1,1.8
3200,0.0,3.6
2652,1.3,5.2
2867,0.1,3.3
3349,2.5,2.5
2017,2.6,5.2
3812,1.6,2.2
3961,0.9,3.6
3438,0.1,2.8
2008,2.8,3.6
2755,1.6,3.0
3552,0.9,2.2
2388,0.4,4.1
2716,3.0,4.0
2026,2.8,4.9
3272,2.6,1.8
2332,2.5,2.6
3695,0.4,1.8
3769,1.0,3.1
2458,0.3,4.7
3973,2.5,3.0
3046,0.0,3.8
3396,3.2,1.1
3789,0.7,2.7
2538,2.7,1.9
3615,2.7,1.8
2817,1.4,0.9
2756,1.2,2.1
3402,2.7,2.3
2174,1.9,4.0
3777,1.6,2.6
3978,1.2,2.7
3226,1.7,4.6
2001,2.8,4.1
3850,2.5,1.1
2762,1.5,0.4
3140,2.2,3.7
2596,1.5,1.1
3265,1.9,2.9
2651,1.9,2.5
3025,1.8,2.7
2123,2.0,1.4
2107,2.3,1.6
2284,2.8,3.1
2370,0.5,4.8
2692,1.9,1.9
2471,3.6,4.2
2481,2.4,3.9
3370,1.9,3.1
3023,1.9,2.1
2556,2.6,3.3
3088,0.1,3.6
3724,1.0,2.5
3809,1.7,3.2
3014,2.8,0.2
2335,0.4,2.3
2144,2.6,3.3
3520,0.9,1.9
3725,3.1,3.5
3847,3.2,4.4
2297,1.3,2.6
3387,0.5,3.5
2579,1.2,3.3
3706,1.8,3.3
2590,0.9,2.3
3589,2.3,2.5
2428,1.4,4.6
2491,3.2,2.8
3632,1.1,2.1
2687,1.5,4.0
3772,1.9,3.6
2623,2.8,0.1
3810,1.5,5.3
3369,2.5,3.0
2929,2.6,2.8
2937,2.1,2.3
2662,1.4,3.2
3960,1.9,1.4
2168,3.1,0.3
3821,2.3,1.2
2306,1.8,3.7
2689,0.9,3.7
2486,0.3,2.2
2023,1.1,3.3
2323,2.2,5.0
2238,2.4,2.9
3092,1.5,1.9
3488,0.7,2.4
3942,2.8,4.6
3561,1.2,2.1
2633,2.2,2.0
2311,2.6,3.4
2729,1.2,2.7
3024,0.0,2.7
2859,1.7,3.7
3922,1.7,2.7
3460,1.0,5.0
3356,0.1,2.2
2336,1.7,2.6
3303,1.3,1.6
2593,2.6,0.4
2718,1.4,2.4
2927,2.5,3.9
3550,1.2,3.3
3432,2.1,2.0
2437,0.7,3.4
2030,3.2,3.1
2463,2.1,4.4
3166,2.3,2.2
3470,2.3,4.0
3151,1.2,4.9
3846,2.6,1.8
2827,1.0,2.1
2857,4.4,4.3
3721,1.8,2.2
2801,2.3,2.3
3112,0.3,4.2
2573,1.1,0.7
2684,2.5,4.7
3143,0.8,4.7
3063,2.3,1.5
2788,0.8,2.6
2525,0.2,1.8
2763,1.6,4.7
3415,2.6,2.3
3996,2.3,1.9
3956,1.9,1.5
2611,1.0,2.0
3116,1.4,2.2
2217,2.7,3.8
3250,3.0,3.3
2917,0.9,3.0
3087,1.0,2.3
3901,1.6,3.0
2547,2.1,1.8
3816,0.7,2.3
2790,2.6,3.8
2497,1.4,3.4
2602,0.4,1.6
2071,0.0,3.5
3670,2.8,1.6
2989,2.6,3.6
3220,0.3,3.0
3483,1.3,2.9
3253,3.6,3.9
3496,1.8,2.0
2131,0.9,2.2
3814,2.6,2.3
3176,0.6,2.1
3162,3.0,1.9
2494,1.5,1.5
2786,1.7,6.1
3554,2.2,5.3
3494,3.2,3.2
