,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.8799999952316284,0.12999999523162842,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,9,"[[0.9526154490809097, 0.8925076365338688, 0.9702716642824392], [-0.09908561110735255]]",0.9690000414848328,3.608
1,1.0,0.85,0.85,0.5249999761581421,0.1599999964237213,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,9,"[[0.9526154490809097, 0.8925076365338688, 0.9702716642824392], [-0.09908561110735255]]",0.593000054359436,2.295
2,1.0,0.85,0.85,0.550000011920929,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,9,"[[0.9526154490809097, 0.8925076365338688, 0.9702716642824392], [-0.09908561110735255]]",0.37700000405311584,3.3080000000000003
3,1.0,0.85,0.85,0.8500000238418579,0.14000000059604645,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,9,"[[0.9526154490809097, 0.8925076365338688, 0.9702716642824392], [-0.09908561110735255]]",0.9280000925064087,4.811
4,1.0,0.85,0.85,0.5299999713897705,0.08500000089406967,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,9,"[[0.9526154490809097, 0.8925076365338688, 0.9702716642824392], [-0.09908561110735255]]",0.3030000329017639,3.8385000000000002
5,1.0,0.85,0.85,0.9150000214576721,0.10999999940395355,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[1.1056194381569073, 0.8437081773482568, 0.9526600477908236], [0.09204974821299158]]",0.9670000076293945,3.865
6,1.0,0.85,0.85,0.5450000166893005,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[1.1056194381569073, 0.8437081773482568, 0.9526600477908236], [0.09204974821299158]]",0.7800000309944153,1.7994999999999999
7,1.0,0.85,0.85,0.47999998927116394,0.17000000178813934,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[1.1056194381569073, 0.8437081773482568, 0.9526600477908236], [0.09204974821299158]]",0.6299999952316284,3.324
8,1.0,0.85,0.85,0.8600000143051147,0.12999999523162842,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[1.1056194381569073, 0.8437081773482568, 0.9526600477908236], [0.09204974821299158]]",0.9539999961853027,5.349500000000001
9,1.0,0.85,0.85,0.47999998927116394,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[1.1056194381569073, 0.8437081773482568, 0.9526600477908236], [0.09204974821299158]]",0.597000002861023,3.301
10,1.0,0.85,0.85,0.8700000047683716,0.12999999523162842,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,7,"[[0.8562163805418967, 0.852200246512675, 1.0927223391851357], [-0.05878876978380807]]",0.9970000386238098,3.4154999999999998
11,1.0,0.85,0.85,0.5550000071525574,0.10499999672174454,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,7,"[[0.8562163805418967, 0.852200246512675, 1.0927223391851357], [-0.05878876978380807]]",0.6209999918937683,2.565
12,1.0,0.85,0.85,0.5149999856948853,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,7,"[[0.8562163805418967, 0.852200246512675, 1.0927223391851357], [-0.05878876978380807]]",0.2770000100135803,3.6919999999999997
13,1.0,0.85,0.85,0.8299999833106995,0.10000000149011612,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,7,"[[0.8562163805418967, 0.852200246512675, 1.0927223391851357], [-0.05878876978380807]]",0.9950000047683716,5.190500000000001
14,1.0,0.85,0.85,0.46000000834465027,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,7,"[[0.8562163805418967, 0.852200246512675, 1.0927223391851357], [-0.05878876978380807]]",0.23800000548362732,3.3654999999999995
15,1.0,0.85,0.85,0.8849999904632568,0.15000000596046448,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,6,"[[0.723808375373803, 0.778717022325633, 1.311645902062689], [-0.11154400213228823]]",0.9850000143051147,3.843
16,1.0,0.85,0.85,0.47999998927116394,0.15000000596046448,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,6,"[[0.723808375373803, 0.778717022325633, 1.311645902062689], [-0.11154400213228823]]",0.4860000014305115,2.4275
17,1.0,0.85,0.85,0.4300000071525574,0.11500000208616257,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,6,"[[0.723808375373803, 0.778717022325633, 1.311645902062689], [-0.11154400213228823]]",0.2280000001192093,3.305
18,1.0,0.85,0.85,0.8500000238418579,0.11999999731779099,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,6,"[[0.723808375373803, 0.778717022325633, 1.311645902062689], [-0.11154400213228823]]",0.9729999303817749,5.155
19,1.0,0.85,0.85,0.5,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,6,"[[0.723808375373803, 0.778717022325633, 1.311645902062689], [-0.11154400213228823]]",0.23099999129772186,3.2455000000000003
20,1.0,0.85,0.85,0.824999988079071,0.07999999821186066,0.995,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.4827143467321881, 0.7910082450233932, 1.4049692348069658], [0.16540079717231004]]",0.9940000772476196,4.178
21,1.0,0.85,0.85,0.3700000047683716,0.0949999988079071,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.4827143467321881, 0.7910082450233932, 1.4049692348069658], [0.16540079717231004]]",0.46299996972084045,2.5775
22,1.0,0.85,0.85,0.33500000834465027,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.4827143467321881, 0.7910082450233932, 1.4049692348069658], [0.16540079717231004]]",0.28199997544288635,3.025
23,1.0,0.85,0.85,0.800000011920929,0.11500000208616257,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.4827143467321881, 0.7910082450233932, 1.4049692348069658], [0.16540079717231004]]",0.9919999837875366,5.545
24,1.0,0.85,0.85,0.33000001311302185,0.10999999940395355,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.4827143467321881, 0.7910082450233932, 1.4049692348069658], [0.16540079717231004]]",0.2789999842643738,2.7305
25,1.0,0.85,0.85,0.8799999952316284,0.1850000023841858,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,8,"[[0.7372922489669609, 0.6157129844431545, 1.1795919573199525], [0.013139973679202421]]",0.9710000157356262,3.627
26,1.0,0.85,0.85,0.4699999988079071,0.14000000059604645,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,8,"[[0.7372922489669609, 0.6157129844431545, 1.1795919573199525], [0.013139973679202421]]",0.9149999618530273,2.5904999999999996
27,1.0,0.85,0.85,0.5400000214576721,0.1850000023841858,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,8,"[[0.7372922489669609, 0.6157129844431545, 1.1795919573199525], [0.013139973679202421]]",0.9860000610351562,2.8795000000000006
