,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,3.0,3.0,0.64019096,8.0,6.0,7.0
2001,8.0,2.0,0.48662233,7.0,4.0,5.0
2002,0.0,1.0,0.9661664,5.0,4.0,4.0
2003,2.0,1.0,0.28968608,3.0,4.0,7.0
2004,3.0,0.0,0.45138502,4.0,9.0,6.0
2005,0.0,3.0,0.5475545,7.0,5.0,2.0
2006,2.0,0.0,0.7269472,6.0,2.0,4.0
2007,4.0,2.0,0.9424913,8.0,0.0,5.0
2008,9.0,2.0,0.3265288,5.0,0.0,0.0
2009,6.0,2.0,0.9354559,5.0,5.0,1.0
2010,9.0,3.0,0.3095169,4.0,4.0,3.0
2011,1.0,0.0,0.9702749,1.0,6.0,3.0
2012,6.0,2.0,0.0059406757,3.0,6.0,4.0
2013,2.0,1.0,0.55146444,8.0,7.0,4.0
2014,5.0,0.0,0.20415151,12.0,2.0,5.0
2015,3.0,1.0,0.0046703815,1.0,5.0,5.0
2016,3.0,2.0,0.82249165,2.0,0.0,4.0
2017,6.0,3.0,0.15972888,5.0,1.0,1.0
2018,2.0,2.0,0.6975,6.0,1.0,6.0
2019,2.0,2.0,0.2953955,5.0,5.0,1.0
2020,0.0,0.0,0.7163826,3.0,3.0,1.0
2021,5.0,0.0,0.00058448315,1.0,8.0,7.0
2022,5.0,1.0,0.65188277,3.0,6.0,3.0
2023,8.0,2.0,0.10477626,5.0,1.0,3.0
2024,0.0,1.0,0.27975428,2.0,0.0,4.0
2025,2.0,1.0,0.032548785,8.0,3.0,9.0
2026,4.0,3.0,0.7007643,3.0,5.0,7.0
2027,4.0,2.0,0.5822035,3.0,1.0,5.0
2028,10.0,0.0,0.10917628,4.0,2.0,5.0
2029,3.0,3.0,0.96242976,6.0,8.0,9.0
2030,0.0,3.0,0.61421406,6.0,1.0,11.0
2031,3.0,0.0,0.74323964,1.0,13.0,2.0
2032,4.0,0.0,0.7355002,7.0,8.0,8.0
2033,6.0,2.0,0.96155655,8.0,2.0,5.0
2034,2.0,1.0,0.48955178,8.0,7.0,5.0
2035,3.0,1.0,0.3219695,3.0,6.0,2.0
2036,6.0,2.0,0.6359588,3.0,1.0,0.0
2037,2.0,0.0,0.06012094,4.0,3.0,1.0
2038,5.0,3.0,0.34343123,3.0,0.0,16.0
2039,2.0,0.0,0.26089478,3.0,1.0,1.0
2040,3.0,2.0,0.31987345,3.0,3.0,3.0
2041,1.0,0.0,0.17544723,9.0,11.0,10.0
2042,0.0,0.0,0.4225198,1.0,2.0,1.0
2043,2.0,0.0,0.74063766,4.0,3.0,4.0
2044,8.0,0.0,0.9942343,3.0,2.0,0.0
2045,3.0,2.0,0.17727375,6.0,6.0,5.0
2046,9.0,1.0,0.77915525,2.0,4.0,1.0
2047,0.0,1.0,0.39646006,1.0,3.0,2.0
2048,0.0,3.0,0.08699131,6.0,7.0,6.0
2049,3.0,0.0,0.12807393,4.0,9.0,2.0
2050,1.0,2.0,0.51617527,3.0,2.0,6.0
2051,3.0,0.0,0.059337854,8.0,3.0,4.0
2052,5.0,0.0,0.24797893,2.0,2.0,3.0
2053,3.0,0.0,0.79358006,9.0,1.0,1.0
2054,3.0,2.0,0.3210491,6.0,0.0,3.0
2055,1.0,0.0,0.43730974,2.0,2.0,2.0
2056,6.0,2.0,0.20237637,3.0,9.0,3.0
2057,3.0,0.0,0.81023395,5.0,2.0,7.0
2058,2.0,1.0,0.5367478,3.0,4.0,3.0
2059,1.0,1.0,0.4307642,4.0,0.0,2.0
2060,0.0,2.0,0.8246505,5.0,4.0,2.0
2061,1.0,0.0,0.015860915,5.0,1.0,9.0
2062,2.0,1.0,0.9981502,6.0,1.0,1.0
2063,1.0,0.0,0.9625697,1.0,0.0,7.0
2064,2.0,0.0,0.5504954,1.0,2.0,4.0
2065,2.0,0.0,0.010934234,6.0,4.0,9.0
2066,2.0,0.0,0.53844833,2.0,2.0,6.0
