,years_experience,degree
2621,0.0,2.0
3978,0.0,3.0
3402,1.0,1.0
3988,2.0,0.0
3905,2.0,0.0
2127,0.0,2.0
2970,1.0,0.0
2539,1.0,1.0
2643,0.0,3.0
3388,0.0,1.0
3349,1.0,0.0
3158,0.0,3.0
3547,2.0,1.0
2173,0.0,3.0
3190,0.0,3.0
3458,0.0,2.0
2197,1.0,1.0
2071,0.0,2.0
3545,2.0,0.0
2231,1.0,0.0
3069,1.0,0.0
3346,1.0,1.0
2196,2.0,0.0
2058,0.0,2.0
3167,0.0,2.0
2463,1.0,0.0
2985,0.0,3.0
2732,0.0,1.0
2076,1.0,1.0
3323,1.0,1.0
2694,0.0,2.0
3183,0.0,3.0
3421,0.0,1.0
3985,2.0,0.0
3033,0.0,3.0
2996,0.0,1.0
2820,0.0,3.0
2086,1.0,1.0
3973,0.0,1.0
2933,2.0,0.0
3880,1.0,1.0
2083,0.0,1.0
3984,0.0,3.0
3567,0.0,3.0
3706,0.0,1.0
2081,0.0,1.0
2958,1.0,1.0
2144,1.0,1.0
3568,1.0,1.0
2459,3.0,0.0
3327,0.0,2.0
3941,0.0,1.0
2036,0.0,1.0
3677,1.0,1.0
2329,0.0,3.0
2261,1.0,0.0
3931,1.0,1.0
2096,0.0,2.0
2657,0.0,2.0
3057,1.0,2.0
3303,2.0,1.0
2707,2.0,0.0
2126,0.0,3.0
3956,1.0,1.0
2398,0.0,3.0
3151,2.0,0.0
2821,1.0,0.0
3829,0.0,1.0
2307,1.0,1.0
2636,0.0,2.0
2245,1.0,1.0
3553,0.0,1.0
3698,2.0,1.0
3684,2.0,1.0
3810,0.0,2.0
3652,1.0,2.0
3222,1.0,1.0
3769,0.0,3.0
2654,3.0,0.0
3417,0.0,1.0
2269,0.0,1.0
3672,0.0,2.0
2445,0.0,3.0
2599,2.0,0.0
3324,1.0,0.0
3221,0.0,2.0
3019,0.0,1.0
2248,1.0,1.0
2783,1.0,0.0
3537,1.0,1.0
3302,0.0,3.0
2271,0.0,1.0
3679,1.0,1.0
2244,0.0,1.0
2361,0.0,2.0
2940,0.0,1.0
3969,0.0,2.0
2158,0.0,2.0
2418,0.0,2.0
3028,2.0,0.0
2984,1.0,0.0
2590,0.0,3.0
3379,0.0,1.0
2185,1.0,1.0
2345,0.0,2.0
2946,0.0,1.0
3998,0.0,1.0
3983,0.0,3.0
2837,2.0,0.0
3263,2.0,1.0
3343,0.0,2.0
3270,0.0,3.0
3250,1.0,1.0
2776,0.0,1.0
3524,1.0,1.0
3209,1.0,0.0
3225,0.0,1.0
3864,0.0,2.0
2365,0.0,1.0
2085,1.0,0.0
2523,1.0,1.0
3641,0.0,1.0
2552,0.0,3.0
2373,1.0,0.0
2995,0.0,2.0
3813,2.0,0.0
3267,0.0,3.0
2019,0.0,1.0
2343,0.0,2.0
2347,0.0,1.0
2045,0.0,2.0
2579,0.0,1.0
3031,0.0,1.0
2824,0.0,3.0
3554,0.0,1.0
2014,2.0,1.0
3728,0.0,1.0
3745,1.0,0.0
3888,0.0,3.0
2297,0.0,2.0
2017,1.0,1.0
3009,1.0,0.0
2945,0.0,2.0
2243,0.0,3.0
2064,2.0,1.0
2831,2.0,1.0
2722,1.0,0.0
3849,0.0,1.0
3902,0.0,3.0
2823,0.0,1.0
3292,1.0,1.0
2410,0.0,3.0
2179,0.0,3.0
2736,0.0,2.0
3665,0.0,3.0
2331,1.0,0.0
3163,0.0,2.0
3434,0.0,3.0
3205,0.0,1.0
2118,0.0,1.0
3767,2.0,1.0
3288,0.0,1.0
2865,0.0,3.0
3617,1.0,0.0
3834,0.0,1.0
2814,0.0,2.0
3467,0.0,1.0
2219,0.0,1.0
2845,0.0,3.0
3427,2.0,0.0
3791,2.0,1.0
2962,0.0,1.0
2733,0.0,1.0
3393,0.0,1.0
2258,2.0,0.0
2501,0.0,2.0
3313,1.0,1.0
3787,1.0,0.0
3468,1.0,0.0
3967,0.0,1.0
2140,0.0,1.0
3638,3.0,0.0
3200,1.0,0.0
2844,1.0,1.0
3823,1.0,1.0
3942,1.0,0.0
2887,1.0,1.0
2469,3.0,0.0
2918,0.0,3.0
3011,0.0,2.0
3958,1.0,0.0
2898,0.0,3.0
3148,1.0,0.0
2021,0.0,2.0
2371,0.0,1.0
3087,1.0,0.0
2866,2.0,0.0
3803,0.0,1.0
3940,0.0,1.0
2106,0.0,1.0
