,years_experience,degree
2701,2.0,0.0
3374,0.0,1.0
2079,1.0,1.0
3450,0.0,2.0
2430,0.0,3.0
2785,1.0,1.0
3071,0.0,3.0
2040,0.0,2.0
3474,0.0,3.0
3167,0.0,2.0
3281,0.0,2.0
3047,1.0,1.0
3248,0.0,3.0
3039,0.0,2.0
2345,2.0,0.0
2445,1.0,0.0
3721,1.0,0.0
3924,1.0,1.0
3198,1.0,0.0
2156,1.0,1.0
3052,2.0,0.0
3917,0.0,2.0
2840,1.0,0.0
2314,1.0,0.0
2734,0.0,2.0
2795,0.0,3.0
3435,2.0,1.0
3164,0.0,1.0
2219,0.0,1.0
2601,0.0,2.0
3452,1.0,1.0
3596,1.0,1.0
3331,0.0,3.0
2131,1.0,1.0
3634,0.0,2.0
2610,1.0,0.0
2846,1.0,0.0
2173,1.0,1.0
3626,1.0,1.0
3962,0.0,3.0
3539,1.0,0.0
2007,1.0,1.0
3265,1.0,0.0
2835,1.0,1.0
2834,0.0,2.0
2332,1.0,1.0
3896,1.0,0.0
3940,1.0,1.0
3500,0.0,1.0
3884,0.0,2.0
3011,0.0,1.0
2614,0.0,1.0
3221,1.0,0.0
3859,1.0,0.0
2132,0.0,1.0
3641,3.0,0.0
3150,0.0,3.0
3197,0.0,1.0
2908,0.0,2.0
2681,0.0,3.0
3328,2.0,0.0
2129,0.0,1.0
3815,0.0,3.0
3999,1.0,0.0
2737,1.0,1.0
2875,0.0,2.0
2489,0.0,2.0
3867,1.0,0.0
3231,1.0,0.0
2377,0.0,3.0
3009,1.0,1.0
2320,0.0,2.0
2090,1.0,1.0
2099,1.0,0.0
2658,1.0,0.0
3503,2.0,0.0
3320,1.0,1.0
3694,0.0,1.0
3943,1.0,1.0
3909,1.0,1.0
3242,0.0,2.0
3412,2.0,1.0
3300,0.0,1.0
2355,0.0,1.0
2480,0.0,2.0
2148,0.0,2.0
2642,1.0,0.0
2106,0.0,2.0
2475,2.0,0.0
2194,0.0,3.0
3211,2.0,0.0
2063,1.0,0.0
2053,0.0,3.0
2924,2.0,0.0
2271,0.0,2.0
3509,3.0,0.0
2885,2.0,1.0
3599,0.0,1.0
3284,0.0,3.0
2378,2.0,0.0
2820,0.0,1.0
2072,1.0,0.0
3069,0.0,1.0
3537,0.0,1.0
3984,0.0,2.0
3956,1.0,1.0
3132,1.0,0.0
3856,0.0,1.0
3506,0.0,3.0
3148,0.0,3.0
3675,0.0,2.0
2451,1.0,1.0
3993,0.0,2.0
2217,1.0,0.0
3946,1.0,2.0
3040,1.0,2.0
3455,0.0,1.0
2545,0.0,1.0
3789,0.0,3.0
3222,0.0,3.0
2101,1.0,1.0
2731,0.0,1.0
2948,2.0,0.0
2254,1.0,1.0
3111,0.0,3.0
2061,2.0,0.0
3982,2.0,0.0
3637,1.0,1.0
2399,1.0,1.0
3456,1.0,0.0
3189,1.0,1.0
2559,1.0,2.0
2802,2.0,0.0
2333,0.0,3.0
3469,1.0,1.0
2295,0.0,1.0
3750,0.0,1.0
2983,0.0,3.0
3566,0.0,1.0
2260,0.0,1.0
3433,1.0,0.0
2472,1.0,1.0
3306,1.0,0.0
2554,0.0,2.0
3752,0.0,2.0
2821,1.0,0.0
2750,1.0,0.0
3622,0.0,2.0
2337,1.0,0.0
2962,1.0,0.0
2969,1.0,1.0
2385,0.0,1.0
2943,1.0,0.0
3401,0.0,2.0
3217,0.0,3.0
2521,0.0,3.0
2565,2.0,0.0
3773,2.0,0.0
2112,0.0,1.0
2471,0.0,2.0
2728,1.0,0.0
3591,1.0,1.0
2837,2.0,1.0
3410,1.0,1.0
2743,0.0,1.0
3240,1.0,0.0
2682,2.0,0.0
2303,0.0,1.0
3351,0.0,1.0
2619,1.0,0.0
3776,1.0,1.0
2185,0.0,3.0
3025,0.0,1.0
2580,1.0,1.0
2118,1.0,0.0
3810,0.0,2.0
3256,1.0,0.0
3911,2.0,1.0
2625,1.0,0.0
3980,0.0,3.0
2421,0.0,1.0
2209,3.0,0.0
2034,1.0,1.0
3831,0.0,1.0
2665,0.0,2.0
2064,0.0,3.0
3738,0.0,3.0
3267,0.0,2.0
2880,2.0,1.0
3780,0.0,2.0
2011,0.0,3.0
3480,0.0,1.0
2732,0.0,1.0
2589,0.0,1.0
2422,0.0,3.0
2963,1.0,0.0
2575,1.0,1.0
3944,0.0,3.0
2812,0.0,2.0
3439,1.0,0.0
