,x1,x2
3054,0.7,0.0
3803,1.8,0.0
3520,0.4,-0.0
3436,0.1,2.6
3899,2.1,5.2
2431,0.4,0.0
3865,1.5,0.0
2505,1.5,-0.0
3166,1.8,1.5
2358,2.6,3.2
3448,0.5,0.0
3749,2.1,0.0
2247,2.3,3.3
2439,1.4,0.0
3788,1.9,-0.0
2951,0.5,0.0
3302,0.7,3.5
3646,0.7,3.5
2356,2.4,0.0
2925,1.2,3.0
3764,-0.0,1.5
2812,1.2,0.0
2253,2.3,0.0
3200,1.0,-0.0
2357,0.8,-0.0
2244,3.0,2.9
3198,1.4,0.0
3816,2.0,-0.0
2442,0.1,4.5
3728,1.2,-0.0
2815,0.7,1.0
2860,2.1,0.0
3641,3.1,0.0
2054,0.8,-0.0
2503,1.5,0.0
2761,2.1,0.0
3895,1.1,-0.0
2437,0.5,2.1
2211,2.3,0.0
3407,0.5,-0.0
2720,0.8,-0.0
3133,1.0,0.0
2667,0.9,1.1
3288,0.1,-0.0
3262,0.2,-0.0
2753,2.0,0.0
2765,0.4,0.0
2108,1.7,1.7
3247,0.9,0.3
2768,1.3,2.1
2958,0.1,0.0
2565,2.5,0.0
3073,1.8,0.0
2516,1.9,-0.0
2731,-0.1,-0.0
3112,1.7,0.0
2240,0.6,-0.0
2377,2.5,5.0
2168,2.3,-0.0
3736,2.5,0.0
2999,1.2,-0.0
3363,1.9,-0.0
2787,0.9,-0.0
2637,1.6,3.6
2405,2.1,4.7
2198,2.5,0.0
2119,1.7,0.0
2788,0.5,0.5
3456,1.2,-0.0
3875,0.4,3.0
3003,1.6,-0.0
3485,0.6,-0.0
2040,2.1,0.0
3712,2.6,4.7
3239,2.5,3.5
3822,1.0,3.5
3326,1.5,0.0
3034,2.1,-0.0
3271,2.1,0.0
3167,0.1,0.2
3772,1.8,-0.0
3984,2.4,-0.0
3558,1.3,0.0
3850,2.0,0.0
3746,0.8,0.0
3751,1.5,2.1
3625,2.2,0.0
3659,2.5,0.0
2252,2.9,1.3
3740,0.9,0.0
2162,2.3,2.8
2021,1.7,0.0
2283,1.6,2.3
2944,2.0,0.0
2829,1.8,0.0
2553,1.4,-0.0
2381,0.5,3.0
3343,0.9,-0.0
3072,1.3,0.0
3664,0.2,3.7
3920,3.5,-0.0
2221,2.5,2.5
2062,-0.0,0.1
2781,2.4,3.6
3391,1.7,0.0
2603,0.6,-0.0
2810,0.0,3.5
3682,0.8,0.0
3267,1.0,4.5
2608,1.3,0.0
2194,2.7,-0.0
2160,1.2,2.7
3467,1.7,-0.0
2661,2.2,3.2
2708,1.6,2.7
3331,2.2,-0.0
3941,1.9,-0.0
2265,2.7,-0.0
3773,1.2,2.1
3416,2.4,0.0
2226,2.2,1.6
3028,1.5,0.0
2154,1.3,-0.0
3624,0.9,3.4
3636,2.5,2.2
3155,1.5,0.0
2282,2.1,0.0
2368,0.9,4.7
2408,1.8,0.0
3863,2.5,5.1
3352,2.3,0.0
3337,0.9,1.4
2262,3.6,-0.0
2668,1.5,0.0
3259,2.1,2.8
3873,1.0,2.8
3180,1.4,0.0
3759,0.5,0.5
3553,1.5,0.0
3665,1.7,0.0
2458,1.7,2.4
3193,2.2,0.0
3048,0.2,-0.0
3882,0.9,1.1
3356,1.6,0.9
2932,1.9,0.0
3845,0.1,3.9
2655,1.7,0.0
2814,1.7,0.0
3569,1.8,1.4
3755,1.1,-0.0
3335,1.7,-0.0
2202,1.0,-0.0
3055,1.8,0.0
2474,2.1,0.0
2918,1.7,-0.0
3059,1.8,0.0
3975,0.9,2.1
2493,1.3,-0.0
2308,0.5,1.5
3430,2.9,-0.0
2704,0.9,2.2
3504,1.8,3.5
3814,1.0,-0.0
3756,2.1,-0.0
2324,2.1,4.0
3601,1.8,0.0
2346,1.5,0.0
3674,1.9,2.1
2581,2.5,0.0
3525,2.0,-0.0
2153,1.7,0.0
2473,2.5,0.0
3543,1.9,-0.0
3487,2.2,-0.0
3964,1.8,0.0
3464,0.4,0.0
2841,3.3,-0.0
3422,2.0,3.8
2320,0.9,0.0
2890,2.0,0.0
2640,1.3,6.2
3671,1.1,-0.0
3577,1.7,2.8
2457,0.9,0.0
3289,1.3,-0.0
3931,1.9,-0.0
2201,1.5,-0.0
2143,1.6,0.0
3730,0.9,0.0
3068,1.5,0.0
3576,1.4,0.0
3796,0.7,2.2
2894,0.1,1.3
2273,1.6,-0.0
3031,0.1,1.7
2885,3.1,0.0
2349,1.6,3.7
3831,2.4,2.5
2746,1.7,1.2
