,y_hat
16341,False
15250,False
15860,False
14367,False
17612,False
14525,False
15525,False
14058,False
16831,False
16843,False
12599,False
13737,False
16326,False
18194,False
12786,False
10615,False
10201,False
15515,False
16470,False
15550,False
17030,False
10009,False
10071,False
19897,False
18270,False
13258,False
17166,False
10134,False
11584,False
18699,False
13887,False
15983,False
14744,False
18586,False
18969,False
18334,False
15907,False
15240,False
12323,False
17811,False
19077,False
12149,False
13843,False
13246,False
14501,False
15148,False
10055,False
10178,False
18964,False
12056,False
15078,False
15599,False
13067,False
10203,False
19128,False
12830,False
14113,False
16683,False
16902,False
11513,False
17211,False
16036,False
17255,False
18096,False
18180,False
15132,False
11620,False
16651,False
16021,False
13653,False
16952,False
16062,False
14681,False
10026,False
13654,False
13559,False
11447,False
19321,False
18504,False
19257,False
13056,False
18452,False
18472,False
16412,False
19057,False
17023,False
16769,False
15763,False
16060,False
14685,False
17351,False
18634,False
16721,False
16478,False
19427,False
14971,False
15296,False
13622,False
16425,False
15558,False
14123,False
11490,False
12606,False
16873,False
18973,False
16220,False
17108,False
11282,False
14555,False
10718,False
11107,False
14999,False
16739,False
11434,False
13811,False
17000,False
15820,False
15776,False
13779,False
16941,False
19560,False
18158,False
16950,False
17216,False
10546,False
18643,False
15895,False
11788,False
14026,False
18502,False
14437,False
16273,False
15144,False
16155,False
17469,False
14607,False
14518,False
12753,False
19843,False
14970,False
19018,False
18256,False
17097,False
16398,False
18447,False
17873,False
10966,False
17767,False
12939,False
11896,False
19342,False
19545,False
15317,False
10037,False
14534,False
15267,False
13906,False
14282,False
11445,False
17823,False
18407,False
14416,False
18094,False
12234,False
13431,False
15585,False
15052,False
19816,False
18211,False
13755,False
19119,False
10996,False
11258,False
15582,False
10987,False
16693,False
11864,False
19592,False
10557,False
19968,False
10595,False
19839,False
17816,False
15739,False
11573,False
12157,False
11946,False
10741,False
18149,False
13362,False
14943,False
15143,False
19121,False
12369,False
15849,False
11775,False
16525,False
12138,False
19835,False
12163,False
