,years_experience,degree
2432,1.0,1.0
3071,1.0,0.0
2447,0.0,2.0
3676,0.0,3.0
2171,0.0,1.0
3045,0.0,1.0
2343,1.0,1.0
3022,0.0,1.0
3223,3.0,0.0
3159,1.0,2.0
3098,1.0,3.0
2499,0.0,1.0
2336,0.0,1.0
3731,0.0,1.0
3231,1.0,1.0
3653,0.0,2.0
3866,2.0,1.0
3407,0.0,1.0
2177,3.0,0.0
2931,1.0,1.0
3175,0.0,1.0
3771,0.0,3.0
3349,1.0,0.0
2993,0.0,3.0
2125,2.0,1.0
3693,1.0,0.0
2465,1.0,3.0
3251,0.0,1.0
3695,0.0,1.0
3493,0.0,3.0
3480,1.0,1.0
2184,1.0,2.0
3058,0.0,2.0
2255,0.0,1.0
3735,1.0,1.0
3622,0.0,2.0
2073,0.0,3.0
3028,0.0,2.0
2441,0.0,1.0
3981,0.0,1.0
3165,0.0,1.0
3519,1.0,1.0
3616,0.0,3.0
2798,1.0,1.0
2646,0.0,2.0
3111,1.0,1.0
2101,0.0,2.0
3684,1.0,1.0
3046,2.0,0.0
3285,0.0,3.0
3271,1.0,1.0
3512,1.0,2.0
3520,2.0,0.0
3295,0.0,1.0
3189,0.0,2.0
3805,2.0,1.0
2086,1.0,1.0
2332,1.0,1.0
3651,0.0,1.0
2901,1.0,1.0
2647,0.0,1.0
3018,1.0,1.0
2757,1.0,2.0
2244,0.0,1.0
3530,2.0,1.0
2576,2.0,0.0
3725,0.0,3.0
2767,0.0,2.0
2916,1.0,3.0
2293,1.0,1.0
3138,1.0,1.0
2822,1.0,0.0
3727,0.0,1.0
2793,1.0,1.0
3438,3.0,0.0
3555,2.0,0.0
3153,1.0,0.0
2122,0.0,1.0
2879,1.0,0.0
3576,0.0,2.0
2500,0.0,2.0
3240,1.0,0.0
2774,2.0,0.0
3389,3.0,0.0
2158,1.0,3.0
3096,0.0,2.0
3795,1.0,1.0
2526,1.0,1.0
3424,0.0,1.0
2639,0.0,3.0
3037,1.0,1.0
3669,0.0,3.0
2004,1.0,0.0
3003,2.0,0.0
2085,1.0,1.0
2611,2.0,1.0
2274,1.0,1.0
3578,2.0,0.0
2794,2.0,0.0
3304,0.0,2.0
2943,1.0,3.0
2527,0.0,1.0
3467,2.0,1.0
3191,1.0,1.0
3785,2.0,0.0
2208,3.0,1.0
2490,0.0,2.0
2868,2.0,2.0
3256,0.0,1.0
2243,0.0,3.0
3156,1.0,1.0
2688,0.0,2.0
3800,1.0,1.0
3767,0.0,2.0
3102,0.0,2.0
2424,2.0,1.0
2671,1.0,1.0
2128,1.0,1.0
2789,0.0,1.0
3043,1.0,1.0
2235,1.0,3.0
2058,2.0,0.0
2502,0.0,1.0
3590,2.0,1.0
2165,1.0,1.0
3410,1.0,1.0
3428,0.0,2.0
3602,0.0,2.0
2949,1.0,1.0
2770,0.0,1.0
3658,0.0,1.0
2207,2.0,1.0
3495,1.0,0.0
2034,0.0,3.0
2468,0.0,1.0
3038,0.0,1.0
3325,1.0,1.0
3698,1.0,1.0
3501,1.0,1.0
2760,0.0,1.0
3155,0.0,2.0
3351,2.0,1.0
2191,2.0,1.0
2228,0.0,1.0
3817,1.0,1.0
3411,1.0,1.0
3288,1.0,1.0
2917,0.0,2.0
3995,0.0,1.0
2251,1.0,1.0
3673,0.0,1.0
3230,1.0,1.0
3918,1.0,1.0
3663,1.0,1.0
2187,1.0,2.0
3075,1.0,2.0
2711,1.0,1.0
3010,0.0,2.0
3367,1.0,1.0
2878,1.0,0.0
3597,0.0,2.0
2266,0.0,3.0
2595,1.0,0.0
3822,1.0,2.0
2855,0.0,3.0
3144,0.0,2.0
2362,0.0,1.0
3885,0.0,3.0
3768,1.0,1.0
3873,1.0,1.0
2590,2.0,0.0
2775,0.0,1.0
2863,0.0,1.0
3237,0.0,1.0
2257,0.0,2.0
2195,0.0,2.0
3942,1.0,1.0
3886,1.0,1.0
2762,0.0,2.0
2384,3.0,1.0
2341,1.0,1.0
3513,0.0,1.0
3118,1.0,3.0
3475,0.0,3.0
2808,0.0,2.0
2910,0.0,1.0
3140,2.0,1.0
2697,0.0,2.0
2968,1.0,0.0
2981,0.0,1.0
2381,0.0,1.0
3639,1.0,1.0
3514,0.0,1.0
2262,1.0,1.0
2685,1.0,1.0
2259,1.0,3.0
3760,2.0,0.0
3875,0.0,2.0
3567,1.0,1.0
2338,2.0,1.0
