,y_hat
2243,False
3970,False
3457,False
2989,False
2582,False
2404,False
3197,False
3533,False
3567,False
3540,False
2074,False
3333,False
3279,False
3869,False
3619,False
2906,False
2742,False
2938,False
2226,False
2212,False
2252,False
3815,False
3918,False
3740,False
2274,False
2603,False
3894,False
2227,False
3235,False
2682,False
2365,False
2977,False
3434,False
3307,False
2096,False
2944,False
2233,False
2473,False
3508,False
3130,False
3857,False
3113,False
3629,False
3824,False
2853,False
2063,False
2532,False
3886,False
3885,False
3495,False
3337,False
2797,False
2527,False
2322,False
2600,False
3966,False
2777,False
3151,False
3042,False
3326,False
2891,False
2768,False
3261,False
2640,False
3321,False
3357,False
2802,False
2730,False
3775,False
2734,False
2524,False
3536,False
3275,False
3323,False
3080,False
3640,False
2016,False
3153,False
2772,False
3808,False
2904,False
2176,False
2174,False
3099,False
3447,False
2861,False
2239,False
2402,False
2358,False
3940,False
3829,False
2085,False
3863,False
3509,False
2270,False
3227,False
3727,False
2915,False
2689,False
2009,False
3927,False
2215,False
3620,False
2493,False
2986,False
2890,False
3159,False
3946,False
2845,False
3394,False
2181,False
3856,False
2313,False
2787,False
3467,False
3344,False
2725,False
3969,False
2990,False
2811,False
2681,False
3883,False
3858,False
2807,False
3084,False
2621,False
3853,False
3776,False
2535,False
2753,False
3570,False
3964,False
2366,False
3635,False
2142,False
3168,False
2762,False
2248,False
3162,False
2698,False
3122,False
3562,False
3208,False
3904,False
3650,False
3514,False
2543,False
3913,False
2182,False
3089,False
3124,False
2659,False
3889,False
3074,False
2737,False
3087,False
3545,False
3100,False
2873,False
2135,False
3205,False
2760,False
2829,False
2850,False
3312,False
2159,False
3667,False
3556,False
3800,False
3903,False
2037,False
2087,False
3298,False
2976,False
3661,False
3520,False
3694,False
2340,False
2611,False
3448,False
3332,False
2353,False
2984,False
2999,False
2949,False
2453,False
2147,False
3363,False
3272,False
2602,False
3753,False
2806,False
2876,False
3216,False
2059,False
3676,False
3152,False
2945,False
3487,False
2146,False
