ix,goal_cost,intv_cost
2253,0.941,1.5
3389,0.913,2.4
2153,0.915,4.2
3167,0.904,7.800000000000001
2125,0.909,0.9
2383,0.913,3.7
2872,0.915,1.9
3785,0.908,3.7
2006,0.91,8.8
3015,0.934,5.2
3416,0.906,1.6
2703,0.903,9.8
2951,0.906,4.6
2425,0.907,3.2
3908,0.925,0.8
3158,0.928,2.4
2430,0.903,3.8
3690,0.903,2.1
3253,0.927,1.2
2294,0.909,5.1
2702,0.917,2.2
3518,0.901,3.9000000000000004
3259,0.903,5.8
3157,0.904,4.4
2555,0.902,0.7
2023,0.946,2.4
2300,0.939,1.2
3507,0.908,2.2
2988,0.903,10.2
3366,0.934,1.1
3234,0.918,0.7
3266,0.908,0.8
2342,0.904,3.9000000000000004
3217,0.913,1.3
3889,0.909,2.1
2361,0.955,0.9
3674,0.904,0.6
3741,0.916,1.5
3330,0.914,3.7
3921,0.906,8.600000000000001
2759,0.907,7.2
2165,0.913,6.0
2243,0.909,11.7
2664,0.908,4.300000000000001
2682,0.905,0.8
3255,0.901,6.5
3732,0.911,1.2000000000000002
3381,0.914,2.2
2678,0.9440000057220459,2.0
2624,0.906,3.2
2823,0.905,11.3
3901,0.909,11.600000000000001
2018,0.911,2.2
2858,0.906,7.1
2332,0.911,1.5
3208,0.92,2.3
2789,0.907,2.2
2103,0.918,1.0
2693,0.925,0.9
3150,0.919,5.3
2595,0.921,0.6
2275,0.904,1.4
2887,0.941,1.7
3347,0.918,1.8
2094,0.906,5.699999999999999
3675,0.901,2.7
2434,0.916,1.3
2166,0.907,1.8
3324,0.9279999732971191,2.5
2217,0.925,0.8
2631,0.909,4.7
3254,0.911,3.7
3101,0.923,3.2
3668,0.905,4.1
3575,0.935,1.4
2160,0.9160000085830688,1.5
3228,0.901,4.2
3859,0.902,4.1
3743,0.906,4.199999999999999
3988,0.905,1.1
3379,0.905,5.2
2170,0.932,1.4
2518,0.907,3.0
3797,0.928,1.1
2986,0.918,1.9
2695,0.933,1.0
2600,0.905,5.2
2063,0.902,1.5
2235,0.907,3.3
2777,0.914,1.3
3291,0.9079999923706055,2.5
2699,0.927,1.3
2124,0.906,5.6
3866,0.907,4.3
3958,0.925000011920929,1.0
2227,0.917,1.4
3529,0.903,2.8
3863,0.904,1.5999999999999999
3523,0.907,8.8
3721,0.905,17.299999999999997
3338,0.909,0.7
3319,0.939,0.9
3595,0.908,13.899999999999999
2654,0.922,1.3
2468,0.92,1.8
2717,0.904,0.9
2287,0.912,3.0
3751,0.903,3.9000000000000004
2660,0.91,2.1
2948,0.918,2.5
3655,0.907,6.300000000000001
3769,0.909,12.100000000000001
2519,0.922,2.0
2179,0.903,8.9
3402,0.923,1.2
3569,0.913,0.8
2152,0.909,1.8
3244,0.906,3.3
3445,0.922,0.7
2358,0.904,3.9000000000000004
3196,0.93,1.2
3837,0.907,3.8
3853,0.901,0.8
3876,0.904,2.7
2630,0.918,1.5
2370,0.912,3.7
3962,0.907,7.7
3115,0.923,1.1
2177,0.903,3.6999999999999997
2373,0.916,4.2
2581,0.91,2.4
3831,0.939,1.9
2105,0.903,9.399999999999999
2689,0.918,1.2
3869,0.904,1.3
2108,0.907,1.3
3142,0.911,3.9
3001,0.916,2.0999999999999996
3214,0.913,2.5
3428,0.916,0.8
2502,0.901,0.9
3387,0.901,0.9
3766,0.933,1.1
3700,0.911,0.6
2549,0.904,11.600000000000001
3556,0.9079999923706055,4.5
3421,0.912,9.2
3643,0.907,10.6
3681,0.917,0.7
3512,0.911,2.1
2157,0.907,2.3000000000000003
3559,0.939,2.0
2542,0.903,1.8
3925,0.908,1.0
3337,0.923,1.0
2989,0.902,10.5
3698,0.91,0.8
3702,0.909,2.5
3506,0.903,3.1
3891,0.93,1.4
3976,0.914,2.1
3278,0.976,0.9
2944,0.901,6.1
3860,0.907,2.1999999999999997
2176,0.905,2.6
2087,0.922,1.1
2550,0.926,0.9
3847,0.913,2.9
2884,0.923,1.7000000000000002
2859,0.902,1.6
3588,0.917,1.1
3442,0.903,11.3
2590,0.917,2.6
2192,0.902,5.3999999999999995
2379,0.913,2.5
3703,0.902,8.9
2058,0.906,6.3999999999999995
2733,0.908,6.1
2283,0.901,4.6
2262,0.902,4.4
2315,0.903,3.5999999999999996
3246,0.932,2.8
3490,0.902,5.5
2335,0.904,11.3
2230,0.916,1.7
2529,0.906,4.7
3546,0.913,4.8
2072,0.902,7.8
3205,0.901,0.8
3390,0.905,1.3
2412,0.912,5.2
3483,0.922,1.7
2958,0.907,2.7
3701,0.912,4.300000000000001
2221,0.9129999876022339,1.5
2344,0.908,13.6
2748,0.903,1.7
3903,0.901,1.1
3994,0.917,1.5
2751,0.901,1.8
