,years_experience,degree
3398,0.0,1.0
2067,2.0,2.0
2378,1.0,1.0
3085,0.0,2.0
3661,0.0,2.0
2061,2.0,1.0
3625,2.0,0.0
2182,0.0,2.0
3240,0.0,3.0
2918,0.0,2.0
2370,1.0,2.0
2443,0.0,2.0
2157,2.0,0.0
3666,1.0,3.0
2405,2.0,0.0
3108,2.0,2.0
2638,0.0,2.0
2650,1.0,1.0
2738,0.0,2.0
3564,2.0,1.0
2563,0.0,1.0
3519,0.0,2.0
3367,0.0,3.0
3730,0.0,3.0
2968,1.0,1.0
2581,0.0,2.0
3944,1.0,0.0
2030,0.0,2.0
3676,1.0,3.0
3847,1.0,3.0
2490,0.0,3.0
2758,0.0,2.0
2078,0.0,1.0
3998,0.0,1.0
2829,0.0,3.0
2131,1.0,3.0
2842,0.0,1.0
2636,0.0,1.0
2300,1.0,3.0
3913,0.0,2.0
2837,2.0,0.0
3102,1.0,1.0
3677,0.0,2.0
2674,0.0,2.0
2684,0.0,1.0
2165,1.0,1.0
3500,0.0,3.0
3979,1.0,1.0
3988,0.0,1.0
2480,0.0,2.0
3956,0.0,2.0
3045,1.0,1.0
3790,1.0,1.0
2716,1.0,3.0
3487,0.0,3.0
3486,1.0,2.0
3497,1.0,1.0
3766,1.0,1.0
2372,1.0,2.0
3294,0.0,1.0
2094,0.0,1.0
2455,1.0,0.0
3842,0.0,1.0
2277,0.0,1.0
2323,0.0,2.0
3938,0.0,2.0
2169,2.0,0.0
3935,1.0,3.0
2551,0.0,2.0
2534,0.0,2.0
2015,0.0,3.0
3590,0.0,1.0
3688,0.0,2.0
3893,0.0,2.0
3075,0.0,2.0
3452,1.0,3.0
2661,0.0,1.0
2565,0.0,3.0
2692,0.0,2.0
3517,0.0,1.0
3101,0.0,3.0
3129,1.0,1.0
3408,0.0,3.0
2647,2.0,0.0
2815,0.0,3.0
3471,0.0,2.0
2874,2.0,0.0
2998,0.0,1.0
2823,1.0,3.0
2948,0.0,1.0
2127,0.0,2.0
2832,0.0,1.0
2535,0.0,2.0
2846,1.0,1.0
3954,0.0,1.0
2779,1.0,2.0
2306,1.0,1.0
3436,0.0,3.0
3714,1.0,2.0
3857,0.0,1.0
3947,1.0,0.0
2860,1.0,0.0
2693,0.0,2.0
2434,2.0,0.0
2704,2.0,0.0
2947,0.0,1.0
3153,2.0,0.0
3690,0.0,1.0
3570,0.0,1.0
2614,0.0,2.0
3113,0.0,2.0
3778,1.0,2.0
3955,0.0,2.0
3038,1.0,2.0
2562,0.0,2.0
3559,0.0,1.0
3421,1.0,3.0
3074,2.0,1.0
2530,2.0,0.0
3053,0.0,2.0
3869,0.0,2.0
3560,1.0,1.0
3001,0.0,2.0
3498,0.0,3.0
2223,1.0,1.0
2981,1.0,2.0
2006,2.0,1.0
3737,0.0,1.0
2717,2.0,0.0
2834,0.0,1.0
2652,1.0,1.0
3814,0.0,1.0
2361,1.0,1.0
3885,0.0,1.0
2082,0.0,1.0
2776,1.0,1.0
3270,2.0,0.0
2158,0.0,2.0
2723,0.0,3.0
3550,0.0,3.0
3880,0.0,2.0
3231,1.0,1.0
3087,0.0,2.0
2645,1.0,1.0
2171,0.0,2.0
3058,1.0,1.0
2343,1.0,0.0
2428,0.0,3.0
2978,0.0,2.0
3414,2.0,2.0
3841,1.0,2.0
2885,0.0,2.0
2891,1.0,3.0
2825,0.0,3.0
2373,1.0,2.0
3863,0.0,1.0
3986,0.0,2.0
3420,2.0,1.0
3090,2.0,0.0
2944,0.0,2.0
2987,2.0,0.0
2678,1.0,1.0
2714,1.0,1.0
3692,0.0,1.0
2651,1.0,2.0
2500,0.0,2.0
2919,0.0,3.0
3957,0.0,1.0
2319,0.0,1.0
2186,0.0,1.0
2245,1.0,0.0
3413,0.0,2.0
2336,0.0,2.0
3782,0.0,1.0
3905,1.0,1.0
3521,0.0,1.0
3706,0.0,2.0
3622,1.0,1.0
3779,1.0,1.0
2794,0.0,1.0
3032,1.0,3.0
2517,0.0,2.0
2705,1.0,2.0
3301,0.0,1.0
2664,0.0,2.0
3978,0.0,1.0
2417,2.0,1.0
2174,0.0,3.0
2180,0.0,1.0
2135,0.0,3.0
2974,1.0,1.0
2173,1.0,0.0
3119,0.0,2.0
3705,0.0,2.0
3754,0.0,2.0
2079,0.0,2.0
2404,1.0,2.0
3479,0.0,3.0
2861,0.0,2.0
2188,2.0,0.0
