,years_experience,degree
3193,0.0,2.0
3048,0.0,1.0
2705,3.0,1.0
3658,0.0,1.0
2245,1.0,3.0
3059,1.0,2.0
3785,0.0,1.0
2401,1.0,1.0
2749,0.0,2.0
3099,0.0,3.0
3950,0.0,2.0
2856,2.0,1.0
2918,1.0,1.0
2017,1.0,0.0
2899,1.0,1.0
3380,1.0,2.0
2730,1.0,0.0
2297,0.0,2.0
2216,0.0,1.0
3993,1.0,1.0
2520,1.0,1.0
3792,1.0,0.0
3572,1.0,0.0
3232,0.0,2.0
3050,0.0,3.0
2910,1.0,1.0
2953,1.0,0.0
2242,0.0,3.0
3420,1.0,1.0
2895,2.0,2.0
3534,1.0,3.0
2640,0.0,2.0
3910,0.0,1.0
3081,1.0,0.0
2173,2.0,1.0
3877,0.0,2.0
3227,0.0,2.0
3614,1.0,1.0
3723,2.0,0.0
2840,0.0,3.0
2849,3.0,0.0
3915,1.0,1.0
2183,0.0,3.0
2061,0.0,1.0
2150,0.0,3.0
2262,3.0,1.0
2119,0.0,2.0
2408,2.0,1.0
3547,0.0,2.0
3598,1.0,1.0
3944,0.0,2.0
2247,2.0,2.0
3508,1.0,1.0
3091,0.0,1.0
3181,1.0,1.0
2755,0.0,3.0
3933,0.0,1.0
2720,0.0,1.0
3762,1.0,1.0
2691,1.0,3.0
3716,3.0,0.0
2561,2.0,1.0
2766,1.0,3.0
2118,0.0,1.0
3121,3.0,1.0
2541,2.0,2.0
3384,1.0,2.0
3975,2.0,2.0
2265,0.0,2.0
3041,0.0,3.0
2859,0.0,1.0
3776,1.0,1.0
3937,0.0,1.0
3803,0.0,3.0
3072,0.0,3.0
2888,2.0,0.0
3892,0.0,3.0
3551,1.0,1.0
3054,1.0,0.0
3586,1.0,3.0
3075,0.0,3.0
2592,1.0,1.0
3621,1.0,1.0
2643,0.0,2.0
3391,0.0,1.0
2292,1.0,0.0
2946,1.0,1.0
3130,0.0,3.0
2199,0.0,1.0
2419,0.0,2.0
2008,1.0,1.0
3208,2.0,1.0
2180,0.0,1.0
2495,0.0,3.0
3331,0.0,2.0
3820,0.0,2.0
3734,0.0,1.0
3374,0.0,1.0
2847,0.0,0.0
2131,1.0,1.0
3210,0.0,3.0
3732,0.0,1.0
3810,0.0,1.0
2458,0.0,2.0
3018,0.0,3.0
2721,1.0,1.0
3938,1.0,1.0
2880,0.0,1.0
3216,1.0,0.0
3414,1.0,1.0
3600,0.0,2.0
2703,2.0,1.0
3936,1.0,0.0
3878,1.0,1.0
3435,1.0,1.0
3794,1.0,0.0
3365,1.0,2.0
2171,0.0,2.0
2323,1.0,0.0
3765,0.0,1.0
3393,1.0,1.0
3289,1.0,3.0
2731,2.0,2.0
2551,0.0,2.0
2865,0.0,1.0
3206,0.0,3.0
2070,0.0,0.0
2221,2.0,1.0
2669,0.0,2.0
3742,0.0,1.0
3190,0.0,1.0
2530,0.0,2.0
2676,0.0,3.0
3143,0.0,1.0
2801,0.0,1.0
3553,1.0,1.0
2947,1.0,3.0
2065,0.0,3.0
2198,0.0,1.0
2628,0.0,1.0
3177,0.0,1.0
3482,2.0,0.0
3469,0.0,2.0
2360,0.0,1.0
3526,1.0,0.0
2211,1.0,1.0
3637,1.0,1.0
3500,1.0,1.0
3371,1.0,2.0
2654,0.0,2.0
2434,1.0,2.0
2582,1.0,1.0
2113,2.0,0.0
2553,0.0,2.0
2158,0.0,2.0
2707,1.0,3.0
3832,1.0,1.0
2789,0.0,2.0
2212,1.0,1.0
3939,0.0,2.0
2542,0.0,2.0
2068,2.0,0.0
3605,0.0,3.0
2277,0.0,3.0
2162,0.0,1.0
3960,1.0,1.0
2886,2.0,0.0
2806,1.0,1.0
3684,0.0,1.0
3009,0.0,1.0
2104,2.0,0.0
3173,1.0,1.0
2288,0.0,1.0
2751,0.0,1.0
2736,1.0,1.0
3501,1.0,2.0
3824,0.0,1.0
3946,1.0,0.0
3148,0.0,2.0
3620,0.0,2.0
2201,1.0,1.0
3115,0.0,1.0
2862,2.0,1.0
2270,1.0,0.0
2787,1.0,3.0
2414,0.0,1.0
3200,2.0,1.0
3813,0.0,3.0
3014,1.0,1.0
2739,2.0,1.0
3806,0.0,3.0
3911,0.0,2.0
2032,0.0,2.0
3453,1.0,1.0
3219,3.0,1.0
3750,1.0,1.0
2513,0.0,1.0
3719,0.0,2.0
2450,0.0,3.0
3512,0.0,2.0
