,x1,x2
3086,0.9,-0.0
2275,0.8,-0.0
3913,1.5,-0.0
2288,1.4,2.6
2379,0.7,2.8
2914,0.0,3.6
3699,1.1,0.0
2014,1.1,-0.0
2427,2.2,0.0
3166,0.9,0.0
2234,0.8,-0.0
2517,0.7,0.0
3170,1.8,-0.0
3632,1.3,0.0
2664,0.9,-0.0
3163,1.1,0.0
3306,0.0,2.1
2615,1.0,0.0
3152,1.0,-0.0
2652,0.2,1.9
2009,1.6,0.0
3598,-0.0,2.3
2489,2.6,4.1
3304,1.0,-0.0
3142,1.3,-0.0
2206,1.3,1.4
2145,0.6,3.1
3367,0.8,4.2
2527,2.1,2.8
3017,1.4,0.0
3207,1.1,-0.0
3058,0.7,3.6
3795,1.1,0.0
3763,1.5,4.2
3045,2.1,4.0
3815,2.7,0.0
2534,0.0,1.3
3281,0.8,0.0
3941,0.8,0.0
2212,2.4,-0.0
3293,1.9,-0.0
3982,1.3,0.0
2523,0.6,0.0
3296,0.1,1.3
2252,1.1,0.0
2767,1.2,0.0
2883,0.8,0.0
2191,0.8,0.0
3600,1.8,-0.0
3008,0.3,1.3
2440,0.9,-0.0
3875,0.3,1.3
2099,1.0,-0.0
3728,1.0,-0.0
2880,0.7,0.0
3662,2.8,2.6
3938,0.9,-0.0
2720,1.9,2.1
2139,1.8,1.8
2910,1.4,0.0
2171,1.3,3.1
2632,1.5,0.0
3228,1.1,-0.0
3556,1.8,0.0
3268,1.3,2.6
2031,1.6,0.0
3923,1.1,-0.0
3132,0.6,2.6
2868,1.3,0.0
2268,0.8,-0.0
2368,2.0,0.0
3639,1.2,-0.0
2247,0.8,0.0
2370,2.5,0.0
2520,1.5,-0.0
3225,1.3,0.0
3240,1.6,-0.0
2555,1.4,0.0
3558,1.4,0.0
3769,0.9,-0.0
2764,1.0,-0.0
2857,1.2,2.1
3156,1.4,-0.0
3065,2.1,1.8
2854,2.6,-0.0
2367,0.7,2.1
2216,1.2,-0.0
2770,0.8,0.0
2637,1.7,-0.0
3582,0.9,0.0
3865,1.0,1.3
3619,0.7,-0.0
2584,1.3,2.2
2745,0.7,2.1
2763,2.1,0.0
3325,1.2,0.0
2192,2.1,4.6
3006,-0.0,2.1
3850,0.3,2.6
2314,0.8,0.0
2325,0.7,-0.0
2798,0.2,2.1
3530,1.3,2.6
2779,3.2,5.2
2949,2.5,0.0
2251,1.8,-0.0
2761,1.1,0.0
3456,1.4,-0.0
3144,1.5,0.0
3974,1.0,-0.0
2604,1.3,0.0
3113,1.1,-0.0
3739,0.8,1.3
3581,1.3,0.0
3246,1.9,4.1
3352,-0.0,2.6
3882,1.9,-0.0
2627,1.2,-0.0
3673,0.8,0.0
3744,-0.0,1.8
3539,1.6,-0.0
2181,1.9,2.1
2817,4.1,2.1
2993,0.3,3.1
2947,1.5,0.0
3939,2.2,-0.0
2539,0.4,2.1
3083,0.8,-0.0
3645,0.0,1.3
2965,1.6,0.0
3094,1.0,-0.0
3596,0.9,-0.0
3418,1.7,-0.0
2651,0.1,2.6
3951,0.2,2.1
2270,1.3,0.0
2287,1.8,0.0
2202,2.3,-0.0
2706,1.3,2.1
2705,0.2,2.1
2775,0.2,4.6
3602,0.9,-0.0
2873,1.8,0.0
2957,1.8,-0.0
3027,1.4,2.1
3901,0.8,-0.0
3514,0.0,3.6
3988,0.9,2.6
3482,0.9,0.0
2725,0.1,1.4
3620,1.4,-0.0
2735,1.9,0.0
2373,0.8,0.0
2233,0.8,-0.0
2401,1.7,0.0
2174,2.1,3.6
3315,1.0,0.0
3363,1.4,0.0
2791,1.7,0.0
2411,1.6,0.0
2447,2.3,3.0
3635,2.2,0.0
3818,1.8,3.3
3465,0.9,-0.0
2516,1.5,0.0
2084,0.0,2.6
2403,1.0,4.7
2691,3.2,-0.0
3001,0.3,4.2
2924,1.7,0.0
2971,0.8,0.0
3813,1.4,-0.0
3294,0.7,2.1
2237,1.3,-0.0
2609,1.3,3.1
2859,1.3,0.0
2215,1.5,0.0
2193,1.2,-0.0
2486,0.4,2.1
2976,1.1,-0.0
2195,0.6,0.0
2022,1.3,2.6
3694,0.7,0.0
3076,1.5,-0.0
3725,2.1,0.0
3405,1.5,4.7
3687,0.9,-0.0
2103,0.9,-0.0
3564,0.1,2.6
2472,0.8,-0.0
3054,1.7,-0.0
2060,1.7,0.0
2752,1.9,0.0
3231,0.6,3.1
3457,1.8,0.0
2327,0.6,1.8
3931,0.7,-0.0
3124,2.6,0.0
3924,1.7,0.0
2509,0.9,-0.0
