r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,0.9914999999999999,,0.665200001001358,0.04149999879300594,0.6328,0.0,0.0,0.0,0.025171633064048713,,0.18245230840675689,0.11030386985909986,0.1558967250742904
individualized,acceptance,0.85,0.85,1.0,0.9995,,0.7523000180721283,0.018999999947845937,0.6426999999999999,0.0,0.0,0.0,0.0015811388300841912,,0.10949788032384315,0.03864367121991561,0.1998692906209789
individualized,acceptance,0.9,0.9,1.0,0.9995,,0.7202999860048294,0.02299999976530671,0.6886500000000001,0.0,0.0,0.0,0.0015811388300841912,,0.18488016444266606,0.035371048865081224,0.1973878092036644
individualized,acceptance,0.95,0.95,1.0,1.0,,0.613100016117096,0.046999999042600396,0.7247999999999999,1.1702778228589004e-16,1.1702778228589004e-16,0.0,0.0,,0.24316317204748314,0.0624588735288605,0.20818183825150974
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.6436999946832657,0.015999999921768905,0.6162,0.0,0.0,0.0,0.0,,0.20615369824597607,0.038787168559546135,0.1525168843112132
subpopulation,acceptance,0.85,0.85,1.0,1.0,,0.752400016784668,0.02500000037252903,0.6437,0.0,0.0,0.0,0.0,,0.10512446881811907,0.0530722794987432,0.19820124453023327
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.7244999825954437,0.022000000439584257,1.623695737408231,0.0,0.0,0.0,0.0,,0.16576370553147854,0.03607091854535481,0.04272708468754626
subpopulation,acceptance,0.95,0.95,1.0,1.0,,0.6108000010251999,0.05549999922513962,0.72425,1.1702778228589004e-16,1.1702778228589004e-16,0.0,0.0,,0.24251359225322094,0.07201272936074679,0.20805758417643253
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.6474000185728073,0.010500000324100256,0.62965,0.0,0.0,0.0,0.0,,0.20859062857757094,0.02813163614565002,0.1542620515731447
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.7549999833106995,0.0264999995008111,0.66395,0.0,0.0,0.0,0.0,,0.10862778228096301,0.05778552195946603,0.19815180067592394
individualized,counterfactual,0.9,0.9,1.0,0.9994999999999999,,0.7251000136137009,0.023999999463558196,1.4274293936877958,0.0,0.0,0.0,0.001581138830084191,,0.16743254271457836,0.04148627485154288,0.037639383856264495
individualized,counterfactual,0.95,0.95,1.0,0.9995,,0.6187000095844268,0.054500000271946195,0.72005,1.1702778228589004e-16,1.1702778228589004e-16,0.0,0.0015811388300841912,,0.23506977077242086,0.07319874023676226,0.20662640064726595
individualized,improvement,0.75,0.75,0.9564999999999999,0.7773047728649245,0.7881743380823159,0.7757119119167328,0.7881743371486664,1.248364144098952,0.0,0.0,0.019443650777453157,0.05678793945232689,0.033485969094001346,0.0367520158444991,0.03348597468585707,0.045197974217584605
individualized,improvement,0.85,0.85,0.9625,0.8491559865500082,0.8675600371721203,0.8598441302776336,0.8675600409507751,1.45304142341396,0.0,0.0,0.028406767581765514,0.04020754713214428,0.009151026873689553,0.014172111658945547,0.009151028927891434,0.057747989306479994
individualized,improvement,0.9,0.9,0.9744999999999999,0.8808423214137937,0.8903509670702465,0.8863174915313721,0.8903509616851807,0.69495,0.0,0.0,0.020062402647738863,0.0251267443982264,0.026565652633858582,0.027696878704775135,0.026565656026079687,0.1889987433820659
individualized,improvement,0.95,0.95,0.9875,0.9326325877069308,0.9579646279064302,0.9530416011810303,0.9579646229743958,1.9915210573937536,1.1702778228589004e-16,1.1702778228589004e-16,0.015500896031448575,0.048696176329524346,0.011697508115527154,0.012976092360060478,0.011697511898515986,0.041192791875194264
subpopulation,improvement,0.75,0.75,0.95,0.5809948934085095,,0.584782600402832,0.5917884647846222,1.05434621833385,0.0,0.0,0.01666666666666665,0.04814049857121467,,0.03714213081715833,0.034366699330594434,0.050576758615858516
subpopulation,improvement,0.85,0.85,0.968,0.7191508163899143,,0.7282519280910492,0.736976557970047,1.2989077440457781,0.0,0.0,0.026267851073127384,0.04572224648206922,,0.02236765457303057,0.02239607853696453,0.03502297298641818
subpopulation,improvement,0.9,0.9,0.9720000000000001,0.8101550675141006,,0.8212970137596131,0.829714322090149,0.69445,0.0,0.0,0.027808871486152274,0.040594558693153523,,0.02816626322448012,0.031109037956234906,0.20295065765955142
subpopulation,improvement,0.95,0.95,0.9869999999999999,0.8794144152652208,,0.8994005560874939,0.904200154542923,1.7330896886495313,1.1702778228589004e-16,1.1702778228589004e-16,0.01475729574745245,0.05548484267598963,,0.024519757874257683,0.022875894146076995,0.05740020333378168
