,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,3.0,3.0,0.22076118,2.0,2.0,9.0
2001,2.0,0.0,0.7728745,3.0,6.0,6.0
2002,5.0,2.0,0.27931297,2.0,9.0,6.0
2003,2.0,2.0,0.5746758,3.0,4.0,4.0
2004,2.0,2.0,0.21385539,3.0,3.0,5.0
2005,2.0,2.0,0.9551984,3.0,3.0,2.0
2006,1.0,0.0,0.759418,3.0,1.0,2.0
2007,4.0,3.0,0.988562,1.0,7.0,3.0
2008,5.0,0.0,0.12328029,4.0,7.0,10.0
2009,1.0,2.0,0.6717092,3.0,3.0,1.0
2010,1.0,2.0,0.7984936,7.0,1.0,3.0
2011,3.0,0.0,0.41428173,6.0,0.0,4.0
2012,4.0,0.0,0.30428433,6.0,4.0,4.0
2013,1.0,2.0,0.66839576,5.0,2.0,4.0
2014,1.0,0.0,0.30187,12.0,2.0,3.0
2015,2.0,3.0,0.4329939,4.0,8.0,2.0
2016,5.0,2.0,0.49495578,3.0,3.0,6.0
2017,3.0,1.0,0.3505026,2.0,3.0,9.0
2018,7.0,2.0,0.8257077,2.0,2.0,1.0
2019,1.0,0.0,0.43147588,5.0,3.0,3.0
2020,1.0,0.0,0.6327194,3.0,11.0,4.0
2021,2.0,2.0,0.44323897,1.0,1.0,2.0
2022,8.0,1.0,0.30520976,6.0,6.0,6.0
2023,3.0,1.0,0.23856533,1.0,2.0,4.0
2024,2.0,0.0,0.92741156,3.0,15.0,4.0
2025,6.0,2.0,0.0897876,4.0,3.0,3.0
2026,3.0,2.0,0.40724277,3.0,5.0,8.0
2027,3.0,1.0,0.9533204,5.0,9.0,5.0
2028,4.0,0.0,0.30206347,2.0,4.0,1.0
2029,1.0,0.0,0.060560822,4.0,3.0,5.0
2030,1.0,2.0,0.35873866,4.0,4.0,3.0
2031,3.0,0.0,0.7079767,9.0,2.0,3.0
2032,12.0,0.0,0.14925599,5.0,3.0,3.0
2033,4.0,0.0,0.41864276,5.0,4.0,1.0
2034,0.0,2.0,0.6603795,2.0,1.0,7.0
2035,0.0,1.0,0.48974395,6.0,0.0,7.0
2036,1.0,2.0,0.4547553,5.0,4.0,0.0
2037,8.0,3.0,0.8152286,3.0,6.0,4.0
2038,6.0,2.0,0.8293593,7.0,2.0,7.0
2039,4.0,0.0,0.09429467,4.0,4.0,4.0
2040,2.0,0.0,0.29443765,2.0,1.0,2.0
2041,2.0,2.0,0.06751001,2.0,8.0,6.0
2042,1.0,0.0,0.18556082,4.0,1.0,1.0
2043,5.0,3.0,0.56549156,4.0,3.0,6.0
2044,2.0,0.0,0.0637691,4.0,0.0,8.0
