,x1,x2
3456,1.2,3.1
2824,1.6,0.9
2862,1.4,2.5
3006,2.3,1.4
2116,1.5,1.0
2222,1.2,3.3
2617,1.9,3.1
3847,-0.0,1.9
2953,1.1,2.6
3164,0.1,0.9
2877,0.3,1.8
2339,3.4,-0.0
2707,1.4,1.8
2252,2.6,0.1
3547,1.3,0.8
3800,2.7,1.8
3563,3.1,3.4
2716,1.0,2.0
3372,0.4,1.3
2745,2.2,3.3
3613,2.3,3.3
3786,0.3,2.1
3864,0.5,0.6
3034,0.5,2.0
3639,2.1,3.2
2708,2.3,0.6
3131,0.3,1.8
3900,1.6,0.0
2453,2.1,2.7
3304,0.3,1.9
2510,1.8,0.8
3339,1.8,0.9
3212,2.0,1.0
3049,1.8,0.1
3169,1.4,1.4
2281,0.1,0.2
2401,1.8,0.6
3799,0.3,1.3
3027,1.0,1.2
3314,1.3,0.0
3351,0.7,0.4
2741,0.0,0.9
2376,1.3,0.1
3036,2.5,3.7
3092,0.0,0.4
3944,0.2,1.4
3132,0.8,2.6
2689,0.3,2.4
3296,0.8,0.4
3069,0.8,2.6
2576,1.0,1.4
2301,2.2,2.0
3108,1.2,1.6
3923,0.0,3.5
2158,0.7,1.3
3925,0.1,0.6
3255,1.9,2.1
3604,1.0,1.8
3637,0.9,0.9
3329,0.7,1.0
2237,2.1,2.3
3999,1.6,3.3
3562,-0.0,1.8
3030,0.6,1.1
2090,0.9,-0.0
2614,0.6,1.9
2646,2.3,1.8
2337,0.9,2.0
3422,2.0,1.1
3488,-0.0,0.5
3000,0.0,0.2
3632,1.5,1.0
3970,1.7,2.3
2891,1.5,0.1
2564,1.4,0.9
2901,1.8,0.9
3580,0.1,0.4
3558,1.9,5.7
2551,1.8,1.6
3842,2.7,1.4
2516,0.4,2.3
3025,2.2,-0.0
3333,1.8,1.9
2672,0.5,-0.0
2993,0.4,2.6
2154,0.0,2.1
3678,0.4,2.1
3726,0.1,0.5
2589,1.5,0.1
2061,0.6,1.0
2554,2.8,1.7
3063,0.4,2.1
3073,0.9,1.1
3139,1.7,3.1
3518,1.3,0.4
3713,2.1,3.7
2837,0.0,2.0
3792,1.8,1.2
2874,3.0,3.5
2365,2.3,1.8
2696,0.6,1.3
3077,1.3,1.8
2878,1.1,3.3
2809,0.2,4.4
2364,3.2,1.6
3720,0.7,2.3
2885,2.0,3.6
3992,1.7,3.2
2110,0.2,3.1
2127,1.2,1.8
3295,-0.0,0.5
3702,0.2,2.0
2651,0.2,0.4
2501,0.2,1.1
3114,0.4,1.9
2776,1.1,1.6
3273,0.1,1.3
3622,0.4,3.5
3825,0.6,1.3
2790,0.1,1.0
3371,0.1,0.3
2665,1.8,2.3
2730,0.8,0.4
2846,0.5,1.5
2075,0.7,1.3
3574,1.1,2.6
3417,3.0,3.1
3117,0.9,2.1
3150,1.9,1.3
2368,1.0,3.9
2486,1.1,1.3
3531,2.1,1.4
3990,1.8,2.1
2999,1.3,2.1
2497,0.2,4.6
2738,0.1,0.9
2128,1.0,1.5
2954,0.7,0.1
2819,1.4,1.3
2168,0.8,0.9
3024,-0.0,0.7
3115,0.8,0.9
3448,2.6,2.8
2720,0.5,2.0
3529,2.1,3.7
3224,1.8,3.6
3690,1.3,2.4
2507,1.3,0.7
3748,0.5,-0.0
2630,1.3,0.4
2228,0.3,1.3
3901,1.1,0.9
2596,0.6,1.3
3811,2.1,2.5
2327,2.1,2.6
2072,0.6,2.6
2777,1.3,0.9
2606,0.3,-0.0
2740,1.3,3.7
2539,0.4,0.9
3228,1.0,0.4
3327,0.9,2.1
2419,0.7,1.7
3183,0.7,0.6
2686,1.3,1.0
2903,1.0,1.2
2037,1.3,0.8
2938,0.8,1.9
3542,1.0,1.3
3612,0.2,0.7
3917,2.1,1.8
3079,2.1,0.3
3357,0.7,0.4
2786,0.9,1.0
3597,0.0,0.7
3317,0.3,2.3
2980,2.5,1.5
2306,1.3,1.9
3178,1.0,0.9
3003,3.1,3.7
2742,1.4,1.1
2524,2.5,2.6
2324,-0.0,1.0
3074,0.5,0.1
2144,1.2,2.1
2610,2.6,1.3
3119,0.9,3.1
2916,1.8,0.9
3180,0.6,2.5
3298,0.5,0.6
2389,0.4,2.6
2113,1.6,2.1
2412,1.0,0.5
2025,0.2,1.8
2875,1.7,3.1
2525,1.2,4.4
2561,0.2,0.4
3425,1.5,2.5
3829,0.0,2.3
2668,0.5,0.4
